2Theta	Intensidade
88,55976859	98
88,59915944	76
88,63855028	83
88,67794113	63
88,71733198	78
88,75672282	115
88,79611367	79
88,83550452	92
88,87489536	87
88,91428621	77
88,95367706	105
88,9930679	101
89,03245875	79
89,0718496	82
89,11124044	99
89,15063129	78
89,19002214	79
89,22941298	88
89,26880383	64
89,30819468	105
89,34758552	87
89,38697637	107
89,42636722	90
89,46575806	86
89,50514891	84
89,54453976	67
89,5839306	81
89,62332145	78
89,6627123	82
89,70210314	97
89,74149399	102
89,78088484	75
89,82027568	86
89,85966653	94
89,89905738	83
89,93844822	69
89,97783907	89
