2Theta	Intensidade
52,6300414	67
52,66943225	35
52,70882309	69
52,74821394	57
52,78760479	49
52,82699563	62
52,86638648	47
52,90577733	57
52,94516817	55
52,98455902	50
53,02394987	57
53,06334071	57
53,10273156	52
53,14212241	58
53,18151325	78
53,2209041	61
53,26029495	61
53,29968579	58
53,33907664	41
53,37846749	62
53,41785833	55
53,45724918	52
53,49664003	53
53,53603087	72
53,57542172	38
53,61481257	57
53,65420341	50
53,69359426	50
53,73298511	65
53,77237595	42
53,8117668	65
53,85115765	59
53,89054849	51
53,92993934	71
53,96933019	54
54,00872103	53
54,04811188	64
54,08750273	59
54,12689357	49
54,16628442	52
54,20567527	52
54,24506611	45
54,28445696	55
54,32384781	46
54,36323865	63
54,4026295	41
54,44202035	63
54,48141119	74
54,52080204	59
54,56019289	56
54,59958373	51
54,63897458	51
54,67836543	50
54,71775627	49
54,75714712	49
54,79653797	45
54,83592881	52
54,87531966	61
54,91471051	46
54,95410135	37
54,9934922	60
55,03288305	49
55,07227389	49
55,11166474	60
55,15105559	62
55,19044643	45
55,22983728	66
55,26922813	59
55,30861897	45
55,34800982	50
55,38740067	68
55,42679151	53
55,46618236	61
55,50557321	47
55,54496405	57
55,5843549	49
55,62374575	56
55,66313659	55
55,70252744	48
55,74191829	61
55,78130913	49
55,82069998	41
55,86009083	65
55,89948167	50
55,93887252	50
55,97826337	62
56,01765421	51
56,05704506	39
56,09643591	43
56,13582675	42
56,1752176	56
56,21460845	45
56,25399929	33
56,29339014	58
56,33278099	53
56,37217183	55
56,41156268	48
56,45095353	51
56,49034437	57
56,52973522	40
56,56912607	60
56,60851691	57
56,64790776	41
56,68729861	61
56,72668945	57
56,7660803	54
56,80547115	62
56,84486199	56
56,88425284	53
56,92364369	54
56,96303453	36
57,00242538	49
57,04181623	40
57,08120707	34
57,12059792	58
57,15998877	51
57,19937961	54
57,23877046	48
57,27816131	65
57,31755215	55
57,356943	64
57,39633385	49
57,43572469	51
57,47511554	59
57,51450639	39
57,55389723	36
57,59328808	47
57,63267893	37
57,67206977	37
57,71146062	62
57,75085147	45
57,79024231	54
57,82963316	52
57,86902401	53
57,90841485	61
57,9478057	46
57,98719655	47
58,02658739	56
58,06597824	56
58,10536909	62
58,14475993	79
58,18415078	66
