2Theta	Intensidade
52,12596039	901
52,16535124	980
52,20474209	1041
52,24413293	999
52,28352378	916
52,32291463	958
52,36230547	1005
52,40169632	992
52,44108717	942
52,48047801	973
52,51986886	916
52,55925971	1002
52,59865055	1075
52,6380414	964
52,67743225	1028
52,71682309	965
52,75621394	935
52,79560479	944
52,83499563	992
52,87438648	956
52,91377733	869
52,95316817	957
52,99255902	977
53,03194987	945
53,07134071	913
53,11073156	959
53,15012241	933
53,18951325	856
53,2289041	991
53,26829495	891
53,30768579	936
53,34707664	933
53,38646749	960
53,42585833	951
53,46524918	936
53,50464003	912
53,54403087	987
53,58342172	967
53,62281257	970
53,66220341	893
53,70159426	1017
53,74098511	999
53,78037595	943
53,8197668	903
53,85915765	932
53,89854849	932
53,93793934	991
53,97733019	966
54,01672103	895
54,05611188	981
54,09550273	937
54,13489357	1008
54,17428442	965
54,21367527	972
54,25306611	971
54,29245696	926
54,33184781	978
54,37123865	999
54,4106295	954
54,45002035	978
54,48941119	954
54,52880204	980
54,56819289	967
54,60758373	927
54,64697458	948
54,68636543	939
54,72575627	891
54,76514712	902
54,80453797	927
54,84392881	918
54,88331966	926
54,92271051	854
54,96210135	936
55,0014922	913
55,04088305	986
55,08027389	997
55,11966474	938
55,15905559	907
55,19844643	954
55,23783728	987
55,27722813	895
55,31661897	934
55,35600982	952
55,39540067	967
55,43479151	970
55,47418236	1003
55,51357321	914
55,55296405	956
55,5923549	950
55,63174575	953
55,67113659	979
55,71052744	980
55,74991829	936
55,78930913	921
55,82869998	892
55,86809083	951
55,90748167	980
55,94687252	908
55,98626337	935
56,02565421	988
56,06504506	942
56,10443591	998
56,14382675	898
56,1832176	894
56,22260845	901
56,26199929	910
56,30139014	979
56,34078099	941
56,38017183	963
56,41956268	988
56,45895353	967
56,49834437	920
56,53773522	915
56,57712607	969
56,61651691	996
56,65590776	1020
56,69529861	931
56,73468945	985
56,7740803	957
56,81347115	931
56,85286199	939
56,89225284	921
56,93164369	1078
56,97103453	989
57,01042538	1008
57,04981623	1004
57,08920707	987
57,12859792	929
57,16798877	983
57,20737961	888
57,24677046	969
57,28616131	974
57,32555215	972
57,364943	892
57,40433385	977
57,44372469	911
57,48311554	978
57,52250639	953
57,56189723	950
57,60128808	881
57,64067893	974
57,68006977	1005
57,71946062	949
57,75885147	1008
57,79824231	936
57,83763316	1018
57,87702401	849
57,91641485	1000
57,9558057	1035
57,99519655	1071
58,03458739	1117
58,07397824	1175
58,11336909	1107
58,15275993	1049
58,19215078	1151
58,23154163	1316
58,27093247	1298
58,31032332	1483
58,34971417	1639
58,38910501	1924
58,42849586	2421
58,46788671	3075
58,50727755	3753
58,5466684	4310
58,58605925	5098
58,62545009	5413
58,66484094	5798
58,70423179	5785
58,74362263	5637
58,78301348	4856
58,82240433	3996
58,86179517	3377
58,90118602	2856
58,94057687	2344
58,97996771	1924
59,01935856	1549
59,05874941	1390
59,09814025	1229
59,1375311	1141
59,17692195	1075
59,21631279	1137
59,25570364	1060
59,29509449	1037
59,33448533	972
59,37387618	1002
59,41326703	1034
59,45265787	1020
59,49204872	1021
59,53143957	1037
59,57083041	954
59,61022126	943
59,64961211	994
59,68900295	969
59,7283938	964
59,76778465	982
59,80717549	948
59,84656634	965
59,88595719	1010
59,92534803	1011
59,96473888	917
60,00412973	961
60,04352057	955
60,08291142	1000
60,12230227	1009
60,16169311	989
60,20108396	941
60,24047481	923
60,27986565	952
60,3192565	949
60,35864735	940
60,39803819	1039
60,43742904	987
60,47681989	939
60,51621073	940
60,55560158	947
60,59499243	916
60,63438327	913
60,67377412	980
60,71316497	946
60,75255581	988
60,79194666	840
60,83133751	1023
60,87072835	917
60,9101192	952
60,94951005	869
60,98890089	973
61,02829174	950
61,06768259	955
61,10707343	903
61,14646428	923
61,18585513	889
61,22524597	960
61,26463682	932
61,30402767	959
61,34341851	1004
61,38280936	994
61,42220021	899
61,46159105	915
61,5009819	962
61,54037275	941
61,57976359	985
61,61915444	996
61,65854529	926
61,69793613	910
61,73732698	919
61,77671783	892
61,81610867	1043
61,85549952	890
61,89489036	899
61,93428121	859
61,97367206	954
62,0130629	926
62,05245375	958
62,0918446	977
62,13123544	912
62,17062629	944
62,21001714	964
62,24940798	982
62,28879883	964
62,32818968	1006
62,36758052	869
62,40697137	887
62,44636222	907
62,48575306	950
62,52514391	1051
62,56453476	909
62,6039256	969
62,64331645	936
62,6827073	878
62,72209814	971
62,76148899	943
62,80087984	943
62,84027068	1029
62,87966153	973
62,91905238	948
62,95844322	936
62,99783407	893
63,03722492	902
63,07661576	878
63,11600661	997
63,15539746	914
63,1947883	919
63,23417915	885
63,27357	987
63,31296084	971
63,35235169	936
63,39174254	935
63,43113338	970
63,47052423	914
63,50991508	902
63,54930592	934
63,58869677	934
63,62808762	972
63,66747846	1000
63,70686931	1017
63,74626016	910
63,785651	1003
63,82504185	870
63,8644327	996
63,90382354	927
63,94321439	943
63,98260524	964
64,02199608	965
64,06138693	962
64,10077778	905
64,14016862	955
64,17955947	946
64,21895032	1003
64,25834116	978
64,29773201	939
64,33712286	974
64,3765137	953
64,41590455	935
64,4552954	972
64,49468624	899
64,53407709	923
64,57346794	918
64,61285878	941
64,65224963	910
64,69164048	882
64,73103132	962
64,77042217	955
64,80981302	961
64,84920386	903
64,88859471	882
64,92798556	925
64,9673764	895
65,00676725	911
65,0461581	909
65,08554894	979
65,12493979	926
65,16433064	980
65,20372148	924
65,24311233	953
65,28250318	970
65,32189402	904
65,36128487	1026
65,40067572	926
65,44006656	1003
65,47945741	921
65,51884826	1022
65,5582391	1005
65,59762995	976
65,6370208	920
65,67641164	941
65,71580249	926
65,75519334	922
65,79458418	966
65,83397503	894
65,87336588	888
65,91275672	943
65,95214757	881
65,99153842	900
66,03092926	960
66,07032011	911
66,10971096	873
66,1491018	973
66,18849265	997
66,2278835	870
66,26727434	931
66,30666519	958
66,34605604	879
66,38544688	1019
66,42483773	937
66,46422858	942
66,50361942	963
66,54301027	922
66,58240112	933
66,62179196	899
66,66118281	924
66,70057366	963
66,7399645	959
66,77935535	1005
66,8187462	992
66,85813704	939
66,89752789	870
66,93691874	874
66,97630958	910
67,01570043	899
67,05509128	959
67,09448212	965
67,13387297	987
67,17326382	900
67,21265466	875
67,25204551	970
67,29143636	875
67,3308272	904
67,37021805	955
67,4096089	949
67,44899974	938
67,48839059	920
67,52778144	892
67,56717228	967
67,60656313	990
67,64595398	921
67,68534482	874
67,72473567	886
67,76412652	924
67,80351736	938
67,84290821	996
67,88229906	869
67,9216899	812
67,96108075	909
68,0004716	872
68,03986244	902
68,07925329	903
68,11864414	952
68,15803498	892
68,19742583	995
68,23681668	893
68,27620752	889
68,31559837	903
68,35498922	918
68,39438006	919
68,43377091	999
68,47316176	905
68,5125526	954
68,55194345	918
68,5913343	876
68,63072514	906
68,67011599	894
68,70950684	889
68,74889768	957
68,78828853	935
68,82767938	910
68,86707022	960
68,90646107	964
68,94585192	883
68,98524276	941
69,02463361	964
69,06402446	935
69,1034153	940
69,14280615	905
69,182197	964
69,22158784	915
69,26097869	969
69,30036954	913
69,33976038	950
69,37915123	908
69,41854208	903
69,45793292	887
69,49732377	921
69,53671462	905
69,57610546	966
69,61549631	954
69,65488716	954
69,694278	972
69,73366885	916
69,7730597	855
69,81245054	938
69,85184139	905
69,89123224	932
69,93062308	925
69,97001393	948
70,00940478	967
70,04879562	942
70,08818647	937
70,12757732	890
70,16696816	963
70,20635901	875
70,24574986	895
70,2851407	919
70,32453155	924
70,3639224	945
70,40331324	926
70,44270409	899
70,48209494	889
70,52148578	956
70,56087663	941
70,60026748	874
70,63965832	898
70,67904917	898
70,71844002	904
70,75783086	961
70,79722171	902
70,83661256	1004
70,8760034	938
70,91539425	879
70,9547851	956
70,99417594	934
71,03356679	971
71,07295764	974
71,11234848	964
71,15173933	928
71,19113018	977
71,23052102	937
71,26991187	973
71,30930272	978
71,34869356	992
71,38808441	1009
71,42747526	912
71,4668661	975
71,50625695	999
71,5456478	956
71,58503864	951
71,62442949	919
71,66382034	970
71,70321118	941
71,74260203	984
71,78199288	935
71,82138372	930
71,86077457	937
71,90016542	953
71,93955626	907
71,97894711	992
72,01833796	984
72,0577288	988
72,09711965	1008
72,1365105	993
72,17590134	983
72,21529219	939
72,25468304	987
72,29407388	989
72,33346473	958
72,37285558	1000
72,41224642	1001
72,45163727	897
72,49102812	1029
72,53041896	1041
72,56980981	1026
72,60920066	1012
72,6485915	985
72,68798235	1112
72,7273732	1071
72,76676404	996
72,80615489	1017
72,84554574	1159
72,88493658	1073
72,92432743	1040
72,96371828	1198
73,00310912	1202
73,04249997	1193
73,08189082	1261
73,12128166	1351
73,16067251	1421
73,20006336	1534
73,2394542	1646
73,27884505	1882
73,3182359	2167
73,35762674	2446
73,39701759	2951
73,43640844	3615
73,47579928	4465
73,51519013	5643
73,55458098	6676
73,59397182	7618
73,63336267	8455
73,67275352	9017
73,71214436	9153
73,75153521	9188
73,79092606	8893
73,8303169	8283
73,86970775	6872
73,90909859	5775
73,94848944	5159
73,98788029	4497
74,02727113	3797
74,06666198	2970
74,10605283	2254
74,14544367	1912
74,18483452	1531
74,22422537	1437
74,26361621	1283
74,30300706	1307
74,34239791	1165
74,38178875	1138
74,4211796	1193
74,46057045	1106
74,49996129	1114
74,53935214	1106
74,57874299	1063
74,61813383	1058
74,65752468	969
74,69691553	1056
74,73630637	990
74,77569722	1042
74,81508807	932
74,85447891	1003
74,89386976	986
74,93326061	973
74,97265145	983
75,0120423	950
75,05143315	980
75,09082399	942
75,13021484	962
75,16960569	923
75,20899653	979
75,24838738	919
75,28777823	911
75,32716907	1001
75,36655992	1027
75,40595077	1009
75,44534161	962
75,48473246	1033
75,52412331	920
75,56351415	944
75,602905	948
75,64229585	982
75,68168669	948
75,72107754	946
75,76046839	951
75,79985923	983
75,83925008	917
75,87864093	971
75,91803177	990
75,95742262	1029
75,99681347	909
76,03620431	935
76,07559516	911
76,11498601	921
76,15437685	957
76,1937677	944
76,23315855	984
76,27254939	862
76,31194024	884
76,35133109	865
76,39072193	954
76,43011278	907
76,46950363	1040
76,50889447	958
76,54828532	919
76,58767617	913
76,62706701	953
76,66645786	979
76,70584871	919
76,74523955	912
76,7846304	961
76,82402125	970
76,86341209	909
76,90280294	958
76,94219379	908
76,98158463	976
77,02097548	901
77,06036633	910
77,09975717	934
77,13914802	960
77,17853887	919
77,21792971	926
77,25732056	927
77,29671141	939
77,33610225	899
77,3754931	960
77,41488395	929
77,45427479	980
77,49366564	938
77,53305649	922
77,57244733	918
77,61183818	935
77,65122903	972
77,69061987	896
77,73001072	982
77,76940157	897
