Order;Load(kN);Defor(mm);Stroke(mm);Time(s)
1997;0.24;40.0325;40.032;119.815
1998;0.24;40.0525;40.052;119.875
1999;0.24;40.0725;40.072;119.935
2000;0.26;40.0925;40.092;119.995
2001;0.24;40.1125;40.112;120.055
2002;0.24;40.1325;40.132;120.115
2003;0.24;40.1525;40.153;120.175
2004;0.24;40.1725;40.173;120.235
2005;0.24;40.1925;40.192;120.295
2006;0.24;40.2137;40.214;120.355
2007;0.26;40.2337;40.234;120.415
2008;0.26;40.2537;40.254;120.475
2009;0.24;40.2738;40.274;120.535
2010;0.24;40.2938;40.294;120.595
2011;0.26;40.3137;40.314;120.655
2012;0.24;40.3337;40.334;120.715
2013;0.26;40.3537;40.354;120.775
2014;0.26;40.3737;40.374;120.835
2015;0.24;40.3937;40.394;120.895
2016;0.26;40.4125;40.412;120.955
2017;0.26;40.4325;40.432;121.015
2018;0.26;40.4525;40.452;121.075
2019;0.26;40.4737;40.474;121.135
2020;0.26;40.4937;40.494;121.195
2021;0.26;40.5137;40.514;121.255
2022;0.24;40.5337;40.534;121.315
2023;0.26;40.5537;40.554;121.375
2024;0.26;40.5737;40.574;121.435
2025;0.26;40.5938;40.594;121.495
2026;0.24;40.6138;40.614;121.555
2027;0.26;40.6338;40.634;121.615
2028;0.26;40.6537;40.654;121.675
2029;0.26;40.675;40.675;121.735
2030;0.26;40.695;40.695;121.795
2031;0.26;40.715;40.715;121.855
2032;0.24;40.735;40.735;121.915
2033;0.26;40.755;40.755;121.975
2034;0.26;40.7738;40.774;122.035
2035;0.24;40.7938;40.794;122.095
2036;0.26;40.815;40.815;122.155
2037;0.26;40.835;40.835;122.215
2038;0.26;40.855;40.855;122.275
2039;0.26;40.875;40.875;122.335
2040;0.26;40.895;40.895;122.395
2041;0.26;40.915;40.915;122.455
2042;0.26;40.935;40.935;122.515
2043;0.26;40.955;40.955;122.575
2044;0.26;40.975;40.975;122.635
2045;0.26;40.995;40.995;122.695
2046;0.24;41.015;41.015;122.755
2047;0.26;41.035;41.035;122.815
2048;0.26;41.055;41.055;122.875
2049;0.26;41.075;41.075;122.935
2050;0.26;41.095;41.095;122.995
2051;0.26;41.115;41.115;123.055
2052;0.26;41.135;41.135;123.115
2053;0.26;41.155;41.155;123.175
2054;0.26;41.175;41.175;123.235
2055;0.26;41.195;41.195;123.295
2056;0.26;41.215;41.215;123.355
2057;0.26;41.235;41.235;123.415
2058;0.26;41.2562;41.256;123.475
2059;0.26;41.2762;41.276;123.535
2060;0.26;41.295;41.295;123.595
2061;0.24;41.315;41.315;123.655
2062;0.24;41.335;41.335;123.715
2063;0.26;41.3563;41.356;123.775
2064;0.26;41.3762;41.376;123.835
2065;0.26;41.3962;41.396;123.895
2066;0.24;41.4162;41.416;123.955
2067;0.24;41.4362;41.436;124.015
2068;0.26;41.4562;41.456;124.075
2069;0.26;41.4762;41.476;124.135
2070;0.26;41.4975;41.497;124.195
2071;0.26;41.5175;41.517;124.255
2072;0.24;41.5375;41.537;124.315
2073;0.26;41.5575;41.557;124.375
2074;0.26;41.5775;41.577;124.435
2075;0.26;41.5975;41.597;124.495
2076;0.26;41.6175;41.618;124.555
2077;0.26;41.6375;41.638;124.615
2078;0.26;41.6575;41.657;124.675
2079;0.26;41.6787;41.679;124.735
2080;0.26;41.6975;41.697;124.795
2081;0.26;41.7175;41.717;124.855
2082;0.26;41.7375;41.737;124.915
2083;0.26;41.7575;41.757;124.975
2084;0.26;41.7787;41.779;125.035
2085;0.26;41.7975;41.798;125.095
2086;0.26;41.8187;41.819;125.155
2087;0.26;41.8387;41.839;125.215
2088;0.26;41.8587;41.859;125.275
2089;0.26;41.8787;41.879;125.335
2090;0.26;41.8988;41.899;125.395
2091;0.26;41.9188;41.919;125.455
2092;0.26;41.9387;41.939;125.515
2093;0.26;41.9587;41.959;125.575
2094;0.24;41.9787;41.979;125.635
2095;0.26;41.9987;41.999;125.695
2096;0.26;42.0187;42.019;125.755
2097;0.26;42.0387;42.039;125.815
2098;0.24;42.0588;42.059;125.875
2099;0.26;42.0788;42.079;125.935
2100;0.26;42.0987;42.099;125.995
2101;0.26;42.1187;42.119;126.055
2102;0.26;42.1387;42.139;126.115
2103;0.26;42.1587;42.159;126.175
2104;0.26;42.18;42.18;126.235
2105;0.26;42.1987;42.199;126.295
2106;0.26;42.22;42.22;126.355
2107;0.24;42.2388;42.239;126.415
2108;0.24;42.2588;42.259;126.475
2109;0.26;42.28;42.28;126.535
2110;0.26;42.3;42.3;126.595
2111;0.24;42.32;42.32;126.655
2112;0.26;42.34;42.34;126.715
2113;0.26;42.36;42.36;126.775
2114;0.24;42.38;42.38;126.835
2115;0.26;42.4;42.4;126.895
2116;0.26;42.42;42.42;126.955
2117;0.26;42.44;42.44;127.015
2118;0.26;42.46;42.46;127.075
2119;0.26;42.48;42.48;127.135
2120;0.24;42.5;42.5;127.195
2121;0.26;42.52;42.52;127.255
2122;0.24;42.54;42.54;127.315
2123;0.26;42.56;42.56;127.375
2124;0.24;42.58;42.58;127.435
2125;0.26;42.6;42.6;127.495
2126;0.26;42.62;42.62;127.555
2127;0.26;42.64;42.64;127.615
2128;0.26;42.66;42.66;127.675
2129;0.26;42.68;42.68;127.735
2130;0.24;42.7;42.7;127.795
2131;0.26;42.7212;42.721;127.855
2132;0.24;42.7412;42.741;127.915
2133;0.26;42.7612;42.761;127.975
2134;0.26;42.7812;42.781;128.035
2135;0.26;42.8013;42.801;128.095
2136;0.26;42.8213;42.821;128.155
2137;0.26;42.8412;42.841;128.215
2138;0.26;42.8612;42.861;128.275
2139;0.26;42.8812;42.881;128.335
2140;0.26;42.9012;42.901;128.395
2141;0.26;42.9212;42.921;128.455
2142;0.26;42.94;42.94;128.515
2143;0.26;42.9613;42.961;128.575
2144;0.24;42.9813;42.981;128.635
2145;0.26;43.0012;43.001;128.695
2146;0.26;43.0212;43.021;128.755
2147;0.26;43.0412;43.041;128.815
2148;0.24;43.0612;43.061;128.875
2149;0.26;43.0812;43.081;128.935
2150;0.26;43.1012;43.101;128.995
2151;0.26;43.1213;43.121;129.055
2152;0.26;43.1413;43.141;129.115
2153;0.26;43.1612;43.161;129.175
2154;0.26;43.1812;43.181;129.235
2155;0.26;43.2012;43.201;129.295
2156;0.24;43.2212;43.221;129.355
2157;0.26;43.2412;43.241;129.415
2158;0.26;43.2612;43.261;129.475
2159;0.26;43.2812;43.281;129.535
2160;0.24;43.3013;43.301;129.595
2161;0.24;43.3213;43.321;129.655
2162;0.26;43.3412;43.341;129.715
2163;0.26;43.3612;43.361;129.775
2164;0.26;43.3812;43.381;129.835
2165;0.26;43.4012;43.401;129.895
2166;0.26;43.4212;43.421;129.955
2167;0.26;43.4412;43.441;130.015
2168;0.26;43.4613;43.461;130.075
2169;0.26;43.4813;43.481;130.135
2170;0.26;43.5012;43.501;130.195
2171;0.26;43.5212;43.521;130.255
2172;0.26;43.5425;43.542;130.315
2173;0.26;43.5625;43.562;130.375
2174;0.26;43.5825;43.583;130.435
2175;0.26;43.6025;43.603;130.495
2176;0.26;43.6225;43.622;130.555
2177;0.26;43.6425;43.642;130.615
2178;0.26;43.6625;43.662;130.675
2179;0.26;43.6825;43.682;130.735
2180;0.26;43.7025;43.702;130.795
2181;0.26;43.7225;43.722;130.855
2182;0.26;43.7425;43.743;130.915
2183;0.26;43.7625;43.763;130.975
2184;0.26;43.7825;43.782;131.035
2185;0.26;43.8025;43.802;131.095
2186;0.26;43.8225;43.822;131.155
2187;0.26;43.8425;43.842;131.215
2188;0.26;43.8625;43.862;131.275
2189;0.26;43.8825;43.882;131.335
2190;0.26;43.9025;43.903;131.395
2191;0.26;43.9225;43.923;131.455
2192;0.26;43.9425;43.942;131.515
2193;0.26;43.9625;43.962;131.575
2194;0.26;43.9825;43.982;131.635
2195;0.24;44.0025;44.002;131.695
2196;0.26;44.0225;44.022;131.755
2197;0.26;44.0425;44.042;131.815
2198;0.26;44.0625;44.062;131.875
2199;0.26;44.0825;44.083;131.935
2200;0.26;44.1025;44.103;131.995
2201;0.26;44.1225;44.122;132.055
2202;0.26;44.1437;44.144;132.115
2203;0.26;44.1625;44.162;132.175
2204;0.26;44.1838;44.184;132.235
2205;0.26;44.2038;44.204;132.295
2206;0.26;44.2237;44.224;132.355
2207;0.26;44.2437;44.244;132.415
2208;0.26;44.2637;44.264;132.475
2209;0.26;44.2837;44.284;132.535
2210;0.26;44.3037;44.304;132.595
2211;0.26;44.3237;44.324;132.655
2212;0.26;44.3438;44.344;132.715
2213;0.26;44.3638;44.364;132.775
2214;0.26;44.3837;44.384;132.835
2215;0.26;44.4037;44.404;132.895
2216;0.26;44.4237;44.424;132.955
2217;0.24;44.4437;44.444;133.015
2218;0.26;44.4637;44.464;133.075
2219;0.26;44.4837;44.484;133.135
2220;0.26;44.505;44.505;133.195
2221;0.26;44.525;44.525;133.255
2222;0.26;44.545;44.545;133.315
2223;0.24;44.565;44.565;133.375
2224;0.26;44.585;44.585;133.435
2225;0.26;44.605;44.605;133.495
2226;0.26;44.625;44.625;133.555
2227;0.26;44.645;44.645;133.615
2228;0.26;44.665;44.665;133.675
2229;0.26;44.685;44.685;133.735
2230;0.26;44.705;44.705;133.795
2231;0.26;44.725;44.725;133.855
2232;0.26;44.745;44.745;133.915
2233;0.26;44.765;44.765;133.975
2234;0.26;44.785;44.785;134.035
2235;0.26;44.805;44.805;134.095
2236;0.26;44.825;44.825;134.155
2237;0.26;44.845;44.845;134.215
2238;0.26;44.865;44.865;134.275
2239;0.26;44.885;44.885;134.335
2240;0.26;44.905;44.905;134.395
2241;0.26;44.9263;44.926;134.455
2242;0.26;44.9462;44.946;134.515
2243;0.26;44.9662;44.966;134.575
2244;0.26;44.9862;44.986;134.635
2245;0.26;45.0062;45.006;134.695
2246;0.26;45.0262;45.026;134.755
2247;0.26;45.0462;45.046;134.815
2248;0.26;45.0662;45.066;134.875
2249;0.26;45.0863;45.086;134.935
2250;0.26;45.1063;45.106;134.995
2251;0.24;45.1262;45.126;135.055
2252;0.26;45.1462;45.146;135.115
2253;0.24;45.1662;45.166;135.175
2254;0.26;45.1862;45.186;135.235
2255;0.26;45.2062;45.206;135.295
2256;0.26;45.2275;45.227;135.355
2257;0.26;45.2463;45.246;135.415
2258;0.26;45.2663;45.266;135.475
2259;0.24;45.2862;45.286;135.535
2260;0.26;45.3062;45.306;135.595
2261;0.26;45.3275;45.327;135.655
2262;0.26;45.3475;45.347;135.715
2263;0.26;45.3675;45.368;135.775
2264;0.26;45.3875;45.388;135.835
2265;0.26;45.4075;45.407;135.895
2266;0.26;45.4275;45.427;135.955
2267;0.26;45.4475;45.447;136.015
2268;0.26;45.4675;45.467;136.075
2269;0.26;45.4875;45.487;136.135
2270;0.26;45.5075;45.507;136.195
2271;0.26;45.5275;45.528;136.255
2272;0.24;45.5475;45.548;136.315
2273;0.24;45.5675;45.567;136.375
2274;0.26;45.5875;45.587;136.435
2275;0.26;45.6087;45.609;136.495
2276;0.26;45.6287;45.629;136.555
2277;0.26;45.6488;45.649;136.615
2278;0.26;45.6688;45.669;136.675
2279;0.26;45.6887;45.689;136.735
2280;0.26;45.7087;45.709;136.795
2281;0.26;45.7287;45.729;136.855
2282;0.24;45.7487;45.749;136.915
2283;0.26;45.7687;45.769;136.975
2284;0.26;45.7887;45.789;137.035
2285;0.26;45.8088;45.809;137.095
2286;0.26;45.83;45.83;137.155
2287;0.26;45.8487;45.849;137.215
2288;0.26;45.87;45.87;137.275
2289;0.26;45.8887;45.889;137.335
2290;0.26;45.9087;45.909;137.395
2291;0.26;45.93;45.93;137.455
2292;0.26;45.95;45.95;137.515
2293;0.26;45.97;45.97;137.575
2294;0.26;45.99;45.99;137.635
2295;0.26;46.01;46.01;137.695
2296;0.26;46.03;46.03;137.755
2297;0.26;46.05;46.05;137.815
2298;0.26;46.07;46.07;137.875
2299;0.26;46.09;46.09;137.935
2300;0.26;46.11;46.11;137.995
2301;0.26;46.13;46.13;138.055
2302;0.26;46.15;46.15;138.115
2303;0.26;46.17;46.17;138.175
2304;0.26;46.19;46.19;138.235
2305;0.26;46.21;46.21;138.295
2306;0.26;46.2313;46.231;138.355
2307;0.26;46.2512;46.251;138.415
2308;0.26;46.2712;46.271;138.475
2309;0.26;46.2912;46.291;138.535
2310;0.26;46.3112;46.311;138.595
2311;0.26;46.3312;46.331;138.655
2312;0.26;46.3512;46.351;138.715
2313;0.26;46.3713;46.371;138.775
2314;0.26;46.3913;46.391;138.835
2315;0.26;46.4112;46.411;138.895
2316;0.26;46.4312;46.431;138.955
2317;0.26;46.4512;46.451;139.015
2318;0.26;46.4712;46.471;139.075
2319;0.26;46.4912;46.491;139.135
2320;0.26;46.5125;46.513;139.195
2321;0.26;46.5325;46.532;139.255
2322;0.26;46.5525;46.552;139.315
2323;0.26;46.5725;46.572;139.375
2324;0.26;46.5925;46.592;139.435
2325;0.26;46.6125;46.612;139.495
2326;0.26;46.6325;46.632;139.555
2327;0.24;46.6525;46.653;139.615
2328;0.26;46.6725;46.673;139.675
2329;0.26;46.6925;46.692;139.735
2330;0.26;46.7125;46.712;139.795
2331;0.26;46.7337;46.734;139.855
2332;0.26;46.7537;46.754;139.915
2333;0.26;46.7725;46.772;139.975
2334;0.26;46.7938;46.794;140.035
2335;0.26;46.8137;46.814;140.095
2336;0.26;46.8337;46.834;140.155
2337;0.26;46.8537;46.854;140.215
2338;0.26;46.8737;46.874;140.275
2339;0.26;46.8937;46.894;140.335
2340;0.26;46.9137;46.914;140.395
2341;0.26;46.9338;46.934;140.455
2342;0.26;46.9538;46.954;140.515
2343;0.26;46.9737;46.974;140.575
2344;0.24;46.9937;46.994;140.635
2345;0.26;47.0137;47.014;140.695
2346;0.24;47.0337;47.034;140.755
2347;0.26;47.055;47.055;140.815
2348;0.26;47.075;47.075;140.875
2349;0.26;47.095;47.095;140.935
2350;0.26;47.115;47.115;140.995
2351;0.26;47.135;47.135;141.055
2352;0.26;47.155;47.155;141.115
2353;0.26;47.175;47.175;141.175
2354;0.26;47.195;47.195;141.235
2355;0.26;47.215;47.215;141.295
2356;0.26;47.235;47.235;141.355
2357;0.24;47.255;47.255;141.415
2358;0.24;47.275;47.275;141.475
2359;0.26;47.295;47.295;141.535
2360;0.26;47.315;47.315;141.595
2361;0.26;47.335;47.335;141.655
2362;0.26;47.355;47.355;141.715
2363;0.26;47.375;47.375;141.775
2364;0.26;47.395;47.395;141.835
2365;0.24;47.415;47.415;141.895
2366;0.26;47.435;47.435;141.955
2367;0.26;47.455;47.455;142.015
2368;0.26;47.4762;47.476;142.075
2369;0.26;47.4963;47.496;142.135
2370;0.26;47.5163;47.516;142.195
2371;0.24;47.5362;47.536;142.255
2372;0.26;47.5562;47.556;142.315
2373;0.26;47.5762;47.576;142.375
2374;0.26;47.5962;47.596;142.435
2375;0.26;47.6162;47.616;142.495
2376;0.26;47.6362;47.636;142.555
2377;0.26;47.6562;47.656;142.615
2378;0.26;47.6763;47.676;142.675
2379;0.26;47.6975;47.697;142.735
2380;0.26;47.7175;47.717;142.795
2381;0.26;47.7375;47.737;142.855
2382;0.24;47.7575;47.757;142.915
2383;0.26;47.7775;47.778;142.975
2384;0.26;47.7975;47.798;143.035
2385;0.26;47.8175;47.817;143.095
2386;0.26;47.8375;47.837;143.155
2387;0.26;47.8575;47.857;143.215
2388;0.26;47.8775;47.877;143.275
2389;0.26;47.8975;47.897;143.335
2390;0.26;47.9175;47.917;143.395
2391;0.26;47.9387;47.939;143.455
2392;0.26;47.9575;47.958;143.515
2393;0.26;47.9787;47.979;143.575
2394;0.26;47.9987;47.999;143.635
2395;0.26;48.0187;48.019;143.695
2396;0.26;48.0387;48.039;143.755
2397;0.26;48.0588;48.059;143.815
2398;0.26;48.0788;48.079;143.875
2399;0.26;48.0987;48.099;143.935
2400;0.26;48.1187;48.119;143.995
2401;0.26;48.1387;48.139;144.055
2402;0.26;48.1587;48.159;144.115
2403;0.26;48.1787;48.179;144.175
2404;0.26;48.1987;48.199;144.235
2405;0.26;48.2188;48.219;144.295
2406;0.26;48.2388;48.239;144.355
2407;0.26;48.2587;48.259;144.415
2408;0.26;48.2787;48.279;144.475
2409;0.26;48.2987;48.299;144.535
2410;0.26;48.3187;48.319;144.595
2411;0.26;48.34;48.34;144.655
2412;0.26;48.36;48.36;144.715
2413;0.26;48.38;48.38;144.775
2414;0.26;48.4;48.4;144.835
2415;0.24;48.42;48.42;144.895
2416;0.26;48.44;48.44;144.955
2417;0.26;48.46;48.46;145.015
2418;0.26;48.48;48.48;145.075
2419;0.26;48.5012;48.501;145.135
2420;0.24;48.5212;48.521;145.195
2421;0.26;48.5412;48.541;145.255
2422;0.24;48.5612;48.561;145.315
2423;0.26;48.5788;48.579;145.375
2424;0.26;48.5987;48.599;145.435
2425;0.26;48.62;48.62;145.495
2426;0.24;48.64;48.64;145.555
2427;0.26;48.66;48.66;145.615
2428;0.26;48.68;48.68;145.675
2429;0.24;48.7;48.7;145.735
2430;0.26;48.72;48.72;145.795
2431;0.26;48.7412;48.741;145.855
2432;0.26;48.7612;48.761;145.915
2433;0.26;48.78;48.78;145.975
2434;0.26;48.8013;48.801;146.035
2435;0.26;48.8212;48.821;146.095
2436;0.26;48.8412;48.841;146.155
2437;0.26;48.8612;48.861;146.215
2438;0.26;48.8812;48.881;146.275
2439;0.24;48.9012;48.901;146.335
2440;0.26;48.9212;48.921;146.395
2441;0.26;48.9412;48.941;146.455
2442;0.26;48.9613;48.961;146.515
2443;0.26;48.9825;48.982;146.575
2444;0.26;49.0025;49.002;146.635
2445;0.26;49.0225;49.022;146.695
2446;0.26;49.0425;49.042;146.755
2447;0.26;49.0625;49.062;146.815
2448;0.26;49.0825;49.083;146.875
2449;0.26;49.1025;49.102;146.935
2450;0.26;49.1225;49.122;146.995
2451;0.26;49.1425;49.142;147.055
2452;0.26;49.1637;49.164;147.115
2453;0.24;49.1838;49.184;147.175
2454;0.26;49.2038;49.204;147.235
2455;0.26;49.2237;49.224;147.295
2456;0.26;49.2437;49.244;147.355
2457;0.26;49.2637;49.264;147.415
2458;0.26;49.2837;49.284;147.475
2459;0.26;49.3037;49.304;147.535
2460;0.26;49.3237;49.324;147.595
2461;0.24;49.3438;49.344;147.655
2462;0.26;49.3638;49.364;147.715
2463;0.24;49.385;49.385;147.775
2464;0.26;49.4037;49.404;147.835
2465;0.26;49.4237;49.424;147.895
2466;0.26;49.445;49.445;147.955
2467;0.24;49.465;49.465;148.015
2468;0.26;49.485;49.485;148.075
2469;0.26;49.505;49.505;148.135
2470;0.26;49.525;49.525;148.195
2471;0.26;49.5425;49.542;148.255
2472;0.26;49.5637;49.564;148.315
2473;0.26;49.5837;49.584;148.375
2474;0.26;49.6037;49.604;148.435
2475;0.26;49.6237;49.624;148.495
2476;0.26;49.6437;49.644;148.555
2477;0.26;49.6637;49.664;148.615
2478;0.26;49.6838;49.684;148.675
2479;0.26;49.705;49.705;148.735
2480;0.24;49.7237;49.724;148.795
2481;0.26;49.745;49.745;148.855
2482;0.26;49.765;49.765;148.915
2483;0.26;49.785;49.785;148.975
2484;0.26;49.805;49.805;149.035
2485;0.26;49.825;49.825;149.095
2486;0.26;49.845;49.845;149.155
2487;0.26;49.865;49.865;149.215
2488;0.26;49.885;49.885;149.275
2489;0.26;49.905;49.905;149.335
2490;0.26;49.925;49.925;149.395
2491;0.26;49.945;49.945;149.455
2492;0.26;49.965;49.965;149.515
2493;0.24;49.9862;49.986;149.575
2494;0.26;50.0062;50.006;149.635
2495;0.26;50.0262;50.026;149.695
2496;0.26;50.0462;50.046;149.755
2497;0.24;50.0662;50.066;149.815
2498;0.24;50.0863;50.086;149.875
2499;0.26;50.1063;50.106;149.935
2500;0.24;50.1262;50.126;149.995
2501;0.26;50.1462;50.146;150.055
2502;0.26;50.1662;50.166;150.115
2503;0.26;50.1862;50.186;150.175
2504;0.24;50.2075;50.208;150.235
2505;0.26;50.2275;50.227;150.295
2506;0.26;50.2475;50.247;150.355
2507;0.26;50.2675;50.267;150.415
2508;0.24;50.2875;50.287;150.475
2509;0.26;50.3075;50.307;150.535
2510;0.26;50.3275;50.327;150.595
2511;0.26;50.3475;50.347;150.655
2512;0.26;50.3675;50.368;150.715
2513;0.26;50.3875;50.388;150.775
2514;0.24;50.4075;50.407;150.835
2515;0.26;50.4275;50.427;150.895
2516;0.26;50.4475;50.447;150.955
2517;0.26;50.4675;50.467;151.015
2518;0.26;50.4875;50.487;151.075
2519;0.26;50.5075;50.507;151.135
2520;0.26;50.5275;50.528;151.195
2521;0.26;50.5475;50.548;151.255
2522;0.26;50.5687;50.569;151.315
2523;0.26;50.5887;50.589;151.375
2524;0.26;50.6087;50.609;151.435
2525;0.26;50.6287;50.629;151.495
2526;0.26;50.6488;50.649;151.555
2527;0.26;50.6688;50.669;151.615
2528;0.26;50.6887;50.689;151.675
2529;0.26;50.7087;50.709;151.735
2530;0.24;50.7287;50.729;151.795
2531;0.26;50.7487;50.749;151.855
2532;0.26;50.7687;50.769;151.915
2533;0.26;50.7887;50.789;151.975
2534;0.24;50.8088;50.809;152.035
2535;0.26;50.8288;50.829;152.095
2536;0.26;50.8487;50.849;152.155
2537;0.26;50.8687;50.869;152.215
2538;0.26;50.8887;50.889;152.275
2539;0.26;50.9087;50.909;152.335
2540;0.24;50.9275;50.927;152.395
2541;0.26;50.9475;50.947;152.455
2542;0.26;50.9688;50.969;152.515
2543;0.26;50.9888;50.989;152.575
2544;0.26;51.0087;51.009;152.635
2545;0.26;51.0287;51.029;152.695
2546;0.26;51.0487;51.049;152.755
2547;0.26;51.0687;51.069;152.815
2548;0.26;51.0887;51.089;152.875
2549;0.26;51.1087;51.109;152.935
2550;0.26;51.1287;51.129;152.995
2551;0.24;51.1488;51.149;153.055
2552;0.24;51.1688;51.169;153.115
2553;0.26;51.1887;51.189;153.175
2554;0.26;51.2087;51.209;153.235
2555;0.26;51.2287;51.229;153.295
2556;0.26;51.2487;51.249;153.355
2557;0.26;51.2687;51.269;153.415
2558;0.26;51.2887;51.289;153.475
2559;0.26;51.3088;51.309;153.535
2560;0.26;51.3288;51.329;153.595
2561;0.26;51.35;51.35;153.655
2562;0.26;51.3687;51.369;153.715
2563;0.26;51.39;51.39;153.775
2564;0.26;51.41;51.41;153.835
2565;0.26;51.43;51.43;153.895
2566;0.26;51.45;51.45;153.955
2567;0.26;51.47;51.47;154.015
2568;0.26;51.49;51.49;154.075
2569;0.26;51.51;51.51;154.135
2570;0.26;51.5287;51.529;154.195
2571;0.26;51.5487;51.549;154.255
2572;0.26;51.5687;51.569;154.315
2573;0.26;51.5887;51.589;154.375
2574;0.26;51.6087;51.609;154.435
2575;0.26;51.6287;51.629;154.495
2576;0.26;51.6488;51.649;154.555
2577;0.26;51.6687;51.669;154.615
2578;0.26;51.6887;51.689;154.675
2579;0.26;51.71;51.71;154.735
2580;0.26;51.73;51.73;154.795
2581;0.26;51.75;51.75;154.855
2582;0.26;51.77;51.77;154.915
2583;0.26;51.79;51.79;154.975
2584;0.26;51.81;51.81;155.035
2585;0.26;51.83;51.83;155.095
2586;0.26;51.85;51.85;155.155
2587;0.26;51.87;51.87;155.215
2588;0.26;51.89;51.89;155.275
2589;0.26;51.9087;51.909;155.335
2590;0.26;51.9287;51.929;155.395
2591;0.26;51.95;51.95;155.455
2592;0.24;51.97;51.97;155.515
2593;0.26;51.99;51.99;155.575
2594;0.26;52.01;52.01;155.635
2595;0.26;52.03;52.03;155.695
2596;0.26;52.05;52.05;155.755
2597;0.26;52.07;52.07;155.815
2598;0.26;52.09;52.09;155.875
2599;0.26;52.11;52.11;155.935
2600;0.26;52.13;52.13;155.995
2601;0.26;52.15;52.15;156.055
2602;0.26;52.1712;52.171;156.115
2603;0.26;52.1912;52.191;156.175
2604;0.26;52.2113;52.211;156.235
2605;0.24;52.2312;52.231;156.295
2606;0.26;52.2512;52.251;156.355
2607;0.26;52.2712;52.271;156.415
2608;0.26;52.2912;52.291;156.475
2609;0.26;52.3112;52.311;156.535
2610;0.26;52.3312;52.331;156.595
2611;0.26;52.3512;52.351;156.655
2612;0.26;52.3713;52.371;156.715
2613;0.26;52.3913;52.391;156.775
2614;0.26;52.4112;52.411;156.835
2615;0.26;52.4312;52.431;156.895
2616;0.26;52.4512;52.451;156.955
2617;0.26;52.4712;52.471;157.015
2618;0.26;52.4912;52.491;157.075
2619;0.26;52.5112;52.511;157.135
2620;0.26;52.5312;52.531;157.195
2621;0.26;52.5513;52.551;157.255
2622;0.26;52.5712;52.571;157.315
2623;0.26;52.5925;52.592;157.375
2624;0.26;52.6125;52.612;157.435
2625;0.26;52.6325;52.632;157.495
2626;0.26;52.6525;52.653;157.555
2627;0.26;52.6725;52.673;157.615
2628;0.26;52.6925;52.692;157.675
2629;0.26;52.7125;52.712;157.735
2630;0.26;52.7325;52.732;157.795
2631;0.26;52.7525;52.752;157.855
2632;0.26;52.7725;52.772;157.915
2633;0.26;52.7925;52.792;157.975
2634;0.26;52.8125;52.812;158.035
2635;0.26;52.8312;52.831;158.095
2636;0.26;52.8525;52.852;158.155
2637;0.26;52.8725;52.872;158.215
2638;0.26;52.8925;52.892;158.275
2639;0.26;52.9125;52.912;158.335
2640;0.26;52.9325;52.932;158.395
2641;0.26;52.9525;52.952;158.455
2642;0.26;52.9725;52.972;158.515
2643;0.26;52.9925;52.993;158.575
2644;0.26;53.0125;53.012;158.635
2645;0.26;53.0325;53.032;158.695
2646;0.26;53.0525;53.052;158.755
2647;0.26;53.0737;53.074;158.815
2648;0.26;53.0925;53.092;158.875
2649;0.26;53.1138;53.114;158.935
2650;0.26;53.1337;53.134;158.995
2651;0.26;53.1537;53.154;159.055
2652;0.26;53.1737;53.174;159.115
2653;0.26;53.1937;53.194;159.175
2654;0.26;53.2137;53.214;159.235
2655;0.26;53.2337;53.234;159.295
2656;0.26;53.2537;53.254;159.355
2657;0.26;53.2738;53.274;159.415
2658;0.26;53.2937;53.294;159.475
2659;0.26;53.3125;53.312;159.535
2660;0.26;53.3325;53.333;159.595
2661;0.26;53.3537;53.354;159.655
2662;0.26;53.3725;53.372;159.715
2663;0.26;53.3937;53.394;159.775
2664;0.26;53.4137;53.414;159.835
2665;0.26;53.4338;53.434;159.895
2666;0.26;53.4538;53.454;159.955
2667;0.26;53.4737;53.474;160.015
2668;0.26;53.4937;53.494;160.075
2669;0.26;53.5137;53.514;160.135
2670;0.26;53.5337;53.534;160.195
2671;0.26;53.5537;53.554;160.255
2672;0.26;53.5737;53.574;160.315
2673;0.26;53.5938;53.594;160.375
2674;0.26;53.6138;53.614;160.435
2675;0.26;53.6337;53.634;160.495
2676;0.26;53.6537;53.654;160.555
2677;0.26;53.675;53.675;160.615
2678;0.26;53.695;53.695;160.675
2679;0.26;53.715;53.715;160.735
2680;0.26;53.735;53.735;160.795
2681;0.26;53.755;53.755;160.855
2682;0.26;53.775;53.775;160.915
2683;0.26;53.795;53.795;160.975
2684;0.26;53.815;53.815;161.035
2685;0.26;53.835;53.835;161.095
2686;0.26;53.855;53.855;161.155
2687;0.26;53.875;53.875;161.215
2688;0.26;53.895;53.895;161.275
2689;0.26;53.915;53.915;161.335
2690;0.26;53.935;53.935;161.395
2691;0.26;53.9562;53.956;161.455
2692;0.26;53.975;53.975;161.515
2693;0.26;53.9963;53.996;161.575
2694;0.26;54.0163;54.016;161.635
2695;0.26;54.0362;54.036;161.695
2696;0.26;54.0562;54.056;161.755
2697;0.26;54.0762;54.076;161.815
2698;0.26;54.0962;54.096;161.875
2699;0.26;54.1162;54.116;161.935
2700;0.26;54.1362;54.136;161.995
2701;0.26;54.1562;54.156;162.055
2702;0.24;54.1763;54.176;162.115
2703;0.26;54.1962;54.196;162.175
2704;0.26;54.2162;54.216;162.235
