Order;Load(kN);Defor(mm);Stroke(mm);Time(s)
6829;0.3;136.9625;136.962;409.735
6830;0.3;136.9825;136.982;409.795
6831;0.3;137.0025;137.003;409.855
6832;0.3;137.0225;137.022;409.915
6833;0.3;137.0425;137.042;409.975
6834;0.3;137.0625;137.062;410.035
6835;0.3;137.0825;137.083;410.095
6836;0.3;137.1025;137.102;410.155
6837;0.3;137.1225;137.122;410.215
6838;0.3;137.1425;137.143;410.275
6839;0.3;137.1625;137.162;410.335
6840;0.3;137.1825;137.182;410.395
6841;0.3;137.2025;137.202;410.455
6842;0.3;137.2225;137.223;410.515
6843;0.3;137.2437;137.244;410.575
6844;0.3;137.2625;137.262;410.635
6845;0.3;137.2838;137.284;410.695
6846;0.3;137.3037;137.304;410.755
6847;0.3;137.3237;137.324;410.815
6848;0.3;137.3438;137.344;410.875
6849;0.3;137.3638;137.364;410.935
6850;0.3;137.3837;137.384;410.995
6851;0.3;137.4037;137.404;411.055
6852;0.3;137.4238;137.424;411.115
6853;0.3;137.4437;137.444;411.175
6854;0.3;137.4637;137.464;411.235
6855;0.3;137.4837;137.484;411.295
6856;0.3;137.505;137.505;411.355
6857;0.3;137.525;137.525;411.415
6858;0.3;137.5437;137.544;411.475
6859;0.3;137.5638;137.564;411.535
6860;0.3;137.5837;137.584;411.595
6861;0.3;137.605;137.605;411.655
6862;0.3;137.625;137.625;411.715
6863;0.3;137.645;137.645;411.775
6864;0.3;137.665;137.665;411.835
6865;0.3;137.685;137.685;411.895
6866;0.3;137.705;137.705;411.955
6867;0.3;137.725;137.725;412.015
6868;0.3;137.745;137.745;412.075
6869;0.3;137.765;137.765;412.135
6870;0.3;137.785;137.785;412.195
6871;0.3;137.805;137.805;412.255
6872;0.3;137.825;137.825;412.315
6873;0.3;137.845;137.845;412.375
6874;0.3;137.865;137.865;412.435
6875;0.3;137.885;137.885;412.495
6876;0.3;137.905;137.905;412.555
6877;0.3;137.925;137.925;412.615
6878;0.3;137.945;137.945;412.675
6879;0.3;137.9662;137.966;412.735
6880;0.3;137.9863;137.986;412.795
6881;0.3;138.0062;138.006;412.855
6882;0.3;138.0262;138.026;412.915
6883;0.3;138.0462;138.046;412.975
6884;0.3;138.0663;138.066;413.035
6885;0.3;138.0862;138.086;413.095
6886;0.3;138.1062;138.106;413.155
6887;0.3;138.1263;138.126;413.215
6888;0.3;138.1462;138.146;413.275
6889;0.3;138.1662;138.166;413.335
6890;0.3;138.1862;138.186;413.395
6891;0.3;138.2063;138.206;413.455
6892;0.3;138.2262;138.226;413.515
6893;0.3;138.2462;138.246;413.575
6894;0.3;138.2663;138.266;413.635
6895;0.3;138.2862;138.286;413.695
6896;0.3;138.305;138.305;413.755
6897;0.3;138.3262;138.326;413.815
6898;0.3;138.3463;138.346;413.875
6899;0.3;138.3662;138.366;413.935
6900;0.3;138.3862;138.386;413.995
6901;0.3;138.4062;138.406;414.055
6902;0.3;138.4263;138.426;414.115
6903;0.3;138.4462;138.446;414.175
6904;0.3;138.4662;138.466;414.235
6905;0.3;138.4863;138.486;414.295
6906;0.3;138.5062;138.506;414.355
6907;0.3;138.5262;138.526;414.415
6908;0.3;138.5462;138.546;414.475
6909;0.3;138.5663;138.566;414.535
6910;0.3;138.5862;138.586;414.595
6911;0.3;138.6062;138.606;414.655
6912;0.3;138.6263;138.626;414.715
6913;0.3;138.6475;138.647;414.775
6914;0.3;138.6662;138.666;414.835
6915;0.3;138.6862;138.686;414.895
6916;0.3;138.7063;138.706;414.955
6917;0.3;138.7262;138.726;415.015
6918;0.3;138.7475;138.747;415.075
6919;0.3;138.7663;138.766;415.135
6920;0.3;138.7875;138.787;415.195
6921;0.3;138.8075;138.807;415.255
6922;0.3;138.8275;138.827;415.315
6923;0.3;138.8475;138.848;415.375
6924;0.3;138.8675;138.867;415.435
6925;0.3;138.8875;138.887;415.495
6926;0.3;138.9075;138.908;415.555
6927;0.3;138.9275;138.927;415.615
6928;0.3;138.9475;138.947;415.675
6929;0.3;138.9675;138.967;415.735
6930;0.3;138.9875;138.988;415.795
6931;0.3;139.0075;139.007;415.855
6932;0.3;139.0275;139.027;415.915
6933;0.3;139.0462;139.046;415.975
6934;0.3;139.0675;139.067;416.035
6935;0.3;139.0862;139.086;416.095
6936;0.3;139.1075;139.107;416.155
6937;0.3;139.1275;139.128;416.215
6938;0.3;139.1475;139.147;416.275
6939;0.3;139.1675;139.167;416.335
6940;0.3;139.1875;139.188;416.395
6941;0.3;139.2075;139.208;416.455
6942;0.3;139.2275;139.227;416.515
6943;0.3;139.2475;139.247;416.575
6944;0.3;139.2675;139.268;416.635
6945;0.3;139.2887;139.289;416.695
6946;0.3;139.3087;139.309;416.755
6947;0.3;139.3288;139.329;416.815
6948;0.3;139.3487;139.349;416.875
6949;0.3;139.3687;139.369;416.935
6950;0.3;139.3887;139.389;416.995
6951;0.3;139.4088;139.409;417.055
6952;0.3;139.4287;139.429;417.115
6953;0.3;139.4487;139.449;417.175
6954;0.3;139.4688;139.469;417.235
6955;0.3;139.4888;139.489;417.295
6956;0.3;139.51;139.51;417.355
6957;0.3;139.5262;139.526;417.415
6958;0.3;139.5462;139.546;417.475
6959;0.3;139.5675;139.567;417.535
6960;0.3;139.5875;139.587;417.595
6961;0.3;139.6075;139.607;417.655
6962;0.3;139.6275;139.628;417.715
6963;0.3;139.6475;139.647;417.775
6964;0.3;139.6675;139.667;417.835
6965;0.3;139.6875;139.688;417.895
6966;0.3;139.7075;139.708;417.955
6967;0.3;139.7275;139.727;418.015
6968;0.3;139.7475;139.747;418.075
6969;0.3;139.7675;139.768;418.135
6970;0.3;139.7887;139.789;418.195
6971;0.3;139.8087;139.809;418.255
6972;0.3;139.8288;139.829;418.315
6973;0.3;139.8487;139.849;418.375
6974;0.3;139.8687;139.869;418.435
6975;0.3;139.8887;139.889;418.495
6976;0.3;139.9088;139.909;418.555
6977;0.3;139.9287;139.929;418.615
6978;0.3;139.9487;139.949;418.675
6979;0.3;139.9688;139.969;418.735
6980;0.3;139.9888;139.989;418.795
6981;0.3;140.0087;140.009;418.855
6982;0.3;140.0287;140.029;418.915
6983;0.3;140.0488;140.049;418.975
6984;0.3;140.0687;140.069;419.035
6985;0.3;140.09;140.09;419.095
6986;0.3;140.11;140.11;419.155
6987;0.3;140.13;140.13;419.215
6988;0.3;140.15;140.15;419.275
6989;0.3;140.17;140.17;419.335
6990;0.3;140.19;140.19;419.395
6991;0.3;140.21;140.21;419.455
6992;0.3;140.23;140.23;419.515
6993;0.3;140.25;140.25;419.575
6994;0.3;140.27;140.27;419.635
6995;0.3;140.2912;140.291;419.695
6996;0.3;140.3112;140.311;419.755
6997;0.3;140.3313;140.331;419.815
6998;0.3;140.3512;140.351;419.875
6999;0.3;140.3712;140.371;419.935
7000;0.3;140.3913;140.391;419.995
7001;0.3;140.4112;140.411;420.055
7002;0.3;140.4312;140.431;420.115
7003;0.3;140.4512;140.451;420.175
7004;0.3;140.4725;140.473;420.235
7005;0.3;140.4925;140.492;420.295
7006;0.3;140.5125;140.512;420.355
7007;0.3;140.5325;140.533;420.415
7008;0.3;140.5525;140.552;420.475
7009;0.3;140.5725;140.572;420.535
7010;0.3;140.5925;140.592;420.595
7011;0.3;140.6125;140.613;420.655
7012;0.3;140.6325;140.632;420.715
7013;0.3;140.6525;140.652;420.775
7014;0.3;140.6725;140.673;420.835
7015;0.3;140.6925;140.692;420.895
7016;0.3;140.7137;140.714;420.955
7017;0.3;140.7325;140.732;421.015
7018;0.3;140.7538;140.754;421.075
7019;0.3;140.7737;140.774;421.135
7020;0.3;140.7937;140.794;421.195
7021;0.3;140.8138;140.814;421.255
7022;0.3;140.8337;140.834;421.315
7023;0.3;140.8525;140.852;421.375
7024;0.3;140.8725;140.872;421.435
7025;0.3;140.8925;140.893;421.495
7026;0.3;140.9125;140.912;421.555
7027;0.3;140.9325;140.932;421.615
7028;0.3;140.9525;140.952;421.675
7029;0.3;140.9737;140.974;421.735
7030;0.3;140.9937;140.994;421.795
7031;0.3;141.0137;141.014;421.855
7032;0.3;141.0338;141.034;421.915
7033;0.3;141.0537;141.054;421.975
7034;0.3;141.0737;141.074;422.035
7035;0.3;141.0938;141.094;422.095
7036;0.3;141.1138;141.114;422.155
7037;0.3;141.1337;141.134;422.215
7038;0.3;141.1537;141.154;422.275
7039;0.3;141.1738;141.174;422.335
7040;0.3;141.1937;141.194;422.395
7041;0.3;141.2137;141.214;422.455
7042;0.3;141.2337;141.234;422.515
7043;0.3;141.255;141.255;422.575
7044;0.3;141.275;141.275;422.635
7045;0.3;141.295;141.295;422.695
7046;0.3;141.315;141.315;422.755
7047;0.3;141.3337;141.334;422.815
7048;0.3;141.3537;141.354;422.875
7049;0.3;141.3737;141.374;422.935
7050;0.3;141.395;141.395;422.995
7051;0.3;141.415;141.415;423.055
7052;0.3;141.435;141.435;423.115
7053;0.3;141.455;141.455;423.175
7054;0.3;141.475;141.475;423.235
7055;0.3;141.495;141.495;423.295
7056;0.3;141.515;141.515;423.355
7057;0.3;141.535;141.535;423.415
7058;0.3;141.555;141.555;423.475
7059;0.3;141.575;141.575;423.535
7060;0.3;141.595;141.595;423.595
7061;0.3;141.6162;141.616;423.655
7062;0.3;141.6362;141.636;423.715
7063;0.3;141.6562;141.656;423.775
7064;0.3;141.6763;141.676;423.835
7065;0.3;141.6962;141.696;423.895
7066;0.3;141.7162;141.716;423.955
7067;0.3;141.7363;141.736;424.015
7068;0.3;141.7562;141.756;424.075
7069;0.3;141.7762;141.776;424.135
7070;0.3;141.7962;141.796;424.195
7071;0.3;141.8163;141.816;424.255
7072;0.3;141.8362;141.836;424.315
7073;0.3;141.8562;141.856;424.375
7074;0.3;141.8763;141.876;424.435
7075;0.3;141.8962;141.896;424.495
7076;0.3;141.9162;141.916;424.555
7077;0.3;141.9362;141.936;424.615
7078;0.3;141.9563;141.956;424.675
7079;0.3;141.9762;141.976;424.735
7080;0.3;141.9962;141.996;424.795
7081;0.3;142.0175;142.018;424.855
7082;0.3;142.0362;142.036;424.915
7083;0.3;142.0562;142.056;424.975
7084;0.3;142.0762;142.076;425.035
7085;0.3;142.0963;142.096;425.095
7086;0.3;142.1175;142.117;425.155
7087;0.3;142.1375;142.137;425.215
7088;0.3;142.1575;142.158;425.275
7089;0.3;142.1775;142.177;425.335
7090;0.3;142.1975;142.197;425.395
7091;0.3;142.2175;142.217;425.455
7092;0.3;142.2375;142.238;425.515
7093;0.3;142.2575;142.257;425.575
7094;0.3;142.2762;142.276;425.635
7095;0.3;142.2962;142.296;425.695
7096;0.3;142.3163;142.316;425.755
7097;0.3;142.3375;142.337;425.815
7098;0.3;142.3562;142.356;425.875
7099;0.3;142.3763;142.376;425.935
7100;0.3;142.3962;142.396;425.995
7101;0.3;142.4175;142.417;426.055
7102;0.3;142.4375;142.438;426.115
7103;0.3;142.4575;142.458;426.175
7104;0.3;142.4775;142.477;426.235
7105;0.3;142.4975;142.497;426.295
7106;0.3;142.5175;142.518;426.355
7107;0.3;142.5375;142.537;426.415
7108;0.3;142.5575;142.557;426.475
7109;0.3;142.5775;142.577;426.535
7110;0.3;142.5975;142.598;426.595
7111;0.3;142.6175;142.617;426.655
7112;0.3;142.6375;142.637;426.715
7113;0.3;142.6575;142.658;426.775
7114;0.3;142.6775;142.677;426.835
7115;0.3;142.6975;142.697;426.895
7116;0.3;142.7175;142.717;426.955
7117;0.3;142.7375;142.738;427.015
7118;0.3;142.7587;142.759;427.075
7119;0.3;142.7775;142.777;427.135
7120;0.3;142.7988;142.799;427.195
7121;0.3;142.8187;142.819;427.255
7122;0.3;142.8387;142.839;427.315
7123;0.3;142.8587;142.859;427.375
7124;0.3;142.8788;142.879;427.435
7125;0.3;142.8987;142.899;427.495
7126;0.3;142.9187;142.919;427.555
7127;0.3;142.9388;142.939;427.615
7128;0.3;142.9587;142.959;427.675
7129;0.3;142.9775;142.977;427.735
7130;0.3;142.9975;142.997;427.795
7131;0.3;143.0175;143.018;427.855
7132;0.3;143.0375;143.037;427.915
7133;0.3;143.0575;143.057;427.975
7134;0.3;143.0775;143.077;428.035
7135;0.3;143.0975;143.098;428.095
7136;0.3;143.1175;143.117;428.155
7137;0.3;143.1375;143.137;428.215
7138;0.3;143.1575;143.158;428.275
7139;0.3;143.1775;143.177;428.335
7140;0.3;143.1975;143.197;428.395
7141;0.3;143.2175;143.217;428.455
7142;0.3;143.2375;143.238;428.515
7143;0.3;143.2575;143.257;428.575
7144;0.3;143.2775;143.277;428.635
7145;0.3;143.2975;143.298;428.695
7146;0.3;143.3175;143.317;428.755
7147;0.3;143.3375;143.337;428.815
7148;0.3;143.3575;143.357;428.875
7149;0.3;143.3775;143.378;428.935
7150;0.3;143.3975;143.397;428.995
7151;0.3;143.4187;143.419;429.055
7152;0.3;143.4388;143.439;429.115
7153;0.3;143.4587;143.459;429.175
7154;0.3;143.4787;143.479;429.235
7155;0.3;143.4987;143.499;429.295
7156;0.3;143.5188;143.519;429.355
7157;0.3;143.5387;143.539;429.415
7158;0.3;143.5587;143.559;429.475
7159;0.3;143.5788;143.579;429.535
7160;0.3;143.5987;143.599;429.595
7161;0.3;143.6187;143.619;429.655
7162;0.3;143.6387;143.639;429.715
7163;0.3;143.6588;143.659;429.775
7164;0.3;143.6787;143.679;429.835
7165;0.3;143.6987;143.699;429.895
7166;0.3;143.7188;143.719;429.955
7167;0.3;143.7388;143.739;430.015
7168;0.3;143.76;143.76;430.075
7169;0.3;143.78;143.78;430.135
7170;0.3;143.8;143.8;430.195
7171;0.3;143.82;143.82;430.255
7172;0.3;143.84;143.84;430.315
7173;0.3;143.86;143.86;430.375
7174;0.3;143.88;143.88;430.435
7175;0.3;143.9;143.9;430.495
7176;0.3;143.92;143.92;430.555
7177;0.3;143.94;143.94;430.615
7178;0.3;143.96;143.96;430.675
7179;0.3;143.98;143.98;430.735
7180;0.3;144;144;430.795
7181;0.3;144.02;144.02;430.855
7182;0.3;144.04;144.04;430.915
7183;0.3;144.06;144.06;430.975
7184;0.3;144.08;144.08;431.035
7185;0.3;144.1;144.1;431.095
7186;0.3;144.12;144.12;431.155
7187;0.3;144.14;144.14;431.215
7188;0.3;144.16;144.16;431.275
7189;0.3;144.18;144.18;431.335
7190;0.3;144.2;144.2;431.395
7191;0.3;144.22;144.22;431.455
7192;0.3;144.24;144.24;431.515
7193;0.3;144.26;144.26;431.575
7194;0.3;144.28;144.28;431.635
7195;0.3;144.3;144.3;431.695
7196;0.3;144.32;144.32;431.755
7197;0.3;144.3412;144.341;431.815
7198;0.3;144.3613;144.361;431.875
7199;0.3;144.38;144.38;431.935
7200;0.3;144.4012;144.401;431.995
7201;0.3;144.4212;144.421;432.055
7202;0.3;144.4413;144.441;432.115
7203;0.3;144.4612;144.461;432.175
7204;0.3;144.4812;144.481;432.235
7205;0.3;144.5013;144.501;432.295
7206;0.3;144.5212;144.521;432.355
7207;0.3;144.5412;144.541;432.415
7208;0.3;144.5612;144.561;432.475
7209;0.3;144.5825;144.583;432.535
7210;0.3;144.6025;144.602;432.595
7211;0.3;144.6225;144.622;432.655
7212;0.3;144.6425;144.643;432.715
7213;0.3;144.6625;144.662;432.775
7214;0.3;144.6825;144.682;432.835
7215;0.3;144.7025;144.702;432.895
7216;0.3;144.7225;144.723;432.955
7217;0.3;144.7425;144.742;433.015
7218;0.3;144.7625;144.762;433.075
7219;0.3;144.7825;144.783;433.135
7220;0.3;144.8025;144.802;433.195
7221;0.3;144.8225;144.822;433.255
7222;0.3;144.8438;144.844;433.315
7223;0.3;144.8638;144.864;433.375
7224;0.3;144.8837;144.884;433.435
7225;0.3;144.9037;144.904;433.495
7226;0.3;144.9225;144.923;433.555
7227;0.3;144.9437;144.944;433.615
7228;0.3;144.9637;144.964;433.675
7229;0.3;144.9837;144.984;433.735
7230;0.3;145.0038;145.004;433.795
7231;0.3;145.0237;145.024;433.855
7232;0.3;145.0437;145.044;433.915
7233;0.3;145.0638;145.064;433.975
7234;0.3;145.0837;145.084;434.035
7235;0.3;145.1037;145.104;434.095
7236;0.3;145.1237;145.124;434.155
7237;0.3;145.1438;145.144;434.215
7238;0.3;145.165;145.165;434.275
7239;0.3;145.185;145.185;434.335
7240;0.3;145.2038;145.204;434.395
7241;0.3;145.225;145.225;434.455
7242;0.3;145.2437;145.244;434.515
7243;0.3;145.265;145.265;434.575
7244;0.3;145.285;145.285;434.635
7245;0.3;145.305;145.305;434.695
7246;0.3;145.325;145.325;434.755
7247;0.3;145.345;145.345;434.815
7248;0.3;145.365;145.365;434.875
7249;0.3;145.385;145.385;434.935
7250;0.3;145.405;145.405;434.995
7251;0.3;145.425;145.425;435.055
7252;0.3;145.445;145.445;435.115
7253;0.3;145.465;145.465;435.175
7254;0.3;145.4863;145.486;435.235
7255;0.3;145.5062;145.506;435.295
7256;0.3;145.5262;145.526;435.355
7257;0.3;145.5462;145.546;435.415
7258;0.3;145.5663;145.566;435.475
7259;0.3;145.5862;145.586;435.535
7260;0.3;145.6062;145.606;435.595
7261;0.32;145.6263;145.626;435.655
7262;0.3;145.6462;145.646;435.715
7263;0.3;145.6662;145.666;435.775
7264;0.3;145.6875;145.688;435.835
7265;0.3;145.7075;145.708;435.895
7266;0.3;145.7275;145.727;435.955
7267;0.3;145.7475;145.747;436.015
7268;0.3;145.7675;145.768;436.075
7269;0.3;145.7875;145.787;436.135
7270;0.3;145.8075;145.807;436.195
7271;0.3;145.8275;145.827;436.255
7272;0.3;145.8475;145.848;436.315
7273;0.3;145.8675;145.867;436.375
7274;0.3;145.8875;145.887;436.435
7275;0.3;145.9075;145.908;436.495
7276;0.3;145.9275;145.927;436.555
7277;0.3;145.9475;145.947;436.615
7278;0.3;145.9675;145.967;436.675
7279;0.3;145.9888;145.989;436.735
7280;0.3;146.0075;146.007;436.795
7281;0.3;146.0275;146.027;436.855
7282;0.3;146.0475;146.048;436.915
7283;0.3;146.0675;146.067;436.975
7284;0.3;146.0887;146.089;437.035
7285;0.3;146.1087;146.109;437.095
7286;0.3;146.1288;146.129;437.155
7287;0.3;146.1487;146.149;437.215
7288;0.3;146.1687;146.169;437.275
7289;0.3;146.1888;146.189;437.335
7290;0.3;146.2087;146.209;437.395
7291;0.3;146.2287;146.229;437.455
7292;0.3;146.2487;146.249;437.515
7293;0.3;146.2688;146.269;437.575
7294;0.3;146.2887;146.289;437.635
7295;0.3;146.3087;146.309;437.695
7296;0.3;146.3288;146.329;437.755
7297;0.3;146.3487;146.349;437.815
7298;0.3;146.3687;146.369;437.875
7299;0.32;146.3887;146.389;437.935
7300;0.3;146.4088;146.409;437.995
7301;0.3;146.4287;146.429;438.055
7302;0.3;146.45;146.45;438.115
7303;0.32;146.47;146.47;438.175
7304;0.3;146.49;146.49;438.235
7305;0.3;146.51;146.51;438.295
7306;0.3;146.53;146.53;438.355
7307;0.3;146.55;146.55;438.415
7308;0.3;146.57;146.57;438.475
7309;0.3;146.59;146.59;438.535
7310;0.3;146.61;146.61;438.595
7311;0.3;146.63;146.63;438.655
7312;0.3;146.65;146.65;438.715
7313;0.3;146.67;146.67;438.775
7314;0.3;146.69;146.69;438.835
7315;0.3;146.71;146.71;438.895
7316;0.3;146.73;146.73;438.955
7317;0.3;146.75;146.75;439.015
7318;0.3;146.77;146.77;439.075
7319;0.3;146.79;146.79;439.135
7320;0.3;146.81;146.81;439.195
7321;0.3;146.83;146.83;439.255
7322;0.3;146.8512;146.851;439.315
7323;0.3;146.8712;146.871;439.375
7324;0.32;146.8913;146.891;439.435
7325;0.3;146.9112;146.911;439.495
7326;0.3;146.9312;146.931;439.555
7327;0.3;146.9512;146.951;439.615
7328;0.3;146.9713;146.971;439.675
7329;0.3;146.9912;146.991;439.735
7330;0.3;147.0112;147.011;439.795
7331;0.3;147.0312;147.031;439.855
7332;0.3;147.0513;147.051;439.915
7333;0.3;147.0712;147.071;439.975
7334;0.3;147.0912;147.091;440.035
7335;0.3;147.1113;147.111;440.095
7336;0.3;147.1312;147.131;440.155
7337;0.3;147.1512;147.151;440.215
7338;0.32;147.1712;147.171;440.275
7339;0.3;147.1913;147.191;440.335
7340;0.32;147.2112;147.211;440.395
7341;0.3;147.2312;147.231;440.455
7342;0.3;147.2513;147.251;440.515
7343;0.3;147.2712;147.271;440.575
7344;0.3;147.2912;147.291;440.635
7345;0.3;147.3112;147.311;440.695
7346;0.3;147.3313;147.331;440.755
7347;0.3;147.3525;147.352;440.815
7348;0.3;147.3725;147.372;440.875
7349;0.32;147.3913;147.391;440.935
7350;0.3;147.4125;147.412;440.995
7351;0.3;147.4312;147.431;441.055
7352;0.3;147.4525;147.452;441.115
7353;0.3;147.47;147.47;441.175
7354;0.3;147.4912;147.491;441.235
7355;0.3;147.5112;147.511;441.295
7356;0.3;147.5312;147.531;441.355
7357;0.32;147.55;147.55;441.415
7358;0.3;147.57;147.57;441.475
7359;0.3;147.5912;147.591;441.535
7360;0.3;147.6113;147.611;441.595
7361;0.32;147.6312;147.631;441.655
7362;0.3;147.6512;147.651;441.715
7363;0.32;147.6725;147.673;441.775
7364;0.32;147.6925;147.692;441.835
7365;0.32;147.7112;147.711;441.895
7366;0.32;147.7325;147.732;441.955
7367;0.32;147.7525;147.753;442.015
7368;0.3;147.7725;147.772;442.075
7369;0.3;147.7925;147.792;442.135
7370;0.32;147.8125;147.812;442.195
7371;0.3;147.8325;147.833;442.255
7372;0.32;147.8525;147.852;442.315
7373;0.3;147.8725;147.872;442.375
7374;0.32;147.8925;147.893;442.435
7375;0.32;147.9125;147.912;442.495
7376;0.3;147.9325;147.932;442.555
7377;0.32;147.9525;147.952;442.615
7378;0.32;147.9725;147.973;442.675
7379;0.32;147.9937;147.994;442.735
7380;0.32;148.0137;148.014;442.795
7381;0.32;148.0338;148.034;442.855
7382;0.3;148.0537;148.054;442.915
7383;0.32;148.0737;148.074;442.975
7384;0.32;148.0938;148.094;443.035
7385;0.32;148.1138;148.114;443.095
7386;0.32;148.1337;148.134;443.155
7387;0.3;148.1537;148.154;443.215
7388;0.32;148.1738;148.174;443.275
7389;0.32;148.1913;148.191;443.335
7390;0.3;148.2112;148.211;443.395
7391;0.3;148.2312;148.231;443.455
7392;0.32;148.2513;148.251;443.515
7393;0.32;148.2712;148.271;443.575
7394;0.32;148.2912;148.291;443.635
7395;0.32;148.3125;148.312;443.695
7396;0.32;148.3325;148.333;443.755
7397;0.32;148.3525;148.352;443.815
7398;0.32;148.3725;148.372;443.875
7399;0.32;148.3925;148.393;443.935
7400;0.3;148.4125;148.412;443.995
7401;0.3;148.4325;148.432;444.055
7402;0.32;148.4525;148.452;444.115
7403;0.32;148.4725;148.473;444.175
7404;0.32;148.4925;148.492;444.235
7405;0.32;148.5125;148.512;444.295
7406;0.32;148.5325;148.533;444.355
7407;0.32;148.5525;148.552;444.415
7408;0.32;148.5725;148.572;444.475
7409;0.32;148.5938;148.594;444.535
7410;0.32;148.6138;148.614;444.595
7411;0.32;148.6337;148.634;444.655
7412;0.32;148.6537;148.654;444.715
7413;0.32;148.6738;148.674;444.775
7414;0.32;148.6937;148.694;444.835
7415;0.32;148.7137;148.714;444.895
7416;0.32;148.7337;148.734;444.955
7417;0.32;148.7538;148.754;445.015
7418;0.32;148.7737;148.774;445.075
7419;0.32;148.7937;148.794;445.135
7420;0.32;148.815;148.815;445.195
7421;0.32;148.835;148.835;445.255
7422;0.32;148.855;148.855;445.315
7423;0.32;148.875;148.875;445.375
7424;0.32;148.895;148.895;445.435
7425;0.32;148.915;148.915;445.495
7426;0.32;148.935;148.935;445.555
7427;0.32;148.955;148.955;445.615
7428;0.32;148.975;148.975;445.675
7429;0.32;148.9962;148.996;445.735
7430;0.32;149.0163;149.016;445.795
7431;0.32;149.0362;149.036;445.855
7432;0.32;149.0562;149.056;445.915
7433;0.32;149.0762;149.076;445.975
7434;0.32;149.0963;149.096;446.035
7435;0.32;149.1162;149.116;446.095
7436;0.32;149.1362;149.136;446.155
7437;0.32;149.1562;149.156;446.215
7438;0.32;149.1763;149.176;446.275
7439;0.32;149.1962;149.196;446.335
7440;0.32;149.2162;149.216;446.395
7441;0.32;149.2363;149.236;446.455
7442;0.32;149.2562;149.256;446.515
7443;0.32;149.2775;149.277;446.575
7444;0.32;149.2975;149.298;446.635
7445;0.32;149.3175;149.317;446.695
7446;0.32;149.3375;149.337;446.755
7447;0.32;149.3575;149.357;446.815
7448;0.32;149.3775;149.378;446.875
7449;0.32;149.3975;149.397;446.935
7450;0.32;149.4175;149.417;446.995
7451;0.32;149.4375;149.438;447.055
7452;0.32;149.4575;149.458;447.115
7453;0.32;149.4775;149.477;447.175
7454;0.32;149.4987;149.499;447.235
7455;0.32;149.5188;149.519;447.295
7456;0.32;149.5387;149.539;447.355
7457;0.32;149.5587;149.559;447.415
7458;0.32;149.5788;149.579;447.475
7459;0.32;149.5987;149.599;447.535
7460;0.32;149.6187;149.619;447.595
7461;0.32;149.6387;149.639;447.655
7462;0.32;149.6588;149.659;447.715
7463;0.32;149.6787;149.679;447.775
7464;0.32;149.6987;149.699;447.835
7465;0.32;149.7188;149.719;447.895
7466;0.32;149.7388;149.739;447.955
7467;0.32;149.7587;149.759;448.015
7468;0.32;149.78;149.78;448.075
7469;0.32;149.8;149.8;448.135
7470;0.32;149.82;149.82;448.195
7471;0.32;149.84;149.84;448.255
7472;0.32;149.86;149.86;448.315
7473;0.32;149.88;149.88;448.375
7474;0.32;149.9;149.9;448.435
7475;0.32;149.92;149.92;448.495
7476;0.32;149.94;149.94;448.555
7477;0.32;149.96;149.96;448.615
7478;0.32;149.98;149.98;448.675
7479;0.32;150;150;448.735
7480;0.32;150.0188;150.019;448.795
7481;0.32;150.0387;150.039;448.855
7482;0.32;150.0587;150.059;448.915
7483;0.32;150.0788;150.079;448.975
7484;0.32;150.0987;150.099;449.035
7485;0.32;150.1187;150.119;449.095
7486;0.32;150.1387;150.139;449.155
7487;0.32;150.1588;150.159;449.215
7488;0.32;150.18;150.18;449.275
7489;0.32;150.2;150.2;449.335
7490;0.32;150.22;150.22;449.395
7491;0.32;150.24;150.24;449.455
7492;0.32;150.26;150.26;449.515
7493;0.32;150.28;150.28;449.575
7494;0.32;150.3;150.3;449.635
7495;0.32;150.32;150.32;449.695
7496;0.32;150.34;150.34;449.755
7497;0.32;150.36;150.36;449.815
7498;0.32;150.38;150.38;449.875
7499;0.32;150.4;150.4;449.935
7500;0.32;150.42;150.42;449.995
7501;0.32;150.44;150.44;450.055
7502;0.32;150.46;150.46;450.115
7503;0.32;150.48;150.48;450.175
7504;0.32;150.5;150.5;450.235
7505;0.32;150.52;150.52;450.295
7506;0.32;150.54;150.54;450.355
7507;0.32;150.56;150.56;450.415
7508;0.32;150.58;150.58;450.475
7509;0.32;150.6;150.6;450.535
7510;0.32;150.62;150.62;450.595
7511;0.32;150.64;150.64;450.655
7512;0.32;150.66;150.66;450.715
7513;0.32;150.68;150.68;450.775
7514;0.32;150.7;150.7;450.835
7515;0.32;150.72;150.72;450.895
7516;0.32;150.74;150.74;450.955
7517;0.32;150.76;150.76;451.015
7518;0.32;150.78;150.78;451.075
7519;0.32;150.8;150.8;451.135
7520;0.32;150.82;150.82;451.195
7521;0.32;150.84;150.84;451.255
7522;0.32;150.86;150.86;451.315
7523;0.32;150.88;150.88;451.375
7524;0.32;150.9;150.9;451.435
7525;0.32;150.92;150.92;451.495
7526;0.32;150.94;150.94;451.555
7527;0.32;150.96;150.96;451.615
7528;0.32;150.98;150.98;451.675
7529;0.32;151;151;451.735
7530;0.32;151.02;151.02;451.795
7531;0.32;151.04;151.04;451.855
7532;0.32;151.06;151.06;451.915
7533;0.32;151.08;151.08;451.975
7534;0.32;151.1;151.1;452.035
7535;0.32;151.12;151.12;452.095
7536;0.32;151.14;151.14;452.155
