index;Load(kN);Defor(mm);Stroke(mm);Time(s)
2279;46.32;6.1087;10.394;136.735
2280;46.3;6.1137;10.399;136.795
2281;46.26;6.1187;10.404;136.855
2282;46.24;6.1237;10.409;136.915
2283;46.22;6.1287;10.414;136.975
2284;46.2;6.1337;10.419;137.035
2285;46.16;6.1387;10.424;137.095
2286;46.14;6.1437;10.429;137.155
2287;46.1;6.1499;10.435;137.215
2288;46.08;6.1537;10.439;137.275
2289;46.04;6.1587;10.444;137.335
2290;46.02;6.1649;10.45;137.395
2291;46;6.1699;10.455;137.455
2292;45.96;6.1749;10.46;137.515
2293;45.94;6.1799;10.465;137.575
2294;45.9;6.1849;10.47;137.635
2295;45.88;6.1899;10.475;137.695
2296;45.84;6.1949;10.48;137.755
2297;45.82;6.1999;10.485;137.815
2298;45.78;6.2049;10.49;137.875
2299;45.76;6.2099;10.495;137.935
2300;45.74;6.2149;10.5;137.995
2301;45.7;6.2199;10.505;138.055
2302;45.68;6.2249;10.51;138.115
2303;45.64;6.2299;10.515;138.175
2304;45.62;6.2349;10.52;138.235
2305;45.58;6.2399;10.525;138.295
2306;45.56;6.2449;10.53;138.355
2307;45.52;6.2499;10.535;138.415
2308;45.5;6.2549;10.54;138.475
2309;45.46;6.2599;10.545;138.535
2310;45.44;6.2649;10.55;138.595
2311;45.42;6.2699;10.555;138.655
2312;45.38;6.2749;10.56;138.715
2313;45.34;6.2799;10.565;138.775
2314;45.32;6.2849;10.57;138.835
2315;45.3;6.2899;10.575;138.895
2316;45.28;6.2949;10.58;138.955
2317;45.24;6.2999;10.585;139.015
2318;45.22;6.3049;10.59;139.075
2319;45.18;6.3099;10.595;139.135
2320;45.16;6.3149;10.6;139.195
2321;45.12;6.3212;10.606;139.255
2322;45.1;6.3249;10.61;139.315
2323;45.06;6.3312;10.616;139.375
2324;45.04;6.3349;10.62;139.435
2325;45;6.3412;10.626;139.495
2326;44.96;6.3449;10.63;139.555
2327;44.94;6.3512;10.636;139.615
2328;44.92;6.3549;10.64;139.675
2329;44.88;6.3612;10.646;139.735
2330;44.86;6.3649;10.65;139.795
2331;44.82;6.3712;10.656;139.855
2332;44.8;6.3749;10.66;139.915
2333;44.76;6.3812;10.666;139.975
2334;44.74;6.3849;10.67;140.035
2335;44.7;6.3912;10.676;140.095
2336;44.68;6.3949;10.68;140.155
2337;44.64;6.4012;10.686;140.215
2338;44.62;6.4049;10.69;140.275
2339;44.58;6.4112;10.696;140.335
2340;44.54;6.4162;10.701;140.395
2341;44.52;6.4212;10.706;140.455
2342;44.48;6.4262;10.711;140.515
2343;44.46;6.4312;10.716;140.575
2344;44.42;6.4362;10.721;140.635
2345;44.4;6.4412;10.726;140.695
2346;44.36;6.4462;10.731;140.755
2347;44.34;6.4512;10.736;140.815
2348;44.3;6.4562;10.741;140.875
2349;44.26;6.4612;10.746;140.935
2350;44.24;6.4662;10.751;140.995
2351;44.2;6.4712;10.756;141.055
2352;44.18;6.4762;10.761;141.115
2353;44.14;6.4812;10.766;141.175
2354;44.1;6.4862;10.771;141.235
2355;44.08;6.4912;10.776;141.295
2356;44.04;6.4962;10.781;141.355
2357;44.02;6.5012;10.786;141.415
2358;43.98;6.5062;10.791;141.475
2359;43.96;6.5112;10.796;141.535
2360;43.92;6.5162;10.801;141.595
2361;43.88;6.5212;10.806;141.655
2362;43.86;6.5262;10.811;141.715
2363;43.82;6.5312;10.816;141.775
2364;43.78;6.5362;10.821;141.835
2365;43.76;6.5412;10.826;141.895
2366;43.72;6.5462;10.831;141.955
2367;43.68;6.5512;10.836;142.015
2368;43.66;6.5562;10.841;142.075
2369;43.62;6.5612;10.846;142.135
2370;43.6;6.5662;10.851;142.195
2371;43.56;6.5724;10.858;142.255
2372;43.52;6.5762;10.861;142.315
2373;43.48;6.5824;10.867;142.375
2374;43.46;6.5874;10.872;142.435
2375;43.42;6.5924;10.877;142.495
2376;43.4;6.5974;10.882;142.555
2377;43.36;6.6024;10.887;142.615
2378;43.32;6.6074;10.892;142.675
2379;43.28;6.6124;10.898;142.735
2380;43.26;6.6174;10.903;142.795
2381;43.22;6.6224;10.907;142.855
2382;43.18;6.6274;10.912;142.915
2383;43.16;6.6324;10.917;142.975
2384;43.12;6.6374;10.922;143.035
2385;43.1;6.6424;10.927;143.095
2386;43.06;6.6474;10.932;143.155
2387;43.02;6.6524;10.938;143.215
2388;43;6.6574;10.943;143.275
2389;42.96;6.6624;10.948;143.335
2390;42.92;6.6674;10.952;143.395
2391;42.88;6.6724;10.957;143.455
2392;42.86;6.6774;10.962;143.515
2393;42.82;6.6824;10.967;143.575
2394;42.78;6.6874;10.972;143.635
2395;42.74;6.6924;10.977;143.695
2396;42.7;6.6974;10.983;143.755
2397;42.68;6.7024;10.988;143.815
2398;42.64;6.7074;10.992;143.875
2399;42.62;6.7124;10.997;143.935
2400;42.58;6.7174;11.002;143.995
2401;42.54;6.7224;11.007;144.055
2402;42.5;6.7274;11.012;144.115
2403;42.46;6.7324;11.017;144.175
2404;42.44;6.7374;11.023;144.235
2405;42.4;6.7424;11.028;144.295
2406;42.36;6.7474;11.032;144.355
2407;42.32;6.7524;11.037;144.415
2408;42.3;6.7574;11.042;144.475
2409;42.26;6.7624;11.047;144.535
2410;42.22;6.7687;11.054;144.595
2411;42.18;6.7737;11.059;144.655
2412;42.14;6.7787;11.064;144.715
2413;42.12;6.7837;11.069;144.775
2414;42.08;6.7887;11.074;144.835
2415;42.04;6.7937;11.079;144.895
2416;42;6.7987;11.084;144.955
2417;41.96;6.8037;11.089;145.015
2418;41.94;6.8087;11.094;145.075
2419;41.9;6.8137;11.099;145.135
2420;41.86;6.8187;11.104;145.195
2421;41.82;6.8237;11.109;145.255
2422;41.8;6.8287;11.114;145.315
2423;41.76;6.8337;11.119;145.375
2424;41.72;6.8387;11.124;145.435
2425;41.68;6.8437;11.129;145.495
2426;41.64;6.8462;11.131;145.555
2427;41.6;6.8524;11.137;145.615
2428;41.56;6.8574;11.142;145.675
2429;41.54;6.8624;11.148;145.735
2430;41.5;6.8674;11.153;145.795
2431;41.46;6.8724;11.157;145.855
2432;41.44;6.8774;11.162;145.915
2433;41.4;6.8824;11.167;145.975
2434;41.36;6.8874;11.172;146.035
2435;41.32;6.8924;11.177;146.095
2436;41.28;6.8974;11.182;146.155
2437;41.24;6.9024;11.188;146.215
2438;41.2;6.9074;11.193;146.275
2439;41.16;6.9124;11.197;146.335
2440;41.12;6.9174;11.202;146.395
2441;41.1;6.9224;11.207;146.455
2442;41.04;6.9274;11.212;146.515
2443;41.02;6.9324;11.217;146.575
2444;40.98;6.9374;11.222;146.635
2445;40.94;6.9424;11.227;146.695
2446;40.9;6.9474;11.233;146.755
2447;40.86;6.9524;11.238;146.815
2448;40.82;6.9574;11.242;146.875
2449;40.78;6.9624;11.247;146.935
2450;40.74;6.9674;11.252;146.995
2451;40.7;6.9724;11.257;147.055
2452;40.66;6.9774;11.262;147.115
2453;40.62;6.9824;11.267;147.175
2454;40.58;6.9874;11.273;147.235
2455;40.54;6.9924;11.278;147.295
2456;40.52;6.9974;11.282;147.355
2457;40.48;7.0024;11.287;147.415
2458;40.44;7.0074;11.292;147.475
2459;40.4;7.0124;11.297;147.535
2460;40.34;7.0174;11.302;147.595
2461;40.32;7.0224;11.307;147.655
2462;40.28;7.0274;11.312;147.715
2463;40.24;7.0337;11.319;147.775
2464;40.2;7.0374;11.322;147.835
2465;40.16;7.0437;11.329;147.895
2466;40.12;7.0487;11.334;147.955
2467;40.08;7.0537;11.339;148.015
2468;40.04;7.0587;11.344;148.075
2469;40;7.0637;11.349;148.135
2470;39.96;7.0687;11.354;148.195
2471;39.92;7.0737;11.359;148.255
2472;39.88;7.0787;11.364;148.315
2473;39.84;7.0837;11.369;148.375
2474;39.8;7.0887;11.374;148.435
2475;39.76;7.0937;11.379;148.495
2476;39.72;7.0987;11.384;148.555
2477;39.68;7.1037;11.389;148.615
2478;39.64;7.1087;11.394;148.675
2479;39.6;7.1137;11.399;148.735
2480;39.56;7.1187;11.404;148.795
2481;39.5;7.1237;11.409;148.855
2482;39.48;7.1287;11.414;148.915
2483;39.44;7.1337;11.419;148.975
2484;39.38;7.1387;11.424;149.035
2485;39.34;7.1437;11.429;149.095
2486;39.3;7.1487;11.434;149.155
2487;39.26;7.1537;11.439;149.215
2488;39.22;7.1587;11.444;149.275
2489;39.18;7.1637;11.449;149.335
2490;39.14;7.1687;11.454;149.395
2491;39.1;7.1737;11.459;149.455
2492;39.04;7.1787;11.464;149.515
2493;39;7.1837;11.469;149.575
2494;38.96;7.1887;11.474;149.635
2495;38.92;7.1937;11.479;149.695
2496;38.88;7.1987;11.484;149.755
2497;38.84;7.2037;11.489;149.815
2498;38.8;7.2087;11.494;149.875
2499;38.76;7.2137;11.499;149.935
2500;38.72;7.2187;11.504;149.995
2501;38.66;7.2237;11.509;150.055
2502;38.62;7.2287;11.514;150.115
2503;38.58;7.2337;11.519;150.175
2504;38.54;7.2387;11.524;150.235
2505;38.48;7.2437;11.529;150.295
2506;38.44;7.2487;11.534;150.355
2507;38.4;7.2537;11.539;150.415
2508;38.36;7.2587;11.544;150.475
2509;38.3;7.2637;11.549;150.535
2510;38.26;7.2687;11.554;150.595
2511;38.22;7.2737;11.559;150.655
2512;38.18;7.2799;11.565;150.715
2513;38.14;7.2849;11.57;150.775
2514;38.08;7.2887;11.574;150.835
2515;38.04;7.2949;11.58;150.895
2516;38;7.2987;11.584;150.955
2517;37.96;7.3049;11.59;151.015
2518;37.9;7.3099;11.595;151.075
2519;37.86;7.3149;11.6;151.135
2520;37.82;7.3199;11.605;151.195
2521;37.76;7.3249;11.61;151.255
2522;37.72;7.3299;11.615;151.315
2523;37.68;7.3337;11.619;151.375
2524;37.64;7.3399;11.625;151.435
2525;37.58;7.3449;11.63;151.495
2526;37.54;7.3499;11.635;151.555
2527;37.5;7.3549;11.64;151.615
2528;37.44;7.3599;11.645;151.675
2529;37.4;7.3649;11.65;151.735
2530;37.36;7.3699;11.655;151.795
2531;37.32;7.3749;11.66;151.855
2532;37.26;7.3799;11.665;151.915
2533;37.22;7.3849;11.67;151.975
2534;37.16;7.3899;11.675;152.035
2535;37.12;7.3949;11.68;152.095
2536;37.08;7.3999;11.685;152.155
2537;37.02;7.4049;11.69;152.215
2538;36.98;7.4099;11.695;152.275
2539;36.92;7.4149;11.7;152.335
2540;36.88;7.4199;11.705;152.395
2541;36.84;7.4249;11.71;152.455
2542;36.78;7.4299;11.715;152.515
2543;36.74;7.4349;11.72;152.575
2544;36.68;7.4399;11.725;152.635
2545;36.64;7.4449;11.73;152.695
2546;36.58;7.4499;11.735;152.755
2547;36.54;7.4549;11.74;152.815
2548;36.48;7.4599;11.745;152.875
2549;36.44;7.4649;11.75;152.935
2550;36.38;7.4699;11.755;152.995
2551;36.34;7.4749;11.76;153.055
2552;36.28;7.4799;11.765;153.115
2553;36.24;7.4849;11.77;153.175
2554;36.18;7.4899;11.775;153.235
2555;36.14;7.4949;11.78;153.295
2556;36.1;7.5012;11.786;153.355
2557;36.04;7.5049;11.79;153.415
2558;36;7.5112;11.796;153.475
2559;35.94;7.5149;11.8;153.535
2560;35.9;7.5212;11.806;153.595
2561;35.84;7.5249;11.81;153.655
2562;35.8;7.5312;11.816;153.715
2563;35.74;7.5349;11.82;153.775
2564;35.68;7.5412;11.826;153.835
2565;35.64;7.5449;11.83;153.895
2566;35.58;7.5512;11.836;153.955
2567;35.54;7.5562;11.841;154.015
2568;35.48;7.5612;11.846;154.075
2569;35.44;7.5662;11.851;154.135
2570;35.38;7.5712;11.856;154.195
2571;35.32;7.5762;11.861;154.255
2572;35.28;7.5812;11.866;154.315
2573;35.22;7.5862;11.871;154.375
2574;35.18;7.5912;11.876;154.435
2575;35.12;7.5962;11.881;154.495
2576;35.06;7.6012;11.886;154.555
2577;35.02;7.6062;11.891;154.615
2578;34.96;7.6112;11.896;154.675
2579;34.9;7.6162;11.901;154.735
2580;34.86;7.6212;11.906;154.795
2581;34.8;7.6262;11.911;154.855
2582;34.74;7.6312;11.916;154.915
2583;34.7;7.6362;11.921;154.975
2584;34.64;7.6412;11.926;155.035
2585;34.58;7.6462;11.931;155.095
2586;34.52;7.6512;11.936;155.155
2587;34.48;7.6562;11.941;155.215
2588;34.42;7.6612;11.946;155.275
2589;34.36;7.6662;11.951;155.335
2590;34.3;7.6712;11.956;155.395
2591;34.26;7.6762;11.961;155.455
2592;34.2;7.6812;11.966;155.515
2593;34.14;7.6862;11.971;155.575
2594;30.66;7.7087;11.994;155.635
2595;0.82;7.7099;11.995;155.695
2596;0.02;7.7037;11.989;155.755
2597;0;7.7087;11.994;155.815
2598;0;7.7112;11.996;155.875
2599;0;7.7162;12.001;155.935
2600;0;7.7212;12.006;155.995
2601;0;7.7262;12.011;156.055
2602;0;7.7312;12.016;156.115
2603;0;7.7362;12.021;156.175
2604;0.02;7.7412;12.026;156.235
2605;0.02;7.7462;12.031;156.295
2606;0.02;7.7512;12.036;156.355
2607;0.02;7.7562;12.041;156.415
2608;0;7.7612;12.046;156.475
2609;0.02;7.7662;12.051;156.535
2610;0.02;7.7712;12.056;156.595
2611;0.02;7.7762;12.061;156.655
2612;0.02;7.7812;12.066;156.715
2613;0.02;7.7862;12.071;156.775
2614;0.02;7.7912;12.076;156.835
2615;0.02;7.7962;12.081;156.895
2616;0.02;7.8012;12.086;156.955
2617;0.02;7.8062;12.091;157.015
2618;0.02;7.8112;12.096;157.075
2619;0.02;7.8162;12.101;157.135
2620;0.02;7.8212;12.106;157.195
2621;0.02;7.8262;12.111;157.255
2622;0.02;7.8312;12.116;157.315
2623;0.02;7.8362;12.121;157.375
2624;0.02;7.8412;12.126;157.435
2625;0.02;7.8462;12.131;157.495
2626;0.02;7.8512;12.136;157.555
2627;0;7.8562;12.141;157.615
2628;0.02;7.8599;12.145;157.675
2629;0.02;7.8662;12.151;157.735
2630;0.02;7.8699;12.155;157.795
2631;0.02;7.8749;12.16;157.855
2632;0.02;7.8799;12.165;157.915
2633;0.02;7.8849;12.17;157.975
2634;0;7.8899;12.175;158.035
2635;0.02;7.8949;12.18;158.095
2636;0.02;7.8999;12.185;158.155
2637;0.02;7.9049;12.19;158.215
2638;0.02;7.9099;12.195;158.275
2639;0.02;7.9149;12.2;158.335
2640;0;7.9199;12.205;158.395
2641;0.02;7.9249;12.21;158.455
2642;0.02;7.9299;12.215;158.515
2643;0;7.9362;12.221;158.575
2644;0;7.9399;12.225;158.635
2645;0;7.9462;12.231;158.695
2646;0;7.9499;12.235;158.755
