index;Load(kN);Defor(mm);Stroke(mm);Time(s)
1580;51.82;2.6024;6.887;94.795
1581;51.82;2.6074;6.892;94.855
1582;51.82;2.6124;6.898;94.915
1583;51.84;2.6174;6.902;94.975
1584;51.84;2.6224;6.907;95.035
1585;51.84;2.6274;6.912;95.095
1586;51.86;2.6324;6.918;95.155
1587;51.86;2.6374;6.922;95.215
1588;51.86;2.6424;6.927;95.275
1589;51.88;2.6474;6.932;95.335
1590;51.88;2.6524;6.938;95.395
1591;51.9;2.6574;6.942;95.455
1592;51.9;2.6624;6.947;95.515
1593;51.9;2.6674;6.952;95.575
1594;51.92;2.6724;6.957;95.635
1595;51.92;2.6774;6.962;95.695
1596;51.92;2.6824;6.967;95.755
1597;51.92;2.6874;6.972;95.815
1598;51.94;2.6924;6.977;95.875
1599;51.94;2.6974;6.983;95.935
1600;51.94;2.7024;6.987;95.995
1601;51.96;2.7074;6.992;96.055
1602;51.96;2.7124;6.997;96.115
1603;51.96;2.7174;7.003;96.175
1604;51.96;2.7224;7.007;96.235
1605;51.98;2.7274;7.012;96.295
1606;51.98;2.7324;7.017;96.355
1607;51.98;2.7374;7.023;96.415
1608;51.98;2.7424;7.027;96.475
1609;52;2.7474;7.032;96.535
1610;52;2.7524;7.037;96.595
1611;52;2.7574;7.043;96.655
1612;52.02;2.7624;7.047;96.715
1613;52.02;2.7674;7.052;96.775
1614;52.02;2.7724;7.057;96.835
1615;52.04;2.7774;7.062;96.895
1616;52.04;2.7824;7.067;96.955
1617;52.04;2.7874;7.072;97.015
1618;52.06;2.7924;7.077;97.075
1619;52.06;2.7974;7.082;97.135
1620;52.06;2.8024;7.087;97.195
1621;52.06;2.8074;7.092;97.255
1622;52.08;2.8124;7.097;97.315
1623;52.08;2.8174;7.102;97.375
1624;52.08;2.8224;7.108;97.435
1625;52.08;2.8274;7.112;97.495
1626;52.1;2.8324;7.117;97.555
1627;52.1;2.8374;7.122;97.615
1628;52.1;2.8424;7.128;97.675
1629;52.12;2.8474;7.132;97.735
1630;52.12;2.8524;7.137;97.795
1631;52.12;2.8574;7.142;97.855
1632;52.12;2.8624;7.148;97.915
1633;52.12;2.8674;7.152;97.975
1634;52.14;2.8724;7.157;98.035
1635;52.14;2.8774;7.162;98.095
1636;52.14;2.8824;7.168;98.155
1637;52.16;2.8874;7.172;98.215
1638;52.16;2.8924;7.177;98.275
1639;52.16;2.8974;7.182;98.335
1640;52.16;2.9024;7.188;98.395
1641;52.18;2.9074;7.192;98.455
1642;52.18;2.9124;7.197;98.515
1643;52.18;2.9174;7.202;98.575
1644;52.2;2.9224;7.207;98.635
1645;52.2;2.9274;7.212;98.695
1646;52.2;2.9324;7.217;98.755
1647;52.2;2.9374;7.222;98.815
1648;52.2;2.9424;7.227;98.875
1649;52.22;2.9474;7.233;98.935
1650;52.22;2.9524;7.237;98.995
1651;52.22;2.9574;7.242;99.055
1652;52.22;2.9624;7.247;99.115
1653;52.24;2.9674;7.253;99.175
1654;52.24;2.9724;7.257;99.235
1655;52.24;2.9774;7.262;99.295
1656;52.24;2.9824;7.267;99.355
1657;52.26;2.9874;7.273;99.415
1658;52.26;2.9924;7.277;99.475
1659;52.26;2.9974;7.282;99.535
1660;52.28;3.0024;7.287;99.595
1661;52.28;3.0074;7.293;99.655
1662;52.28;3.0124;7.297;99.715
1663;52.28;3.0174;7.302;99.775
1664;52.28;3.0224;7.307;99.835
1665;52.3;3.0287;7.314;99.895
1666;52.3;3.0337;7.319;99.955
1667;52.3;3.0387;7.324;100.015
1668;52.3;3.0437;7.329;100.075
1669;52.32;3.0487;7.334;100.135
1670;52.32;3.0537;7.339;100.195
1671;52.32;3.0587;7.344;100.255
1672;52.32;3.0637;7.349;100.315
1673;52.32;3.0687;7.354;100.375
1674;52.34;3.0737;7.359;100.435
1675;52.34;3.0787;7.364;100.495
1676;52.34;3.0837;7.369;100.555
1677;52.34;3.0887;7.374;100.615
1678;52.34;3.0937;7.379;100.675
1679;52.36;3.0974;7.382;100.735
1680;52.36;3.1024;7.387;100.795
1681;52.36;3.1074;7.392;100.855
1682;52.36;3.1124;7.398;100.915
1683;52.38;3.1174;7.402;100.975
1684;52.38;3.1224;7.407;101.035
1685;52.38;3.1274;7.412;101.095
1686;52.38;3.1324;7.418;101.155
1687;52.38;3.1374;7.422;101.215
1688;52.4;3.1424;7.427;101.275
1689;52.4;3.1474;7.432;101.335
1690;52.4;3.1524;7.438;101.395
1691;52.42;3.1574;7.442;101.455
1692;52.42;3.1624;7.447;101.515
1693;52.42;3.1674;7.452;101.575
1694;52.42;3.1737;7.459;101.635
1695;52.42;3.1787;7.464;101.695
1696;52.44;3.1837;7.469;101.755
1697;52.44;3.1887;7.474;101.815
1698;52.44;3.1937;7.479;101.875
1699;52.44;3.1987;7.484;101.935
1700;52.44;3.2037;7.489;101.995
1701;52.44;3.2087;7.494;102.055
1702;52.46;3.2137;7.499;102.115
1703;52.46;3.2187;7.504;102.175
1704;52.46;3.2237;7.509;102.235
1705;52.46;3.2287;7.514;102.295
1706;52.46;3.2337;7.519;102.355
1707;52.48;3.2387;7.524;102.415
1708;52.48;3.2437;7.529;102.475
1709;52.48;3.2487;7.534;102.535
1710;52.48;3.2537;7.539;102.595
1711;52.48;3.2587;7.544;102.655
1712;52.5;3.2637;7.549;102.715
1713;52.5;3.2687;7.554;102.775
1714;52.5;3.2737;7.559;102.835
1715;52.5;3.2787;7.564;102.895
1716;52.5;3.2837;7.569;102.955
1717;52.5;3.2887;7.574;103.015
1718;52.52;3.2937;7.579;103.075
1719;52.52;3.2987;7.584;103.135
1720;52.52;3.3037;7.589;103.195
1721;52.52;3.3087;7.594;103.255
1722;52.52;3.3137;7.599;103.315
1723;52.52;3.3187;7.604;103.375
1724;52.54;3.3237;7.609;103.435
1725;52.54;3.3287;7.614;103.495
1726;52.54;3.3337;7.619;103.555
1727;52.54;3.3387;7.624;103.615
1728;52.54;3.3437;7.629;103.675
1729;52.54;3.3487;7.634;103.735
1730;52.56;3.3537;7.639;103.795
1731;52.56;3.3587;7.644;103.855
1732;52.56;3.3637;7.649;103.915
1733;52.56;3.3687;7.654;103.975
1734;52.56;3.3737;7.659;104.035
1735;52.56;3.3787;7.664;104.095
1736;52.58;3.3837;7.669;104.155
1737;52.58;3.3887;7.674;104.215
1738;52.58;3.3937;7.679;104.275
1739;52.58;3.3987;7.684;104.335
1740;52.58;3.4037;7.689;104.395
1741;52.58;3.4087;7.694;104.455
1742;52.58;3.4137;7.699;104.515
1743;52.6;3.4187;7.704;104.575
1744;52.6;3.4237;7.709;104.635
1745;52.6;3.4287;7.714;104.695
1746;52.6;3.4337;7.719;104.755
1747;52.6;3.4387;7.724;104.815
1748;52.6;3.4437;7.729;104.875
1749;52.62;3.4487;7.734;104.935
1750;52.62;3.4537;7.739;104.995
1751;52.62;3.4587;7.744;105.055
1752;52.62;3.4637;7.749;105.115
1753;52.62;3.4687;7.754;105.175
1754;52.62;3.4737;7.759;105.235
1755;52.62;3.4787;7.764;105.295
1756;52.64;3.4837;7.769;105.355
1757;52.64;3.4887;7.774;105.415
1758;52.64;3.4937;7.779;105.475
1759;52.64;3.4987;7.784;105.535
1760;52.64;3.5037;7.789;105.595
1761;52.64;3.5087;7.794;105.655
1762;52.64;3.5137;7.799;105.715
1763;52.64;3.5187;7.804;105.775
1764;52.66;3.5237;7.809;105.835
1765;52.66;3.5287;7.814;105.895
1766;52.66;3.5337;7.819;105.955
1767;52.66;3.5387;7.824;106.015
1768;52.66;3.5437;7.829;106.075
1769;52.66;3.5487;7.834;106.135
1770;52.66;3.5537;7.839;106.195
1771;52.66;3.5587;7.844;106.255
1772;52.68;3.5637;7.849;106.315
1773;52.68;3.5699;7.855;106.375
1774;52.68;3.5749;7.86;106.435
1775;52.68;3.5799;7.865;106.495
1776;52.68;3.5849;7.87;106.555
1777;52.68;3.5899;7.875;106.615
1778;52.68;3.5949;7.88;106.675
1779;52.68;3.5999;7.885;106.735
1780;52.68;3.6049;7.89;106.795
1781;52.68;3.6099;7.895;106.855
1782;52.68;3.6149;7.9;106.915
1783;52.68;3.6199;7.905;106.975
1784;52.68;3.6249;7.91;107.035
1785;52.7;3.6299;7.915;107.095
1786;52.7;3.6349;7.92;107.155
1787;52.7;3.6399;7.925;107.215
1788;52.7;3.6449;7.93;107.275
1789;52.7;3.6499;7.935;107.335
1790;52.7;3.6549;7.94;107.395
1791;52.7;3.6599;7.945;107.455
1792;52.7;3.6649;7.95;107.515
1793;52.72;3.6699;7.955;107.575
1794;52.72;3.6749;7.96;107.635
1795;52.72;3.6799;7.965;107.695
1796;52.72;3.6849;7.97;107.755
1797;52.72;3.6899;7.975;107.815
1798;52.72;3.6949;7.98;107.875
1799;52.72;3.6999;7.985;107.935
1800;52.72;3.7049;7.99;107.995
1801;52.72;3.7099;7.995;108.055
1802;52.72;3.7149;8;108.115
1803;52.72;3.7199;8.005;108.175
1804;52.74;3.7249;8.01;108.235
1805;52.72;3.7299;8.015;108.295
1806;52.74;3.7349;8.02;108.355
1807;52.72;3.7399;8.025;108.415
1808;52.74;3.7449;8.03;108.475
1809;52.74;3.7499;8.035;108.535
1810;52.74;3.7549;8.04;108.595
1811;52.74;3.7599;8.045;108.655
1812;52.74;3.7649;8.05;108.715
1813;52.74;3.7699;8.055;108.775
1814;52.74;3.7749;8.06;108.835
1815;52.74;3.7799;8.065;108.895
1816;52.74;3.7849;8.07;108.955
1817;52.74;3.7899;8.075;109.015
1818;52.74;3.7949;8.08;109.075
1819;52.74;3.7999;8.085;109.135
1820;52.74;3.8049;8.09;109.195
1821;52.74;3.8099;8.095;109.255
1822;52.76;3.8149;8.1;109.315
1823;52.76;3.8199;8.105;109.375
1824;52.76;3.8249;8.11;109.435
1825;52.76;3.8299;8.115;109.495
1826;52.76;3.8349;8.12;109.555
1827;52.76;3.8399;8.125;109.615
1828;52.76;3.8449;8.13;109.675
1829;52.76;3.8499;8.135;109.735
1830;52.76;3.8549;8.14;109.795
1831;52.76;3.8599;8.145;109.855
1832;52.76;3.8649;8.15;109.915
1833;52.76;3.8699;8.155;109.975
1834;52.76;3.8749;8.16;110.035
1835;52.76;3.8812;8.166;110.095
1836;52.76;3.8849;8.17;110.155
1837;52.76;3.8912;8.176;110.215
1838;52.76;3.8949;8.18;110.275
1839;52.76;3.9012;8.186;110.335
1840;52.76;3.9049;8.19;110.395
1841;52.76;3.9112;8.196;110.455
1842;52.78;3.9162;8.201;110.515
1843;52.78;3.9212;8.206;110.575
1844;52.76;3.9262;8.211;110.635
1845;52.78;3.9312;8.216;110.695
1846;52.78;3.9362;8.221;110.755
1847;52.76;3.9412;8.226;110.815
1848;52.76;3.9449;8.23;110.875
1849;52.76;3.9512;8.236;110.935
1850;52.76;3.9549;8.24;110.995
1851;52.76;3.9612;8.246;111.055
1852;52.76;3.9649;8.25;111.115
1853;52.76;3.9712;8.256;111.175
1854;52.76;3.9749;8.26;111.235
1855;52.76;3.9799;8.265;111.295
1856;52.76;3.9849;8.27;111.355
1857;52.76;3.9912;8.276;111.415
1858;52.76;3.9949;8.28;111.475
1859;52.76;4.0012;8.286;111.535
1860;52.78;4.0049;8.29;111.595
1861;52.78;4.0112;8.296;111.655
1862;52.78;4.0149;8.3;111.715
1863;52.78;4.0212;8.306;111.775
1864;52.78;4.0249;8.31;111.835
1865;52.78;4.0312;8.316;111.895
1866;52.78;4.0349;8.32;111.955
1867;52.78;4.0412;8.326;112.015
1868;52.78;4.0449;8.33;112.075
1869;52.78;4.0512;8.336;112.135
1870;52.78;4.0562;8.341;112.195
1871;52.78;4.0612;8.346;112.255
1872;52.76;4.0649;8.35;112.315
1873;52.78;4.0712;8.356;112.375
1874;52.78;4.0749;8.36;112.435
1875;52.78;4.0812;8.366;112.495
1876;52.78;4.0862;8.371;112.555
1877;52.78;4.0912;8.376;112.615
1878;52.78;4.0962;8.381;112.675
1879;52.76;4.1012;8.386;112.735
1880;52.76;4.1062;8.391;112.795
1881;52.76;4.1112;8.396;112.855
1882;52.76;4.1162;8.401;112.915
1883;52.76;4.1212;8.406;112.975
1884;52.76;4.1262;8.411;113.035
1885;52.76;4.1312;8.416;113.095
1886;52.76;4.1362;8.421;113.155
1887;52.76;4.1412;8.426;113.215
1888;52.76;4.1462;8.431;113.275
1889;52.76;4.1512;8.436;113.335
1890;52.76;4.1562;8.441;113.395
1891;52.76;4.1612;8.446;113.455
1892;52.76;4.1662;8.451;113.515
1893;52.76;4.1712;8.456;113.575
1894;52.76;4.1762;8.461;113.635
1895;52.76;4.1812;8.466;113.695
1896;52.76;4.1862;8.471;113.755
1897;52.76;4.1912;8.476;113.815
1898;52.76;4.1962;8.481;113.875
1899;52.76;4.2012;8.486;113.935
1900;52.76;4.2062;8.491;113.995
1901;52.76;4.2112;8.496;114.055
1902;52.76;4.2162;8.501;114.115
1903;52.76;4.2212;8.506;114.175
1904;52.74;4.2262;8.511;114.235
1905;52.74;4.2312;8.516;114.295
1906;52.74;4.2362;8.521;114.355
1907;52.74;4.2412;8.526;114.415
1908;52.74;4.2462;8.531;114.475
1909;52.74;4.2512;8.536;114.535
1910;52.74;4.2562;8.541;114.595
1911;52.74;4.2612;8.546;114.655
1912;52.74;4.2662;8.551;114.715
1913;52.74;4.2712;8.556;114.775
1914;52.74;4.2762;8.561;114.835
1915;52.74;4.2812;8.566;114.895
1916;52.72;4.2862;8.571;114.955
1917;52.72;4.2912;8.576;115.015
1918;52.74;4.2962;8.581;115.075
1919;52.72;4.3012;8.586;115.135
1920;52.72;4.3062;8.591;115.195
1921;52.72;4.3112;8.596;115.255
1922;52.72;4.3162;8.601;115.315
1923;52.72;4.3212;8.606;115.375
1924;52.72;4.3262;8.611;115.435
1925;52.72;4.3312;8.616;115.495
1926;52.7;4.3362;8.621;115.555
1927;52.7;4.3412;8.626;115.615
1928;52.7;4.3462;8.631;115.675
1929;52.7;4.3512;8.636;115.735
1930;52.7;4.3562;8.641;115.795
1931;52.7;4.3612;8.646;115.855
1932;52.7;4.3662;8.651;115.915
1933;52.7;4.3712;8.656;115.975
1934;52.7;4.3762;8.661;116.035
1935;52.68;4.3812;8.666;116.095
1936;52.68;4.3862;8.671;116.155
1937;52.68;4.3912;8.676;116.215
1938;52.68;4.3962;8.681;116.275
1939;52.68;4.4012;8.686;116.335
1940;52.68;4.4062;8.691;116.395
1941;52.66;4.4112;8.696;116.455
1942;52.66;4.4162;8.701;116.515
1943;52.66;4.4212;8.706;116.575
1944;52.66;4.4262;8.711;116.635
1945;52.64;4.4324;8.717;116.695
1946;52.64;4.4374;8.722;116.755
1947;52.64;4.4424;8.727;116.815
1948;52.64;4.4474;8.733;116.875
1949;52.64;4.4524;8.738;116.935
1950;52.64;4.4574;8.742;116.995
1951;52.64;4.4624;8.747;117.055
1952;52.62;4.4674;8.752;117.115
1953;52.62;4.4724;8.757;117.175
1954;52.62;4.4774;8.762;117.235
1955;52.62;4.4824;8.767;117.295
1956;52.6;4.4874;8.773;117.355
1957;52.6;4.4924;8.778;117.415
1958;52.6;4.4974;8.783;117.475
1959;52.6;4.5024;8.787;117.535
1960;52.58;4.5074;8.792;117.595
1961;52.58;4.5124;8.797;117.655
1962;52.58;4.5174;8.802;117.715
1963;52.58;4.5224;8.807;117.775
1964;52.56;4.5274;8.812;117.835
1965;52.56;4.5324;8.818;117.895
1966;52.56;4.5374;8.823;117.955
1967;52.56;4.5424;8.827;118.015
1968;52.54;4.5474;8.832;118.075
1969;52.54;4.5524;8.837;118.135
1970;52.54;4.5574;8.842;118.195
1971;52.54;4.5624;8.847;118.255
1972;52.52;4.5674;8.852;118.315
1973;52.52;4.5724;8.858;118.375
1974;52.52;4.5774;8.863;118.435
1975;52.5;4.5824;8.867;118.495
1976;52.5;4.5874;8.872;118.555
1977;52.48;4.5924;8.877;118.615
1978;52.48;4.5974;8.882;118.675
1979;52.48;4.6024;8.887;118.735
1980;52.46;4.6074;8.892;118.795
1981;52.46;4.6124;8.898;118.855
1982;52.46;4.6174;8.903;118.915
1983;52.44;4.6224;8.908;118.975
1984;52.44;4.6274;8.912;119.035
1985;52.44;4.6324;8.917;119.095
1986;52.42;4.6374;8.922;119.155
1987;52.42;4.6424;8.927;119.215
1988;52.4;4.6474;8.932;119.275
1989;52.4;4.6524;8.938;119.335
1990;52.38;4.6574;8.943;119.395
1991;52.38;4.6624;8.948;119.455
1992;52.36;4.6674;8.952;119.515
1993;52.36;4.6724;8.957;119.575
1994;52.36;4.6774;8.962;119.635
1995;52.34;4.6824;8.967;119.695
1996;52.34;4.6874;8.972;119.755
1997;52.32;4.6924;8.977;119.815
1998;52.32;4.6974;8.983;119.875
1999;52.3;4.7024;8.988;119.935
2000;52.3;4.7074;8.992;119.995
2001;52.28;4.7124;8.997;120.055
2002;52.28;4.7174;9.002;120.115
2003;52.26;4.7224;9.007;120.175
2004;52.26;4.7274;9.012;120.235
2005;52.24;4.7324;9.017;120.295
2006;52.24;4.7387;9.024;120.355
2007;52.22;4.7424;9.028;120.415
2008;52.2;4.7487;9.034;120.475
2009;52.2;4.7537;9.039;120.535
2010;52.18;4.7587;9.044;120.595
2011;52.18;4.7637;9.049;120.655
2012;52.16;4.7687;9.054;120.715
2013;52.14;4.7737;9.059;120.775
2014;52.14;4.7787;9.064;120.835
2015;52.12;4.7837;9.069;120.895
2016;52.12;4.7887;9.074;120.955
2017;52.1;4.7937;9.079;121.015
2018;52.08;4.7987;9.084;121.075
2019;52.06;4.8037;9.089;121.135
2020;52.06;4.8087;9.094;121.195
2021;52.04;4.8137;9.099;121.255
2022;52.02;4.8187;9.104;121.315
2023;52.02;4.8237;9.109;121.375
2024;52;4.8287;9.114;121.435
2025;51.98;4.8337;9.119;121.495
2026;51.98;4.8387;9.124;121.555
2027;51.96;4.8437;9.129;121.615
2028;51.92;4.8499;9.135;121.675
2029;51.4;4.8549;9.14;121.735
2030;51.5;4.8599;9.145;121.795
2031;51.6;4.8649;9.15;121.855
2032;51.68;4.8699;9.155;121.915
2033;51.76;4.8749;9.16;121.975
2034;51.82;4.8799;9.165;122.035
2035;51.84;4.8849;9.17;122.095
2036;51.86;4.8899;9.175;122.155
2037;51.88;4.8949;9.18;122.215
2038;51.88;4.8999;9.185;122.275
2039;51.86;4.9049;9.19;122.335
2040;51.86;4.9099;9.195;122.395
2041;51.84;4.9149;9.2;122.455
2042;51.82;4.9199;9.205;122.515
2043;51.8;4.9249;9.21;122.575
2044;51.78;4.9299;9.215;122.635
2045;51.76;4.9349;9.22;122.695
2046;51.74;4.9399;9.225;122.755
2047;51.72;4.9449;9.23;122.815
2048;51.7;4.9499;9.235;122.875
2049;51.68;4.9549;9.24;122.935
2050;51.66;4.9599;9.245;122.995
2051;51.64;4.9649;9.25;123.055
2052;51.62;4.9699;9.255;123.115
2053;51.6;4.9749;9.26;123.175
2054;51.58;4.9799;9.265;123.235
2055;51.58;4.9849;9.27;123.295
2056;51.54;4.9899;9.275;123.355
2057;51.54;4.9949;9.28;123.415
2058;51.52;4.9999;9.285;123.475
2059;51.5;5.0049;9.29;123.535
2060;51.48;5.0099;9.295;123.595
2061;51.46;5.0149;9.3;123.655
2062;51.44;5.0199;9.305;123.715
2063;51.42;5.0249;9.31;123.775
2064;51.4;5.0299;9.315;123.835
2065;51.38;5.0349;9.32;123.895
2066;51.36;5.0399;9.325;123.955
2067;51.34;5.0449;9.33;124.015
2068;51.34;5.0499;9.335;124.075
2069;51.32;5.0549;9.34;124.135
2070;51.3;5.0612;9.346;124.195
2071;51.28;5.0649;9.35;124.255
2072;51.26;5.0712;9.356;124.315
2073;51.24;5.0749;9.36;124.375
2074;51.22;5.0812;9.366;124.435
2075;51.2;5.0849;9.37;124.495
2076;51.18;5.0912;9.376;124.555
2077;51.16;5.0949;9.38;124.615
2078;51.14;5.1012;9.386;124.675
2079;51.12;5.1049;9.39;124.735
2080;51.1;5.1112;9.396;124.795
2081;51.08;5.1149;9.4;124.855
2082;51.06;5.1212;9.406;124.915
2083;51.04;5.1249;9.41;124.975
2084;51;5.1299;9.415;125.035
2085;51;5.1349;9.42;125.095
2086;50.98;5.1399;9.425;125.155
2087;50.96;5.1449;9.43;125.215
2088;50.94;5.1499;9.435;125.275
2089;50.92;5.1549;9.44;125.335
2090;50.9;5.1599;9.445;125.395
2091;50.88;5.1649;9.45;125.455
2092;50.86;5.1712;9.456;125.515
2093;50.84;5.1749;9.46;125.575
2094;50.82;5.1812;9.466;125.635
2095;50.8;5.1849;9.47;125.695
2096;50.78;5.1912;9.476;125.755
2097;50.74;5.1949;9.48;125.815
2098;50.74;5.2012;9.486;125.875
2099;50.7;5.2049;9.49;125.935
2100;50.68;5.2112;9.496;125.995
2101;50.66;5.2162;9.501;126.055
2102;50.64;5.2212;9.506;126.115
2103;50.62;5.2262;9.511;126.175
2104;50.6;5.2312;9.516;126.235
2105;50.58;5.2362;9.521;126.295
2106;50.56;5.2412;9.526;126.355
2107;50.54;5.2449;9.53;126.415
2108;50.52;5.2512;9.536;126.475
2109;50.5;5.2562;9.541;126.535
2110;50.48;5.2612;9.546;126.595
2111;50.46;5.2662;9.551;126.655
2112;50.44;5.2712;9.556;126.715
2113;50.42;5.2762;9.561;126.775
2114;50.4;5.2812;9.566;126.835
2115;50.36;5.2862;9.571;126.895
2116;50.34;5.2912;9.576;126.955
2117;50.34;5.2962;9.581;127.015
2118;50.3;5.3012;9.586;127.075
2119;50.3;5.3062;9.591;127.135
2120;50.26;5.3112;9.596;127.195
2121;50.24;5.3162;9.601;127.255
2122;50.22;5.3212;9.606;127.315
2123;50.2;5.3262;9.611;127.375
2124;50.18;5.3312;9.616;127.435
2125;50.16;5.3362;9.621;127.495
2126;50.14;5.3412;9.626;127.555
2127;50.12;5.3462;9.631;127.615
2128;50.1;5.3512;9.636;127.675
2129;50.06;5.3562;9.641;127.735
2130;50.04;5.3612;9.646;127.795
2131;50.02;5.3662;9.651;127.855
2132;50;5.3712;9.656;127.915
2133;49.98;5.3762;9.661;127.975
2134;49.96;5.3812;9.666;128.035
2135;49.94;5.3862;9.671;128.095
2136;49.92;5.3912;9.676;128.155
2137;49.88;5.3962;9.681;128.215
2138;49.86;5.4012;9.686;128.275
2139;49.84;5.4062;9.691;128.335
2140;49.82;5.4112;9.696;128.395
2141;49.8;5.4162;9.701;128.455
2142;49.78;5.4212;9.706;128.515
2143;49.76;5.4262;9.711;128.575
2144;49.74;5.4312;9.716;128.635
2145;49.7;5.4362;9.721;128.695
2146;49.68;5.4412;9.726;128.755
2147;49.66;5.4462;9.731;128.815
2148;49.64;5.4512;9.736;128.875
2149;49.62;5.4562;9.741;128.935
2150;49.6;5.4612;9.746;128.995
2151;49.58;5.4662;9.751;129.055
2152;49.56;5.4712;9.756;129.115
2153;49.52;5.4762;9.761;129.175
2154;49.5;5.4812;9.766;129.235
2155;49.48;5.4862;9.771;129.295
2156;49.46;5.4912;9.776;129.355
2157;49.44;5.4962;9.781;129.415
2158;49.42;5.5012;9.786;129.475
2159;49.38;5.5062;9.791;129.535
2160;49.36;5.5112;9.796;129.595
2161;49.34;5.5162;9.801;129.655
2162;49.32;5.5212;9.806;129.715
2163;49.3;5.5262;9.811;129.775
2164;49.28;5.5312;9.816;129.835
2165;49.24;5.5362;9.821;129.895
2166;49.22;5.5412;9.826;129.955
2167;49.2;5.5462;9.831;130.015
2168;49.18;5.5512;9.836;130.075
2169;49.16;5.5562;9.841;130.135
2170;49.12;5.5612;9.846;130.195
2171;49.1;5.5662;9.851;130.255
2172;49.08;5.5724;9.858;130.315
2173;49.06;5.5762;9.861;130.375
2174;49.04;5.5824;9.867;130.435
2175;49.02;5.5874;9.872;130.495
2176;48.98;5.5924;9.877;130.555
2177;48.96;5.5974;9.882;130.615
2178;48.94;5.6024;9.887;130.675
2179;48.92;5.6074;9.892;130.735
2180;48.9;5.6124;9.898;130.795
2181;48.86;5.6162;9.901;130.855
2182;48.84;5.6212;9.906;130.915
2183;48.82;5.6262;9.911;130.975
2184;48.8;5.6312;9.916;131.035
2185;48.76;5.6362;9.921;131.095
2186;48.74;5.6424;9.927;131.155
2187;48.72;5.6462;9.931;131.215
2188;48.7;5.6524;9.938;131.275
2189;48.68;5.6574;9.943;131.335
2190;48.64;5.6624;9.948;131.395
2191;48.62;5.6674;9.952;131.455
2192;48.6;5.6724;9.957;131.515
2193;48.58;5.6774;9.962;131.575
2194;48.56;5.6824;9.967;131.635
2195;48.52;5.6874;9.972;131.695
2196;48.5;5.6924;9.977;131.755
2197;48.48;5.6974;9.983;131.815
2198;48.46;5.7024;9.988;131.875
2199;48.44;5.7074;9.992;131.935
2200;48.4;5.7124;9.997;131.995
2201;48.38;5.7174;10.002;132.055
2202;48.36;5.7224;10.007;132.115
2203;48.32;5.7274;10.012;132.175
2204;48.3;5.7324;10.017;132.235
2205;48.28;5.7374;10.023;132.295
2206;48.26;5.7424;10.028;132.355
2207;48.24;5.7474;10.032;132.415
2208;48.2;5.7524;10.037;132.475
2209;48.18;5.7574;10.042;132.535
2210;48.16;5.7624;10.047;132.595
2211;48.12;5.7674;10.052;132.655
2212;48.1;5.7724;10.057;132.715
2213;48.08;5.7774;10.062;132.775
2214;48.06;5.7824;10.068;132.835
2215;48.02;5.7874;10.073;132.895
2216;48;5.7924;10.077;132.955
2217;47.98;5.7974;10.082;133.015
2218;47.94;5.8024;10.087;133.075
2219;47.92;5.8074;10.092;133.135
2220;47.9;5.8124;10.097;133.195
2221;47.88;5.8174;10.102;133.255
2222;47.86;5.8224;10.108;133.315
2223;47.82;5.8274;10.113;133.375
2224;47.8;5.8324;10.117;133.435
2225;47.78;5.8374;10.122;133.495
2226;47.74;5.8437;10.129;133.555
2227;47.72;5.8474;10.132;133.615
2228;47.7;5.8537;10.139;133.675
2229;47.68;5.8587;10.144;133.735
2230;47.66;5.8637;10.149;133.795
2231;47.62;5.8687;10.154;133.855
2232;47.6;5.8737;10.159;133.915
2233;47.58;5.8787;10.164;133.975
2234;47.54;5.8837;10.169;134.035
2235;47.52;5.8887;10.174;134.095
2236;47.5;5.8937;10.179;134.155
2237;47.46;5.8987;10.184;134.215
2238;47.44;5.9037;10.189;134.275
2239;47.4;5.9087;10.194;134.335
2240;47.38;5.9137;10.199;134.395
2241;47.36;5.9187;10.204;134.455
2242;47.32;5.9237;10.209;134.515
2243;47.3;5.9287;10.214;134.575
2244;47.28;5.9337;10.219;134.635
2245;47.26;5.9387;10.224;134.695
2246;47.22;5.9437;10.229;134.755
2247;47.2;5.9487;10.234;134.815
2248;47.18;5.9537;10.239;134.875
2249;47.14;5.9587;10.244;134.935
2250;47.12;5.9637;10.249;134.995
2251;47.08;5.9687;10.254;135.055
2252;47.06;5.9737;10.259;135.115
2253;47.04;5.9787;10.264;135.175
2254;47.02;5.9837;10.269;135.235
2255;46.98;5.9887;10.274;135.295
2256;46.96;5.9937;10.279;135.355
2257;46.94;5.9987;10.284;135.415
2258;46.9;6.0037;10.289;135.475
2259;46.88;6.0087;10.294;135.535
2260;46.86;6.0137;10.299;135.595
2261;46.82;6.0187;10.304;135.655
2262;46.8;6.0237;10.309;135.715
2263;46.78;6.0287;10.314;135.775
2264;46.74;6.0337;10.319;135.835
2265;46.72;6.0387;10.324;135.895
2266;46.68;6.0437;10.329;135.955
2267;46.66;6.0487;10.334;136.015
2268;46.64;6.0537;10.339;136.075
2269;46.6;6.0599;10.345;136.135
2270;46.58;6.0637;10.349;136.195
2271;46.56;6.0699;10.355;136.255
2272;46.52;6.0737;10.359;136.315
2273;46.5;6.0787;10.364;136.375
2274;46.46;6.0837;10.369;136.435
2275;46.44;6.0887;10.374;136.495
2276;46.4;6.0937;10.379;136.555
2277;46.38;6.0987;10.384;136.615
2278;46.36;6.1037;10.389;136.675
