0
Diameter:	   8.10
   1.00
Area:	  51.5300
GaugeLength:	  50.00
2009-1-1
al envelhecido
001
DataNumber:	2600
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1960	 16.5000	  3.2976	   6.642	 117.595
 1961	 16.5000	  3.3039	   6.649	 117.655
 1962	 16.5000	  3.3076	   6.652	 117.715
 1963	 16.5000	  3.3139	   6.659	 117.775
 1964	 16.5000	  3.3189	   6.664	 117.835
 1965	 16.5000	  3.3239	   6.669	 117.895
 1966	 16.5000	  3.3289	   6.674	 117.955
 1967	 16.4800	  3.3339	   6.679	 118.015
 1968	 16.4800	  3.3389	   6.684	 118.075
 1969	 16.4800	  3.3439	   6.689	 118.135
 1970	 16.4800	  3.3489	   6.694	 118.195
 1971	 16.4800	  3.3539	   6.699	 118.255
 1972	 16.4800	  3.3589	   6.704	 118.315
 1973	 16.4800	  3.3639	   6.709	 118.375
 1974	 16.4800	  3.3689	   6.714	 118.435
 1975	 16.4800	  3.3739	   6.719	 118.495
 1976	 16.4600	  3.3789	   6.724	 118.555
 1977	 16.4600	  3.3839	   6.729	 118.615
 1978	 16.4600	  3.3889	   6.734	 118.675
 1979	 16.4600	  3.3939	   6.739	 118.735
 1980	 16.4600	  3.3989	   6.744	 118.795
 1981	 16.4600	  3.4039	   6.749	 118.855
 1982	 16.4600	  3.4089	   6.754	 118.915
 1983	 16.4600	  3.4139	   6.759	 118.975
 1984	 16.4400	  3.4189	   6.764	 119.035
 1985	 16.4400	  3.4239	   6.769	 119.095
 1986	 16.4400	  3.4289	   6.774	 119.155
 1987	 16.4400	  3.4339	   6.779	 119.215
 1988	 16.4400	  3.4389	   6.784	 119.275
 1989	 16.4400	  3.4439	   6.789	 119.335
 1990	 16.4200	  3.4489	   6.794	 119.395
 1991	 16.4200	  3.4539	   6.799	 119.455
 1992	 16.4200	  3.4589	   6.804	 119.515
 1993	 16.4200	  3.4639	   6.809	 119.575
 1994	 16.4200	  3.4689	   6.814	 119.635
 1995	 16.4200	  3.4739	   6.819	 119.695
 1996	 16.4200	  3.4789	   6.824	 119.755
 1997	 16.4200	  3.4839	   6.829	 119.815
 1998	 16.4000	  3.4889	   6.834	 119.875
 1999	 16.4000	  3.4939	   6.839	 119.935
 2000	 16.4000	  3.4989	   6.844	 119.995
 2001	 16.4000	  3.5039	   6.849	 120.055
 2002	 16.4000	  3.5089	   6.854	 120.115
 2003	 16.4000	  3.5139	   6.859	 120.175
 2004	 16.3800	  3.5189	   6.864	 120.235
 2005	 16.3800	  3.5239	   6.869	 120.295
 2006	 16.3800	  3.5289	   6.874	 120.355
 2007	 16.3800	  3.5339	   6.879	 120.415
 2008	 16.3800	  3.5389	   6.884	 120.475
 2009	 16.3600	  3.5439	   6.889	 120.535
 2010	 16.3600	  3.5489	   6.894	 120.595
 2011	 16.3600	  3.5539	   6.899	 120.655
 2012	 16.3600	  3.5589	   6.904	 120.715
 2013	 16.3600	  3.5639	   6.909	 120.775
 2014	 16.3400	  3.5689	   6.914	 120.835
 2015	 16.3400	  3.5739	   6.919	 120.895
 2016	 16.3400	  3.5789	   6.924	 120.955
 2017	 16.3400	  3.5839	   6.929	 121.015
 2018	 16.3400	  3.5889	   6.934	 121.075
 2019	 16.3400	  3.5939	   6.939	 121.135
 2020	 16.3400	  3.5989	   6.944	 121.195
 2021	 16.3200	  3.6039	   6.949	 121.255
 2022	 16.3200	  3.6089	   6.954	 121.315
 2023	 16.3200	  3.6139	   6.959	 121.375
 2024	 16.3200	  3.6189	   6.964	 121.435
 2025	 16.3200	  3.6239	   6.969	 121.495
 2026	 16.3000	  3.6289	   6.974	 121.555
 2027	 16.3000	  3.6339	   6.979	 121.615
 2028	 16.3000	  3.6389	   6.984	 121.675
 2029	 16.3000	  3.6439	   6.989	 121.735
 2030	 16.3000	  3.6489	   6.994	 121.795
 2031	 16.2800	  3.6551	   7.000	 121.855
 2032	 16.2800	  3.6589	   7.004	 121.915
 2033	 16.2800	  3.6651	   7.010	 121.975
 2034	 16.2800	  3.6689	   7.014	 122.035
 2035	 16.2600	  3.6751	   7.020	 122.095
 2036	 16.2600	  3.6789	   7.024	 122.155
 2037	 16.2600	  3.6851	   7.030	 122.215
 2038	 16.2600	  3.6889	   7.034	 122.275
 2039	 16.2600	  3.6951	   7.040	 122.335
 2040	 16.2600	  3.6989	   7.044	 122.395
 2041	 16.2400	  3.7051	   7.050	 122.455
 2042	 16.2400	  3.7101	   7.055	 122.515
 2043	 16.2400	  3.7151	   7.060	 122.575
 2044	 16.2400	  3.7189	   7.064	 122.635
 2045	 16.2200	  3.7251	   7.070	 122.695
 2046	 16.2200	  3.7301	   7.075	 122.755
 2047	 16.2200	  3.7351	   7.080	 122.815
 2048	 16.2200	  3.7401	   7.085	 122.875
 2049	 16.2000	  3.7451	   7.090	 122.935
 2050	 16.2000	  3.7501	   7.095	 122.995
 2051	 16.2000	  3.7551	   7.100	 123.055
 2052	 16.2000	  3.7601	   7.105	 123.115
 2053	 16.2000	  3.7651	   7.110	 123.175
 2054	 16.1800	  3.7701	   7.115	 123.235
 2055	 16.1800	  3.7751	   7.120	 123.295
 2056	 16.1800	  3.7801	   7.125	 123.355
 2057	 16.1800	  3.7851	   7.130	 123.415
 2058	 16.1600	  3.7901	   7.135	 123.475
 2059	 16.1600	  3.7951	   7.140	 123.535
 2060	 16.1600	  3.8001	   7.145	 123.595
 2061	 16.1600	  3.8051	   7.150	 123.655
 2062	 16.1400	  3.8101	   7.155	 123.715
 2063	 16.1400	  3.8151	   7.160	 123.775
 2064	 16.1400	  3.8201	   7.165	 123.835
 2065	 16.1400	  3.8251	   7.170	 123.895
 2066	 16.1200	  3.8301	   7.175	 123.955
 2067	 16.1200	  3.8351	   7.180	 124.015
 2068	 16.1200	  3.8401	   7.185	 124.075
 2069	 16.1200	  3.8451	   7.190	 124.135
 2070	 16.1200	  3.8501	   7.195	 124.195
 2071	 16.1000	  3.8551	   7.200	 124.255
 2072	 16.1000	  3.8601	   7.205	 124.315
 2073	 16.1000	  3.8651	   7.210	 124.375
 2074	 16.1000	  3.8701	   7.215	 124.435
 2075	 16.0800	  3.8751	   7.220	 124.495
 2076	 16.0800	  3.8801	   7.225	 124.555
 2077	 16.0800	  3.8851	   7.230	 124.615
 2078	 16.0600	  3.8901	   7.235	 124.675
 2079	 16.0600	  3.8951	   7.240	 124.735
 2080	 16.0600	  3.9001	   7.245	 124.795
 2081	 16.0600	  3.9051	   7.250	 124.855
 2082	 16.0400	  3.9101	   7.255	 124.915
 2083	 16.0400	  3.9151	   7.260	 124.975
 2084	 16.0400	  3.9201	   7.265	 125.035
 2085	 16.0400	  3.9251	   7.270	 125.095
 2086	 16.0200	  3.9301	   7.275	 125.155
 2087	 16.0200	  3.9351	   7.280	 125.215
 2088	 16.0200	  3.9401	   7.285	 125.275
 2089	 16.0200	  3.9464	   7.291	 125.335
 2090	 16.0000	  3.9501	   7.295	 125.395
 2091	 16.0000	  3.9564	   7.301	 125.455
 2092	 16.0000	  3.9601	   7.305	 125.515
 2093	 15.9800	  3.9651	   7.310	 125.575
 2094	 15.9800	  3.9701	   7.315	 125.635
 2095	 15.9800	  3.9751	   7.320	 125.695
 2096	 15.9800	  3.9814	   7.326	 125.755
 2097	 15.9600	  3.9864	   7.331	 125.815
 2098	 15.9600	  3.9901	   7.335	 125.875
 2099	 15.9600	  3.9964	   7.341	 125.935
 2100	 15.9400	  4.0001	   7.345	 125.995
 2101	 15.9400	  4.0051	   7.350	 126.055
 2102	 15.9400	  4.0101	   7.355	 126.115
 2103	 15.9400	  4.0151	   7.360	 126.175
 2104	 15.9200	  4.0201	   7.365	 126.235
 2105	 15.9200	  4.0251	   7.370	 126.295
 2106	 15.9200	  4.0301	   7.375	 126.355
 2107	 15.9200	  4.0351	   7.380	 126.415
 2108	 15.9000	  4.0401	   7.385	 126.475
 2109	 15.9000	  4.0451	   7.390	 126.535
 2110	 15.9000	  4.0501	   7.395	 126.595
 2111	 15.8800	  4.0551	   7.400	 126.655
 2112	 15.8800	  4.0601	   7.405	 126.715
 2113	 15.8800	  4.0651	   7.410	 126.775
 2114	 15.8600	  4.0701	   7.415	 126.835
 2115	 15.8600	  4.0751	   7.420	 126.895
 2116	 15.8600	  4.0801	   7.425	 126.955
 2117	 15.8600	  4.0851	   7.430	 127.015
 2118	 15.8400	  4.0901	   7.435	 127.075
 2119	 15.8400	  4.0951	   7.440	 127.135
 2120	 15.8400	  4.1001	   7.445	 127.195
 2121	 15.8200	  4.1051	   7.450	 127.255
 2122	 15.8200	  4.1101	   7.455	 127.315
 2123	 15.8200	  4.1151	   7.460	 127.375
 2124	 15.8000	  4.1201	   7.465	 127.435
 2125	 15.8000	  4.1251	   7.470	 127.495
 2126	 15.8000	  4.1301	   7.475	 127.555
 2127	 15.7800	  4.1351	   7.480	 127.615
 2128	 15.7800	  4.1401	   7.485	 127.675
 2129	 15.7800	  4.1451	   7.490	 127.735
 2130	 15.7800	  4.1501	   7.495	 127.795
 2131	 15.7600	  4.1564	   7.501	 127.855
 2132	 15.7600	  4.1614	   7.506	 127.915
 2133	 15.7600	  4.1664	   7.511	 127.975
 2134	 15.7400	  4.1714	   7.516	 128.035
 2135	 15.7400	  4.1764	   7.521	 128.095
 2136	 15.7400	  4.1814	   7.526	 128.155
 2137	 15.7200	  4.1864	   7.531	 128.215
 2138	 15.7200	  4.1914	   7.536	 128.275
 2139	 15.7200	  4.1964	   7.541	 128.335
 2140	 15.7000	  4.2014	   7.546	 128.395
 2141	 15.7000	  4.2064	   7.551	 128.455
 2142	 15.7000	  4.2114	   7.556	 128.515
 2143	 15.7000	  4.2164	   7.561	 128.575
 2144	 15.6800	  4.2214	   7.566	 128.635
 2145	 15.6800	  4.2264	   7.571	 128.695
 2146	 15.6800	  4.2314	   7.576	 128.755
 2147	 15.6600	  4.2364	   7.581	 128.815
 2148	 15.6600	  4.2414	   7.586	 128.875
 2149	 15.6600	  4.2464	   7.591	 128.935
 2150	 15.6400	  4.2514	   7.596	 128.995
 2151	 15.6400	  4.2564	   7.601	 129.055
 2152	 15.6400	  4.2614	   7.606	 129.115
 2153	 15.6200	  4.2664	   7.611	 129.175
 2154	 15.6200	  4.2714	   7.616	 129.235
 2155	 15.6200	  4.2764	   7.621	 129.295
 2156	 15.6000	  4.2814	   7.626	 129.355
 2157	 15.6000	  4.2864	   7.631	 129.415
 2158	 15.6000	  4.2914	   7.636	 129.475
 2159	 15.5800	  4.2964	   7.641	 129.535
 2160	 15.5800	  4.3014	   7.646	 129.595
 2161	 15.5800	  4.3064	   7.651	 129.655
 2162	 15.5600	  4.3114	   7.656	 129.715
 2163	 15.5600	  4.3164	   7.661	 129.775
 2164	 15.5600	  4.3214	   7.666	 129.835
 2165	 15.5400	  4.3264	   7.671	 129.895
 2166	 15.5400	  4.3314	   7.676	 129.955
 2167	 15.5400	  4.3364	   7.681	 130.015
 2168	 15.5200	  4.3414	   7.686	 130.075
 2169	 15.5200	  4.3464	   7.691	 130.135
 2170	 15.5000	  4.3514	   7.696	 130.195
 2171	 15.5000	  4.3564	   7.701	 130.255
 2172	 15.5000	  4.3614	   7.706	 130.315
 2173	 15.5000	  4.3664	   7.711	 130.375
 2174	 15.4800	  4.3714	   7.716	 130.435
 2175	 15.4800	  4.3764	   7.721	 130.495
 2176	 15.4600	  4.3814	   7.726	 130.555
 2177	 15.4600	  4.3864	   7.731	 130.615
 2178	 15.4600	  4.3914	   7.736	 130.675
 2179	 15.4400	  4.3964	   7.741	 130.735
 2180	 15.4400	  4.4014	   7.746	 130.795
 2181	 15.4400	  4.4064	   7.751	 130.855
 2182	 15.4200	  4.4114	   7.756	 130.915
 2183	 15.4200	  4.4164	   7.761	 130.975
 2184	 15.4200	  4.4214	   7.766	 131.035
 2185	 15.4000	  4.4264	   7.771	 131.095
 2186	 15.4000	  4.4314	   7.776	 131.155
 2187	 15.4000	  4.4364	   7.781	 131.215
 2188	 15.3800	  4.4414	   7.786	 131.275
 2189	 15.3800	  4.4464	   7.791	 131.335
 2190	 15.3800	  4.4514	   7.796	 131.395
 2191	 15.3600	  4.4576	   7.802	 131.455
 2192	 15.3600	  4.4626	   7.807	 131.515
 2193	 15.3400	  4.4676	   7.812	 131.575
 2194	 15.3400	  4.4726	   7.817	 131.635
 2195	 15.3400	  4.4776	   7.822	 131.695
 2196	 15.3200	  4.4826	   7.827	 131.755
 2197	 15.3200	  4.4876	   7.832	 131.815
 2198	 15.3000	  4.4926	   7.837	 131.875
 2199	 15.3000	  4.4976	   7.842	 131.935
 2200	 15.3000	  4.5026	   7.847	 131.995
 2201	 15.3000	  4.5076	   7.852	 132.055
 2202	 15.2800	  4.5126	   7.857	 132.115
 2203	 15.2800	  4.5176	   7.862	 132.175
 2204	 15.2600	  4.5226	   7.867	 132.235
 2205	 15.2600	  4.5276	   7.872	 132.295
 2206	 15.2600	  4.5326	   7.878	 132.355
 2207	 15.2400	  4.5376	   7.882	 132.415
 2208	 15.2400	  4.5426	   7.887	 132.475
 2209	 15.2400	  4.5476	   7.892	 132.535
 2210	 15.2200	  4.5526	   7.898	 132.595
 2211	 15.2200	  4.5576	   7.902	 132.655
 2212	 15.2000	  4.5626	   7.907	 132.715
 2213	 15.2000	  4.5676	   7.912	 132.775
 2214	 15.2000	  4.5726	   7.918	 132.835
 2215	 15.1800	  4.5776	   7.922	 132.895
 2216	 15.1800	  4.5826	   7.927	 132.955
 2217	 15.1800	  4.5876	   7.932	 133.015
 2218	 15.1800	  4.5926	   7.938	 133.075
 2219	 15.1600	  4.5976	   7.942	 133.135
 2220	 15.1600	  4.6026	   7.947	 133.195
 2221	 15.1600	  4.6076	   7.952	 133.255
 2222	 15.1400	  4.6126	   7.957	 133.315
 2223	 15.1400	  4.6176	   7.962	 133.375
 2224	 15.1200	  4.6226	   7.967	 133.435
 2225	 15.1200	  4.6276	   7.972	 133.495
 2226	 15.1000	  4.6326	   7.977	 133.555
 2227	 15.1000	  4.6376	   7.982	 133.615
 2228	 15.1000	  4.6426	   7.987	 133.675
 2229	 15.0800	  4.6476	   7.992	 133.735
 2230	 15.0800	  4.6526	   7.997	 133.795
 2231	 15.0800	  4.6576	   8.002	 133.855
 2232	 15.0600	  4.6626	   8.007	 133.915
 2233	 15.0600	  4.6676	   8.012	 133.975
 2234	 15.0600	  4.6726	   8.017	 134.035
 2235	 15.0400	  4.6776	   8.023	 134.095
 2236	 15.0400	  4.6826	   8.028	 134.155
 2237	 15.0200	  4.6876	   8.033	 134.215
 2238	 15.0200	  4.6926	   8.037	 134.275
 2239	 15.0000	  4.6976	   8.042	 134.335
 2240	 15.0000	  4.7026	   8.047	 134.395
 2241	 15.0000	  4.7076	   8.052	 134.455
 2242	 14.9800	  4.7126	   8.057	 134.515
 2243	 14.9800	  4.7176	   8.062	 134.575
 2244	 14.9600	  4.7226	   8.068	 134.635
 2245	 14.9600	  4.7276	   8.073	 134.695
 2246	 14.9600	  4.7326	   8.077	 134.755
 2247	 14.9400	  4.7376	   8.082	 134.815
 2248	 14.9400	  4.7426	   8.087	 134.875
 2249	 14.9200	  4.7476	   8.092	 134.935
 2250	 14.9200	  4.7526	   8.097	 134.995
 2251	 14.9200	  4.7576	   8.102	 135.055
 2252	 14.9000	  4.7626	   8.108	 135.115
 2253	 14.9000	  4.7676	   8.113	 135.175
 2254	 14.8800	  4.7726	   8.117	 135.235
 2255	 14.8800	  4.7776	   8.122	 135.295
 2256	 14.8800	  4.7826	   8.127	 135.355
 2257	 14.8600	  4.7876	   8.132	 135.415
 2258	 14.8600	  4.7926	   8.137	 135.475
 2259	 14.8400	  4.7976	   8.142	 135.535
 2260	 14.8400	  4.8026	   8.148	 135.595
 2261	 14.8400	  4.8076	   8.153	 135.655
 2262	 14.8200	  4.8126	   8.158	 135.715
 2263	 14.8200	  4.8176	   8.162	 135.775
 2264	 14.8000	  4.8239	   8.169	 135.835
 2265	 14.8000	  4.8289	   8.174	 135.895
 2266	 14.8000	  4.8339	   8.179	 135.955
 2267	 14.7800	  4.8389	   8.184	 136.015
 2268	 14.7800	  4.8439	   8.189	 136.075
 2269	 14.7600	  4.8489	   8.194	 136.135
 2270	 14.7600	  4.8539	   8.199	 136.195
 2271	 14.7400	  4.8589	   8.204	 136.255
 2272	 14.7400	  4.8639	   8.209	 136.315
 2273	 14.7200	  4.8689	   8.214	 136.375
 2274	 14.7200	  4.8739	   8.219	 136.435
 2275	 14.7200	  4.8789	   8.224	 136.495
 2276	 14.7000	  4.8839	   8.229	 136.555
 2277	 14.7000	  4.8889	   8.234	 136.615
 2278	 14.6800	  4.8939	   8.239	 136.675
 2279	 14.6800	  4.8989	   8.244	 136.735
 2280	 14.6800	  4.9039	   8.249	 136.795
 2281	 14.6600	  4.9089	   8.254	 136.855
 2282	 14.6600	  4.9139	   8.259	 136.915
 2283	 14.6400	  4.9189	   8.264	 136.975
 2284	 14.6400	  4.9239	   8.269	 137.035
 2285	 14.6200	  4.9289	   8.274	 137.095
 2286	 14.6200	  4.9339	   8.279	 137.155
 2287	 14.6200	  4.9389	   8.284	 137.215
 2288	 14.6000	  4.9439	   8.289	 137.275
 2289	 14.6000	  4.9489	   8.294	 137.335
 2290	 14.5800	  4.9539	   8.299	 137.395
 2291	 14.5800	  4.9589	   8.304	 137.455
 2292	 14.5600	  4.9639	   8.309	 137.515
 2293	 14.5600	  4.9689	   8.314	 137.575
 2294	 14.5600	  4.9739	   8.319	 137.635
 2295	 14.5400	  4.9789	   8.324	 137.695
 2296	 14.5400	  4.9839	   8.329	 137.755
 2297	 14.5200	  4.9889	   8.334	 137.815
 2298	 14.5200	  4.9939	   8.339	 137.875
 2299	 14.5000	  4.9989	   8.344	 137.935
 2300	 14.5000	  5.0039	   8.349	 137.995
 2301	 14.4800	  5.0089	   8.354	 138.055
 2302	 14.4800	  5.0139	   8.359	 138.115
 2303	 14.4800	  5.0189	   8.364	 138.175
 2304	 14.4600	  5.0239	   8.369	 138.235
 2305	 14.4600	  5.0289	   8.374	 138.295
 2306	 14.4400	  5.0339	   8.379	 138.355
 2307	 14.4400	  5.0389	   8.384	 138.415
 2308	 14.4200	  5.0439	   8.389	 138.475
 2309	 14.4200	  5.0489	   8.394	 138.535
 2310	 14.4000	  5.0539	   8.399	 138.595
 2311	 14.4000	  5.0589	   8.404	 138.655
 2312	 14.3800	  5.0639	   8.409	 138.715
 2313	 14.3800	  5.0689	   8.414	 138.775
 2314	 14.3800	  5.0739	   8.419	 138.835
 2315	 14.3600	  5.0789	   8.424	 138.895
 2316	 14.3600	  5.0839	   8.429	 138.955
 2317	 14.3400	  5.0889	   8.434	 139.015
 2318	 14.3400	  5.0951	   8.440	 139.075
 2319	 14.3200	  5.0989	   8.444	 139.135
 2320	 14.3200	  5.1051	   8.450	 139.195
 2321	 14.3200	  5.1089	   8.454	 139.255
 2322	 14.3000	  5.1151	   8.460	 139.315
 2323	 14.3000	  5.1189	   8.464	 139.375
 2324	 14.2800	  5.1251	   8.470	 139.435
 2325	 14.2800	  5.1301	   8.475	 139.495
 2326	 14.2600	  5.1351	   8.480	 139.555
 2327	 14.2600	  5.1401	   8.485	 139.615
 2328	 14.2400	  5.1451	   8.490	 139.675
 2329	 14.2400	  5.1501	   8.495	 139.735
 2330	 14.2200	  5.1551	   8.500	 139.795
 2331	 14.2200	  5.1601	   8.505	 139.855
 2332	 14.2000	  5.1651	   8.510	 139.915
 2333	 14.2000	  5.1701	   8.515	 139.975
 2334	 14.1800	  5.1751	   8.520	 140.035
 2335	 14.1800	  5.1801	   8.525	 140.095
 2336	 14.1800	  5.1851	   8.530	 140.155
 2337	 14.1600	  5.1901	   8.535	 140.215
 2338	 14.1600	  5.1951	   8.540	 140.275
 2339	 14.1400	  5.2001	   8.545	 140.335
 2340	 14.1400	  5.2051	   8.550	 140.395
 2341	 14.1200	  5.2101	   8.555	 140.455
 2342	 14.1200	  5.2151	   8.560	 140.515
 2343	 14.1000	  5.2201	   8.565	 140.575
 2344	 14.1000	  5.2251	   8.570	 140.635
 2345	 14.0800	  5.2301	   8.575	 140.695
 2346	 14.0800	  5.2351	   8.580	 140.755
 2347	 14.0600	  5.2401	   8.585	 140.815
 2348	 14.0600	  5.2451	   8.590	 140.875
 2349	 14.0400	  5.2501	   8.595	 140.935
 2350	 14.0400	  5.2551	   8.600	 140.995
 2351	 14.0200	  5.2601	   8.605	 141.055
 2352	 14.0200	  5.2651	   8.610	 141.115
 2353	 14.0000	  5.2701	   8.615	 141.175
 2354	 14.0000	  5.2751	   8.620	 141.235
 2355	 13.9800	  5.2801	   8.625	 141.295
 2356	 13.9800	  5.2851	   8.630	 141.355
 2357	 13.9800	  5.2901	   8.635	 141.415
 2358	 13.9600	  5.2951	   8.640	 141.475
 2359	 13.9600	  5.3001	   8.645	 141.535
 2360	 13.9400	  5.3051	   8.650	 141.595
 2361	 13.9200	  5.3101	   8.655	 141.655
 2362	 13.9200	  5.3151	   8.660	 141.715
 2363	 13.9000	  5.3201	   8.665	 141.775
 2364	 13.9000	  5.3251	   8.670	 141.835
 2365	 13.9000	  5.3301	   8.675	 141.895
 2366	 13.8800	  5.3351	   8.680	 141.955
 2367	 13.8800	  5.3401	   8.685	 142.015
 2368	 13.8600	  5.3451	   8.690	 142.075
 2369	 13.8400	  5.3501	   8.695	 142.135
 2370	 13.8400	  5.3551	   8.700	 142.195
 2371	 13.8200	  5.3601	   8.705	 142.255
 2372	 13.8200	  5.3651	   8.710	 142.315
 2373	 13.8200	  5.3701	   8.715	 142.375
 2374	 13.8000	  5.3751	   8.720	 142.435
 2375	 13.8000	  5.3801	   8.725	 142.495
 2376	 13.7800	  5.3851	   8.730	 142.555
 2377	 13.7800	  5.3901	   8.735	 142.615
 2378	 13.7600	  5.3951	   8.740	 142.675
 2379	 13.7600	  5.4001	   8.745	 142.735
 2380	 13.7400	  5.4051	   8.750	 142.795
 2381	 13.7200	  5.4101	   8.755	 142.855
 2382	 13.7200	  5.4151	   8.760	 142.915
 2383	 13.7000	  5.4201	   8.765	 142.975
 2384	 13.7000	  5.4251	   8.770	 143.035
 2385	 13.6800	  5.4301	   8.775	 143.095
 2386	 13.6800	  5.4351	   8.780	 143.155
 2387	 13.6600	  5.4401	   8.785	 143.215
 2388	 13.6600	  5.4464	   8.791	 143.275
 2389	 13.6400	  5.4501	   8.795	 143.335
 2390	 13.6400	  5.4551	   8.800	 143.395
 2391	 13.6200	  5.4601	   8.805	 143.455
 2392	 13.6200	  5.4651	   8.810	 143.515
 2393	 13.6000	  5.4701	   8.815	 143.575
 2394	 13.6000	  5.4751	   8.820	 143.635
 2395	 13.5800	  5.4801	   8.825	 143.695
 2396	 13.5800	  5.4851	   8.830	 143.755
 2397	 13.5600	  5.4901	   8.835	 143.815
 2398	 13.5600	  5.4951	   8.840	 143.875
 2399	 13.5400	  5.5001	   8.845	 143.935
 2400	 13.5400	  5.5051	   8.850	 143.995
 2401	 13.5200	  5.5114	   8.856	 144.055
 2402	 13.5000	  5.5164	   8.861	 144.115
 2403	 13.5000	  5.5214	   8.866	 144.175
 2404	 13.5000	  5.5264	   8.871	 144.235
 2405	 13.4800	  5.5314	   8.876	 144.295
 2406	 13.4600	  5.5364	   8.881	 144.355
 2407	 13.4600	  5.5414	   8.886	 144.415
 2408	 13.4400	  5.5464	   8.891	 144.475
 2409	 13.4400	  5.5514	   8.896	 144.535
 2410	 13.4200	  5.5564	   8.901	 144.595
 2411	 13.4200	  5.5614	   8.906	 144.655
 2412	 13.4000	  5.5664	   8.911	 144.715
 2413	 13.4000	  5.5714	   8.916	 144.775
 2414	 13.3800	  5.5764	   8.921	 144.835
 2415	 13.3800	  5.5814	   8.926	 144.895
 2416	 13.3600	  5.5864	   8.931	 144.955
 2417	 13.3400	  5.5914	   8.936	 145.015
 2418	 13.3400	  5.5964	   8.941	 145.075
 2419	 13.3200	  5.6014	   8.946	 145.135
 2420	 13.3200	  5.6064	   8.951	 145.195
 2421	 13.3000	  5.6114	   8.956	 145.255
 2422	 13.2800	  5.6164	   8.961	 145.315
 2423	 13.2800	  5.6214	   8.966	 145.375
 2424	 13.2600	  5.6264	   8.971	 145.435
 2425	 13.2600	  5.6314	   8.976	 145.495
 2426	 13.2400	  5.6364	   8.981	 145.555
 2427	 13.2400	  5.6414	   8.986	 145.615
 2428	 13.2200	  5.6464	   8.991	 145.675
 2429	 13.2200	  5.6514	   8.996	 145.735
 2430	 13.2000	  5.6564	   9.001	 145.795
 2431	 13.1800	  5.6614	   9.006	 145.855
 2432	 13.1800	  5.6664	   9.011	 145.915
 2433	 13.1600	  5.6714	   9.016	 145.975
 2434	 13.1600	  5.6764	   9.021	 146.035
 2435	 13.1400	  5.6814	   9.026	 146.095
 2436	 13.1400	  5.6864	   9.031	 146.155
 2437	 13.1200	  5.6914	   9.036	 146.215
 2438	 13.1000	  5.6964	   9.041	 146.275
 2439	 13.1000	  5.7014	   9.046	 146.335
 2440	 13.0800	  5.7064	   9.051	 146.395
 2441	 13.0800	  5.7114	   9.056	 146.455
 2442	 13.0600	  5.7164	   9.061	 146.515
 2443	 13.0600	  5.7214	   9.066	 146.575
 2444	 13.0400	  5.7264	   9.071	 146.635
 2445	 13.0200	  5.7314	   9.076	 146.695
 2446	 13.0200	  5.7364	   9.081	 146.755
 2447	 13.0000	  5.7414	   9.086	 146.815
 2448	 13.0000	  5.7464	   9.091	 146.875
 2449	 12.9800	  5.7514	   9.096	 146.935
 2450	 12.9600	  5.7564	   9.101	 146.995
 2451	 12.9600	  5.7614	   9.106	 147.055
 2452	 12.9400	  5.7664	   9.111	 147.115
 2453	 12.9400	  5.7714	   9.116	 147.175
 2454	 12.9200	  5.7764	   9.121	 147.235
 2455	 12.9000	  5.7814	   9.126	 147.295
 2456	 12.9000	  5.7864	   9.131	 147.355
 2457	 12.8800	  5.7914	   9.136	 147.415
 2458	 12.8600	  5.7964	   9.141	 147.475
 2459	 12.8600	  5.8014	   9.146	 147.535
 2460	 12.8400	  5.8064	   9.151	 147.595
 2461	 12.8400	  5.8114	   9.156	 147.655
 2462	 12.8200	  5.8164	   9.161	 147.715
 2463	 12.8000	  5.8214	   9.166	 147.775
 2464	 12.8000	  5.8264	   9.171	 147.835
 2465	 12.7800	  5.8314	   9.176	 147.895
 2466	 12.7800	  5.8364	   9.181	 147.955
 2467	 12.7600	  5.8414	   9.186	 148.015
 2468	 12.7400	  5.8464	   9.191	 148.075
 2469	 12.7400	  5.8514	   9.196	 148.135
 2470	 12.7200	  5.8564	   9.201	 148.195
 2471	 12.7000	  5.8614	   9.206	 148.255
 2472	 12.7000	  5.8664	   9.211	 148.315
 2473	 12.6800	  5.8714	   9.216	 148.375
 2474	 12.6800	  5.8764	   9.221	 148.435
 2475	 12.6600	  5.8814	   9.226	 148.495
 2476	 12.6400	  5.8864	   9.231	 148.555
 2477	 12.6400	  5.8914	   9.236	 148.615
 2478	 12.6200	  5.8964	   9.241	 148.675
 2479	 12.6000	  5.9014	   9.246	 148.735
 2480	 12.6000	  5.9064	   9.251	 148.795
 2481	 12.5800	  5.9114	   9.256	 148.855
 2482	 12.5600	  5.9164	   9.261	 148.915
 2483	 12.5600	  5.9214	   9.266	 148.975
 2484	 12.5400	  5.9264	   9.271	 149.035
 2485	 12.5200	  5.9314	   9.276	 149.095
 2486	 12.5200	  5.9364	   9.281	 149.155
 2487	 12.5000	  5.9414	   9.286	 149.215
 2488	 12.4800	  5.9464	   9.291	 149.275
 2489	 12.4800	  5.9514	   9.296	 149.335
 2490	 12.4600	  5.9576	   9.302	 149.395
 2491	 12.4400	  5.9614	   9.306	 149.455
 2492	 12.4400	  5.9676	   9.312	 149.515
 2493	 12.4200	  5.9726	   9.318	 149.575
