0
Diameter:	   8.00
   1.00
Area:	  50.2655
GaugeLength:	  50.00
2009-1-1
al solu
001
DataNumber:	3395
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1421	  8.1600	  2.4421	   5.121	  85.255
 1422	  8.1800	  2.4471	   5.126	  85.315
 1423	  8.1800	  2.4521	   5.131	  85.375
 1424	  8.2000	  2.4571	   5.136	  85.435
 1425	  8.2200	  2.4621	   5.141	  85.495
 1426	  8.2400	  2.4671	   5.146	  85.555
 1427	  8.2600	  2.4721	   5.151	  85.615
 1428	  8.2600	  2.4771	   5.156	  85.675
 1429	  8.2800	  2.4821	   5.161	  85.735
 1430	  8.2800	  2.4871	   5.166	  85.795
 1431	  8.3000	  2.4921	   5.171	  85.855
 1432	  8.3000	  2.4971	   5.176	  85.915
 1433	  8.3200	  2.5021	   5.181	  85.975
 1434	  8.3200	  2.5071	   5.186	  86.035
 1435	  8.3400	  2.5121	   5.191	  86.095
 1436	  8.3400	  2.5171	   5.196	  86.155
 1437	  8.3400	  2.5221	   5.201	  86.215
 1438	  8.3600	  2.5271	   5.206	  86.275
 1439	  8.3600	  2.5321	   5.211	  86.335
 1440	  8.3600	  2.5371	   5.216	  86.395
 1441	  8.3600	  2.5421	   5.221	  86.455
 1442	  8.3600	  2.5471	   5.226	  86.515
 1443	  8.3800	  2.5521	   5.231	  86.575
 1444	  8.3800	  2.5571	   5.236	  86.635
 1445	  8.3800	  2.5621	   5.241	  86.695
 1446	  8.3800	  2.5671	   5.246	  86.755
 1447	  8.4000	  2.5721	   5.251	  86.815
 1448	  8.4000	  2.5771	   5.256	  86.875
 1449	  8.4000	  2.5821	   5.261	  86.935
 1450	  8.4000	  2.5871	   5.266	  86.995
 1451	  8.4000	  2.5921	   5.271	  87.055
 1452	  8.4000	  2.5971	   5.276	  87.115
 1453	  8.3600	  2.6021	   5.281	  87.175
 1454	  8.3200	  2.6071	   5.286	  87.235
 1455	  8.2800	  2.6121	   5.291	  87.295
 1456	  8.2800	  2.6171	   5.296	  87.355
 1457	  8.3000	  2.6221	   5.301	  87.415
 1458	  8.3000	  2.6271	   5.306	  87.475
 1459	  8.3200	  2.6321	   5.311	  87.535
 1460	  8.3400	  2.6371	   5.316	  87.595
 1461	  8.3400	  2.6421	   5.321	  87.655
 1462	  8.3600	  2.6471	   5.326	  87.715
 1463	  8.3600	  2.6521	   5.331	  87.775
 1464	  8.3600	  2.6571	   5.336	  87.835
 1465	  8.3800	  2.6621	   5.341	  87.895
 1466	  8.3800	  2.6671	   5.346	  87.955
 1467	  8.3800	  2.6721	   5.351	  88.015
 1468	  8.3800	  2.6771	   5.356	  88.075
 1469	  8.4000	  2.6821	   5.361	  88.135
 1470	  8.4000	  2.6871	   5.366	  88.195
 1471	  8.4000	  2.6921	   5.371	  88.255
 1472	  8.4000	  2.6971	   5.376	  88.315
 1473	  8.4200	  2.7021	   5.381	  88.375
 1474	  8.4200	  2.7071	   5.386	  88.435
 1475	  8.4200	  2.7121	   5.391	  88.495
 1476	  8.4200	  2.7171	   5.396	  88.555
 1477	  8.4200	  2.7221	   5.401	  88.615
 1478	  8.4200	  2.7271	   5.406	  88.675
 1479	  8.4400	  2.7321	   5.411	  88.735
 1480	  8.4400	  2.7371	   5.416	  88.795
 1481	  8.4400	  2.7421	   5.421	  88.855
 1482	  8.4400	  2.7471	   5.426	  88.915
 1483	  8.4400	  2.7521	   5.431	  88.975
 1484	  8.4400	  2.7571	   5.436	  89.035
 1485	  8.4400	  2.7633	   5.443	  89.095
 1486	  8.4400	  2.7683	   5.447	  89.155
 1487	  8.4400	  2.7733	   5.452	  89.215
 1488	  8.4400	  2.7783	   5.457	  89.275
 1489	  8.4400	  2.7833	   5.463	  89.335
 1490	  8.4400	  2.7883	   5.467	  89.395
 1491	  8.4600	  2.7933	   5.472	  89.455
 1492	  8.4600	  2.7983	   5.477	  89.515
 1493	  8.4800	  2.8033	   5.483	  89.575
 1494	  8.4800	  2.8083	   5.487	  89.635
 1495	  8.5000	  2.8133	   5.492	  89.695
 1496	  8.5200	  2.8183	   5.497	  89.755
 1497	  8.5200	  2.8233	   5.503	  89.815
 1498	  8.5400	  2.8283	   5.507	  89.875
 1499	  8.5400	  2.8333	   5.512	  89.935
 1500	  8.5600	  2.8383	   5.517	  89.995
 1501	  8.5600	  2.8433	   5.523	  90.055
 1502	  8.5800	  2.8483	   5.527	  90.115
 1503	  8.5800	  2.8533	   5.532	  90.175
 1504	  8.5800	  2.8583	   5.537	  90.235
 1505	  8.6000	  2.8633	   5.543	  90.295
 1506	  8.6000	  2.8683	   5.547	  90.355
 1507	  8.6200	  2.8733	   5.552	  90.415
 1508	  8.6200	  2.8783	   5.557	  90.475
 1509	  8.6200	  2.8833	   5.562	  90.535
 1510	  8.6200	  2.8883	   5.567	  90.595
 1511	  8.6200	  2.8933	   5.572	  90.655
 1512	  8.6200	  2.8983	   5.577	  90.715
 1513	  8.6200	  2.9033	   5.582	  90.775
 1514	  8.6200	  2.9083	   5.588	  90.835
 1515	  8.5800	  2.9133	   5.592	  90.895
 1516	  8.5600	  2.9183	   5.597	  90.955
 1517	  8.5400	  2.9233	   5.602	  91.015
 1518	  8.5400	  2.9283	   5.608	  91.075
 1519	  8.5600	  2.9333	   5.612	  91.135
 1520	  8.5800	  2.9383	   5.617	  91.195
 1521	  8.5800	  2.9433	   5.622	  91.255
 1522	  8.6000	  2.9483	   5.628	  91.315
 1523	  8.6000	  2.9533	   5.632	  91.375
 1524	  8.6000	  2.9583	   5.637	  91.435
 1525	  8.6200	  2.9633	   5.642	  91.495
 1526	  8.6200	  2.9683	   5.648	  91.555
 1527	  8.6200	  2.9733	   5.652	  91.615
 1528	  8.6400	  2.9783	   5.657	  91.675
 1529	  8.6400	  2.9833	   5.662	  91.735
 1530	  8.6400	  2.9883	   5.668	  91.795
 1531	  8.6400	  2.9933	   5.672	  91.855
 1532	  8.6600	  2.9983	   5.677	  91.915
 1533	  8.6600	  3.0033	   5.682	  91.975
 1534	  8.6600	  3.0083	   5.688	  92.035
 1535	  8.6600	  3.0133	   5.692	  92.095
 1536	  8.6600	  3.0183	   5.697	  92.155
 1537	  8.6800	  3.0233	   5.702	  92.215
 1538	  8.6800	  3.0283	   5.707	  92.275
 1539	  8.6800	  3.0333	   5.713	  92.335
 1540	  8.6800	  3.0383	   5.717	  92.395
 1541	  8.6800	  3.0433	   5.722	  92.455
 1542	  8.7000	  3.0483	   5.727	  92.515
 1543	  8.7000	  3.0533	   5.733	  92.575
 1544	  8.7000	  3.0583	   5.737	  92.635
 1545	  8.7000	  3.0633	   5.742	  92.695
 1546	  8.7000	  3.0683	   5.747	  92.755
 1547	  8.7000	  3.0733	   5.753	  92.815
 1548	  8.6800	  3.0783	   5.757	  92.875
 1549	  8.6800	  3.0833	   5.762	  92.935
 1550	  8.6800	  3.0883	   5.767	  92.995
 1551	  8.6800	  3.0933	   5.773	  93.055
 1552	  8.7000	  3.0983	   5.777	  93.115
 1553	  8.7000	  3.1033	   5.782	  93.175
 1554	  8.7200	  3.1083	   5.787	  93.235
 1555	  8.7200	  3.1146	   5.794	  93.295
 1556	  8.7400	  3.1183	   5.797	  93.355
 1557	  8.7600	  3.1246	   5.804	  93.415
 1558	  8.7600	  3.1296	   5.809	  93.475
 1559	  8.7800	  3.1346	   5.814	  93.535
 1560	  8.7800	  3.1396	   5.819	  93.595
 1561	  8.8000	  3.1446	   5.824	  93.655
 1562	  8.8000	  3.1496	   5.829	  93.715
 1563	  8.8200	  3.1546	   5.834	  93.775
 1564	  8.8200	  3.1596	   5.839	  93.835
 1565	  8.8200	  3.1646	   5.844	  93.895
 1566	  8.8200	  3.1696	   5.849	  93.955
 1567	  8.8200	  3.1746	   5.854	  94.015
 1568	  8.8200	  3.1796	   5.859	  94.075
 1569	  8.7800	  3.1846	   5.864	  94.135
 1570	  8.7200	  3.1896	   5.869	  94.195
 1571	  8.7000	  3.1946	   5.874	  94.255
 1572	  8.7000	  3.1996	   5.879	  94.315
 1573	  8.7000	  3.2046	   5.884	  94.375
 1574	  8.7200	  3.2096	   5.889	  94.435
 1575	  8.7200	  3.2146	   5.894	  94.495
 1576	  8.7400	  3.2196	   5.899	  94.555
 1577	  8.7400	  3.2246	   5.904	  94.615
 1578	  8.7400	  3.2296	   5.909	  94.675
 1579	  8.7400	  3.2346	   5.914	  94.735
 1580	  8.7600	  3.2396	   5.919	  94.795
 1581	  8.7600	  3.2446	   5.924	  94.855
 1582	  8.7600	  3.2496	   5.929	  94.915
 1583	  8.7600	  3.2546	   5.934	  94.975
 1584	  8.7800	  3.2596	   5.939	  95.035
 1585	  8.7800	  3.2646	   5.944	  95.095
 1586	  8.7800	  3.2696	   5.949	  95.155
 1587	  8.7800	  3.2746	   5.954	  95.215
 1588	  8.7800	  3.2796	   5.959	  95.275
 1589	  8.8000	  3.2846	   5.964	  95.335
 1590	  8.8000	  3.2896	   5.969	  95.395
 1591	  8.8000	  3.2946	   5.974	  95.455
 1592	  8.8200	  3.2996	   5.979	  95.515
 1593	  8.8200	  3.3046	   5.984	  95.575
 1594	  8.8200	  3.3096	   5.989	  95.635
 1595	  8.8200	  3.3146	   5.994	  95.695
 1596	  8.8400	  3.3196	   5.999	  95.755
 1597	  8.8400	  3.3246	   6.004	  95.815
 1598	  8.8400	  3.3296	   6.009	  95.875
 1599	  8.8400	  3.3346	   6.014	  95.935
 1600	  8.8600	  3.3396	   6.019	  95.995
 1601	  8.8600	  3.3446	   6.024	  96.055
 1602	  8.8800	  3.3496	   6.029	  96.115
 1603	  8.8600	  3.3546	   6.034	  96.175
 1604	  8.8800	  3.3596	   6.039	  96.235
 1605	  8.8800	  3.3646	   6.044	  96.295
 1606	  8.8800	  3.3696	   6.049	  96.355
 1607	  8.9000	  3.3746	   6.054	  96.415
 1608	  8.9000	  3.3796	   6.059	  96.475
 1609	  8.9000	  3.3846	   6.064	  96.535
 1610	  8.9000	  3.3908	   6.070	  96.595
 1611	  8.9200	  3.3946	   6.074	  96.655
 1612	  8.9200	  3.4008	   6.080	  96.715
 1613	  8.9200	  3.4046	   6.084	  96.775
 1614	  8.9200	  3.4108	   6.090	  96.835
 1615	  8.9200	  3.4158	   6.095	  96.895
 1616	  8.9200	  3.4208	   6.100	  96.955
 1617	  8.9200	  3.4258	   6.105	  97.015
 1618	  8.9200	  3.4308	   6.110	  97.075
 1619	  8.9200	  3.4358	   6.115	  97.135
 1620	  8.9200	  3.4408	   6.120	  97.195
 1621	  8.9200	  3.4458	   6.125	  97.255
 1622	  8.9200	  3.4508	   6.130	  97.315
 1623	  8.9200	  3.4558	   6.135	  97.375
 1624	  8.9400	  3.4608	   6.140	  97.435
 1625	  8.9400	  3.4658	   6.145	  97.495
 1626	  8.9600	  3.4708	   6.150	  97.555
 1627	  8.9600	  3.4758	   6.155	  97.615
 1628	  8.9800	  3.4808	   6.160	  97.675
 1629	  8.9800	  3.4858	   6.165	  97.735
 1630	  9.0000	  3.4908	   6.170	  97.795
 1631	  9.0000	  3.4958	   6.175	  97.855
 1632	  9.0200	  3.5008	   6.180	  97.915
 1633	  9.0200	  3.5058	   6.185	  97.975
 1634	  9.0200	  3.5108	   6.190	  98.035
 1635	  9.0400	  3.5158	   6.195	  98.095
 1636	  9.0400	  3.5208	   6.200	  98.155
 1637	  9.0600	  3.5258	   6.205	  98.215
 1638	  9.0600	  3.5308	   6.210	  98.275
 1639	  9.0600	  3.5358	   6.215	  98.335
 1640	  9.0600	  3.5408	   6.220	  98.395
 1641	  9.0600	  3.5458	   6.225	  98.455
 1642	  9.0800	  3.5508	   6.230	  98.515
 1643	  9.0800	  3.5558	   6.235	  98.575
 1644	  9.0800	  3.5608	   6.240	  98.635
 1645	  9.1000	  3.5658	   6.245	  98.695
 1646	  9.1000	  3.5708	   6.250	  98.755
 1647	  9.1000	  3.5758	   6.255	  98.815
 1648	  9.1200	  3.5808	   6.260	  98.875
 1649	  9.1200	  3.5858	   6.265	  98.935
 1650	  9.1200	  3.5908	   6.270	  98.995
 1651	  9.1200	  3.5958	   6.275	  99.055
 1652	  9.1200	  3.6008	   6.280	  99.115
 1653	  9.1400	  3.6058	   6.285	  99.175
 1654	  9.1400	  3.6108	   6.290	  99.235
 1655	  9.1400	  3.6158	   6.295	  99.295
 1656	  9.1400	  3.6196	   6.299	  99.355
 1657	  9.1200	  3.6246	   6.304	  99.415
 1658	  9.1200	  3.6296	   6.309	  99.475
 1659	  9.1200	  3.6346	   6.314	  99.535
 1660	  9.1200	  3.6396	   6.319	  99.595
 1661	  9.1000	  3.6446	   6.324	  99.655
 1662	  9.0800	  3.6496	   6.329	  99.715
 1663	  9.0600	  3.6546	   6.334	  99.775
 1664	  9.0600	  3.6596	   6.339	  99.835
 1665	  9.0600	  3.6646	   6.344	  99.895
 1666	  9.0600	  3.6696	   6.349	  99.955
 1667	  9.0600	  3.6746	   6.354	 100.015
 1668	  9.0800	  3.6796	   6.359	 100.075
 1669	  9.0800	  3.6846	   6.364	 100.135
 1670	  9.0800	  3.6896	   6.369	 100.195
 1671	  9.1000	  3.6946	   6.374	 100.255
 1672	  9.1000	  3.6996	   6.379	 100.315
 1673	  9.1000	  3.7046	   6.384	 100.375
 1674	  9.1000	  3.7096	   6.389	 100.435
 1675	  9.1200	  3.7146	   6.394	 100.495
 1676	  9.1200	  3.7196	   6.399	 100.555
 1677	  9.1200	  3.7246	   6.404	 100.615
 1678	  9.1000	  3.7296	   6.409	 100.675
 1679	  9.1000	  3.7346	   6.414	 100.735
 1680	  9.0800	  3.7396	   6.419	 100.795
 1681	  9.0600	  3.7446	   6.424	 100.855
 1682	  9.0600	  3.7496	   6.429	 100.915
 1683	  9.0600	  3.7546	   6.434	 100.975
 1684	  9.0800	  3.7596	   6.439	 101.035
 1685	  9.0800	  3.7646	   6.444	 101.095
 1686	  9.0800	  3.7696	   6.449	 101.155
 1687	  9.0800	  3.7746	   6.454	 101.215
 1688	  9.0800	  3.7796	   6.459	 101.275
 1689	  9.1000	  3.7846	   6.464	 101.335
 1690	  9.0800	  3.7896	   6.469	 101.395
 1691	  9.1000	  3.7946	   6.474	 101.455
 1692	  9.1000	  3.7996	   6.479	 101.515
 1693	  9.1000	  3.8046	   6.484	 101.575
 1694	  9.1000	  3.8096	   6.489	 101.635
 1695	  9.1000	  3.8146	   6.494	 101.695
 1696	  9.1000	  3.8196	   6.499	 101.755
 1697	  9.1000	  3.8246	   6.504	 101.815
 1698	  9.1200	  3.8296	   6.509	 101.875
 1699	  9.1200	  3.8346	   6.514	 101.935
 1700	  9.1200	  3.8396	   6.519	 101.995
 1701	  9.1200	  3.8446	   6.524	 102.055
 1702	  9.1200	  3.8508	   6.530	 102.115
 1703	  9.1200	  3.8558	   6.535	 102.175
 1704	  9.1200	  3.8608	   6.540	 102.235
 1705	  9.1200	  3.8658	   6.545	 102.295
 1706	  9.1200	  3.8708	   6.550	 102.355
 1707	  9.1200	  3.8758	   6.555	 102.415
 1708	  9.1200	  3.8808	   6.560	 102.475
 1709	  9.1200	  3.8858	   6.565	 102.535
 1710	  9.1200	  3.8908	   6.570	 102.595
 1711	  9.1400	  3.8958	   6.575	 102.655
 1712	  9.1400	  3.9008	   6.580	 102.715
 1713	  9.1600	  3.9058	   6.585	 102.775
 1714	  9.1800	  3.9108	   6.590	 102.835
 1715	  9.1800	  3.9158	   6.595	 102.895
 1716	  9.2000	  3.9208	   6.600	 102.955
 1717	  9.2200	  3.9258	   6.605	 103.015
 1718	  9.2200	  3.9308	   6.610	 103.075
 1719	  9.2400	  3.9358	   6.615	 103.135
 1720	  9.2400	  3.9408	   6.620	 103.195
 1721	  9.2600	  3.9458	   6.625	 103.255
 1722	  9.2800	  3.9508	   6.630	 103.315
 1723	  9.2800	  3.9558	   6.635	 103.375
 1724	  9.3000	  3.9608	   6.640	 103.435
 1725	  9.3000	  3.9658	   6.645	 103.495
 1726	  9.3000	  3.9708	   6.650	 103.555
 1727	  9.3200	  3.9758	   6.655	 103.615
 1728	  9.3200	  3.9808	   6.660	 103.675
 1729	  9.3200	  3.9858	   6.665	 103.735
 1730	  9.3200	  3.9908	   6.670	 103.795
 1731	  9.3200	  3.9958	   6.675	 103.855
 1732	  9.3200	  4.0008	   6.680	 103.915
 1733	  9.3000	  4.0058	   6.685	 103.975
 1734	  9.2600	  4.0108	   6.690	 104.035
 1735	  9.2400	  4.0158	   6.695	 104.095
 1736	  9.2200	  4.0208	   6.700	 104.155
 1737	  9.2200	  4.0258	   6.705	 104.215
 1738	  9.2200	  4.0308	   6.710	 104.275
 1739	  9.2400	  4.0358	   6.715	 104.335
 1740	  9.2400	  4.0408	   6.720	 104.395
 1741	  9.2400	  4.0458	   6.725	 104.455
 1742	  9.2600	  4.0508	   6.730	 104.515
 1743	  9.2600	  4.0558	   6.735	 104.575
 1744	  9.2600	  4.0608	   6.740	 104.635
 1745	  9.2600	  4.0658	   6.745	 104.695
 1746	  9.2800	  4.0708	   6.750	 104.755
 1747	  9.2800	  4.0758	   6.755	 104.815
 1748	  9.2800	  4.0808	   6.760	 104.875
 1749	  9.2800	  4.0858	   6.765	 104.935
 1750	  9.3000	  4.0908	   6.770	 104.995
 1751	  9.3000	  4.0958	   6.775	 105.055
 1752	  9.3000	  4.1021	   6.781	 105.115
 1753	  9.3000	  4.1058	   6.785	 105.175
 1754	  9.3000	  4.1121	   6.791	 105.235
 1755	  9.3200	  4.1158	   6.795	 105.295
 1756	  9.3200	  4.1221	   6.801	 105.355
 1757	  9.3200	  4.1271	   6.806	 105.415
 1758	  9.3200	  4.1321	   6.811	 105.475
 1759	  9.3400	  4.1371	   6.816	 105.535
 1760	  9.3400	  4.1421	   6.821	 105.595
 1761	  9.3400	  4.1471	   6.826	 105.655
 1762	  9.3400	  4.1521	   6.831	 105.715
 1763	  9.3400	  4.1571	   6.836	 105.775
 1764	  9.3400	  4.1621	   6.841	 105.835
 1765	  9.3600	  4.1671	   6.846	 105.895
 1766	  9.3600	  4.1721	   6.851	 105.955
 1767	  9.3600	  4.1758	   6.855	 106.015
 1768	  9.3600	  4.1821	   6.861	 106.075
 1769	  9.3600	  4.1858	   6.865	 106.135
 1770	  9.3600	  4.1921	   6.871	 106.195
 1771	  9.3800	  4.1958	   6.875	 106.255
 1772	  9.3800	  4.2021	   6.881	 106.315
 1773	  9.3800	  4.2058	   6.885	 106.375
 1774	  9.3800	  4.2121	   6.891	 106.435
 1775	  9.3800	  4.2158	   6.895	 106.495
 1776	  9.3800	  4.2221	   6.901	 106.555
 1777	  9.3800	  4.2271	   6.906	 106.615
 1778	  9.3800	  4.2321	   6.911	 106.675
 1779	  9.3800	  4.2371	   6.916	 106.735
 1780	  9.3800	  4.2421	   6.921	 106.795
 1781	  9.3800	  4.2471	   6.926	 106.855
 1782	  9.3600	  4.2521	   6.931	 106.915
 1783	  9.3600	  4.2571	   6.936	 106.975
 1784	  9.3600	  4.2621	   6.941	 107.035
 1785	  9.3800	  4.2671	   6.946	 107.095
 1786	  9.3800	  4.2721	   6.951	 107.155
 1787	  9.3800	  4.2771	   6.956	 107.215
 1788	  9.4000	  4.2821	   6.961	 107.275
 1789	  9.4000	  4.2871	   6.966	 107.335
 1790	  9.4200	  4.2921	   6.971	 107.395
 1791	  9.4200	  4.2971	   6.976	 107.455
 1792	  9.4200	  4.3021	   6.981	 107.515
 1793	  9.4200	  4.3071	   6.986	 107.575
 1794	  9.4200	  4.3121	   6.991	 107.635
 1795	  9.4200	  4.3171	   6.996	 107.695
 1796	  9.4200	  4.3221	   7.001	 107.755
 1797	  9.4200	  4.3271	   7.006	 107.815
 1798	  9.4000	  4.3321	   7.011	 107.875
 1799	  9.4000	  4.3371	   7.016	 107.935
 1800	  9.4000	  4.3421	   7.021	 107.995
 1801	  9.3800	  4.3471	   7.026	 108.055
 1802	  9.3800	  4.3521	   7.031	 108.115
 1803	  9.4000	  4.3571	   7.036	 108.175
 1804	  9.4000	  4.3621	   7.041	 108.235
 1805	  9.4000	  4.3671	   7.046	 108.295
 1806	  9.4000	  4.3721	   7.051	 108.355
 1807	  9.4200	  4.3771	   7.056	 108.415
 1808	  9.4200	  4.3821	   7.061	 108.475
 1809	  9.4400	  4.3871	   7.066	 108.535
 1810	  9.4400	  4.3921	   7.071	 108.595
 1811	  9.4600	  4.3971	   7.076	 108.655
 1812	  9.4600	  4.4021	   7.081	 108.715
 1813	  9.4800	  4.4071	   7.086	 108.775
 1814	  9.4800	  4.4121	   7.091	 108.835
 1815	  9.4800	  4.4171	   7.096	 108.895
 1816	  9.4800	  4.4221	   7.101	 108.955
 1817	  9.5000	  4.4271	   7.106	 109.015
 1818	  9.5000	  4.4321	   7.111	 109.075
 1819	  9.5000	  4.4371	   7.116	 109.135
 1820	  9.5000	  4.4433	   7.122	 109.195
 1821	  9.5000	  4.4471	   7.126	 109.255
 1822	  9.5200	  4.4533	   7.132	 109.315
 1823	  9.5200	  4.4583	   7.137	 109.375
 1824	  9.5200	  4.4633	   7.142	 109.435
 1825	  9.5200	  4.4683	   7.148	 109.495
 1826	  9.5200	  4.4733	   7.152	 109.555
 1827	  9.5200	  4.4783	   7.157	 109.615
 1828	  9.5200	  4.4833	   7.162	 109.675
 1829	  9.5400	  4.4883	   7.168	 109.735
 1830	  9.5400	  4.4933	   7.172	 109.795
 1831	  9.5400	  4.4983	   7.177	 109.855
 1832	  9.5400	  4.5033	   7.182	 109.915
 1833	  9.5400	  4.5083	   7.188	 109.975
 1834	  9.5400	  4.5133	   7.192	 110.035
 1835	  9.5600	  4.5183	   7.197	 110.095
 1836	  9.5600	  4.5233	   7.202	 110.155
 1837	  9.5600	  4.5283	   7.207	 110.215
 1838	  9.5600	  4.5321	   7.211	 110.275
 1839	  9.5600	  4.5383	   7.217	 110.335
 1840	  9.5600	  4.5421	   7.221	 110.395
 1841	  9.5600	  4.5483	   7.227	 110.455
 1842	  9.5800	  4.5533	   7.233	 110.515
 1843	  9.5800	  4.5571	   7.236	 110.575
 1844	  9.5800	  4.5633	   7.242	 110.635
 1845	  9.5800	  4.5683	   7.247	 110.695
 1846	  9.5800	  4.5733	   7.253	 110.755
 1847	  9.5800	  4.5783	   7.257	 110.815
 1848	  9.5800	  4.5833	   7.262	 110.875
 1849	  9.5800	  4.5883	   7.267	 110.935
 1850	  9.5800	  4.5933	   7.273	 110.995
 1851	  9.6000	  4.5983	   7.277	 111.055
 1852	  9.6000	  4.6033	   7.282	 111.115
 1853	  9.6000	  4.6083	   7.287	 111.175
 1854	  9.6000	  4.6133	   7.293	 111.235
 1855	  9.6000	  4.6183	   7.297	 111.295
 1856	  9.6000	  4.6233	   7.302	 111.355
 1857	  9.6000	  4.6283	   7.307	 111.415
 1858	  9.6000	  4.6333	   7.312	 111.475
 1859	  9.6000	  4.6383	   7.317	 111.535
 1860	  9.6200	  4.6433	   7.322	 111.595
 1861	  9.6000	  4.6483	   7.327	 111.655
 1862	  9.6200	  4.6533	   7.332	 111.715
 1863	  9.6200	  4.6583	   7.337	 111.775
 1864	  9.6200	  4.6633	   7.342	 111.835
 1865	  9.6200	  4.6683	   7.347	 111.895
 1866	  9.6200	  4.6733	   7.352	 111.955
 1867	  9.6200	  4.6783	   7.357	 112.015
 1868	  9.6200	  4.6833	   7.362	 112.075
 1869	  9.6400	  4.6883	   7.367	 112.135
 1870	  9.6400	  4.6933	   7.372	 112.195
 1871	  9.6400	  4.6983	   7.378	 112.255
 1872	  9.6400	  4.7033	   7.382	 112.315
 1873	  9.6400	  4.7083	   7.387	 112.375
 1874	  9.6400	  4.7133	   7.392	 112.435
 1875	  9.6400	  4.7183	   7.398	 112.495
 1876	  9.6400	  4.7233	   7.402	 112.555
 1877	  9.6400	  4.7283	   7.407	 112.615
 1878	  9.6600	  4.7333	   7.412	 112.675
 1879	  9.6600	  4.7383	   7.418	 112.735
 1880	  9.6600	  4.7433	   7.422	 112.795
 1881	  9.6600	  4.7483	   7.427	 112.855
 1882	  9.6600	  4.7546	   7.434	 112.915
 1883	  9.6600	  4.7583	   7.438	 112.975
 1884	  9.6600	  4.7646	   7.444	 113.035
 1885	  9.6400	  4.7696	   7.449	 113.095
 1886	  9.6000	  4.7746	   7.454	 113.155
 1887	  9.5200	  4.7796	   7.459	 113.215
 1888	  9.4800	  4.7846	   7.464	 113.275
 1889	  9.4800	  4.7896	   7.469	 113.335
 1890	  9.5000	  4.7946	   7.474	 113.395
 1891	  9.5000	  4.7996	   7.479	 113.455
 1892	  9.5200	  4.8046	   7.484	 113.515
 1893	  9.5400	  4.8096	   7.489	 113.575
 1894	  9.5400	  4.8146	   7.494	 113.635
 1895	  9.5600	  4.8196	   7.499	 113.695
 1896	  9.5600	  4.8246	   7.504	 113.755
 1897	  9.5600	  4.8296	   7.509	 113.815
 1898	  9.5600	  4.8346	   7.514	 113.875
 1899	  9.5600	  4.8396	   7.519	 113.935
 1900	  9.5800	  4.8446	   7.524	 113.995
 1901	  9.5800	  4.8496	   7.529	 114.055
 1902	  9.5800	  4.8546	   7.534	 114.115
 1903	  9.5800	  4.8596	   7.539	 114.175
 1904	  9.5800	  4.8646	   7.544	 114.235
 1905	  9.6000	  4.8696	   7.549	 114.295
 1906	  9.6000	  4.8746	   7.554	 114.355
 1907	  9.6000	  4.8796	   7.559	 114.415
 1908	  9.6000	  4.8846	   7.564	 114.475
 1909	  9.6200	  4.8896	   7.569	 114.535
 1910	  9.6200	  4.8946	   7.574	 114.595
 1911	  9.6200	  4.8996	   7.579	 114.655
 1912	  9.6200	  4.9046	   7.584	 114.715
 1913	  9.6400	  4.9096	   7.589	 114.775
 1914	  9.6400	  4.9146	   7.594	 114.835
 1915	  9.6400	  4.9196	   7.599	 114.895
 1916	  9.6400	  4.9246	   7.604	 114.955
 1917	  9.6400	  4.9296	   7.609	 115.015
 1918	  9.6600	  4.9346	   7.614	 115.075
 1919	  9.6600	  4.9396	   7.619	 115.135
 1920	  9.6600	  4.9446	   7.624	 115.195
 1921	  9.6600	  4.9496	   7.629	 115.255
 1922	  9.6600	  4.9546	   7.634	 115.315
 1923	  9.6600	  4.9596	   7.639	 115.375
 1924	  9.6600	  4.9646	   7.644	 115.435
 1925	  9.6400	  4.9696	   7.649	 115.495
 1926	  9.6400	  4.9746	   7.654	 115.555
 1927	  9.6400	  4.9796	   7.659	 115.615
 1928	  9.6400	  4.9846	   7.664	 115.675
 1929	  9.6400	  4.9896	   7.669	 115.735
 1930	  9.6400	  4.9946	   7.674	 115.795
 1931	  9.6600	  4.9996	   7.679	 115.855
 1932	  9.6600	  5.0046	   7.684	 115.915
 1933	  9.6600	  5.0096	   7.689	 115.975
 1934	  9.6800	  5.0146	   7.694	 116.035
 1935	  9.6800	  5.0196	   7.699	 116.095
 1936	  9.6800	  5.0246	   7.704	 116.155
 1937	  9.7000	  5.0308	   7.710	 116.215
 1938	  9.7000	  5.0346	   7.714	 116.275
 1939	  9.7000	  5.0408	   7.720	 116.335
 1940	  9.7200	  5.0458	   7.725	 116.395
 1941	  9.7200	  5.0508	   7.730	 116.455
 1942	  9.7200	  5.0558	   7.735	 116.515
 1943	  9.7200	  5.0608	   7.740	 116.575
 1944	  9.7200	  5.0658	   7.745	 116.635
 1945	  9.7200	  5.0708	   7.750	 116.695
 1946	  9.7200	  5.0758	   7.755	 116.755
 1947	  9.7200	  5.0808	   7.760	 116.815
 1948	  9.7200	  5.0858	   7.765	 116.875
 1949	  9.7200	  5.0908	   7.770	 116.935
 1950	  9.7200	  5.0958	   7.775	 116.995
 1951	  9.7200	  5.1008	   7.780	 117.055
 1952	  9.7400	  5.1058	   7.785	 117.115
 1953	  9.7400	  5.1108	   7.790	 117.175
 1954	  9.7600	  5.1158	   7.795	 117.235
