0
Diameter:	   8.00
   1.00
Area:	  50.2655
GaugeLength:	  50.00
2009-1-1
al solu
001
DataNumber:	3395
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
  882	  6.7200	  1.1933	   3.872	  52.915
  883	  6.7200	  1.1933	   3.872	  52.975
  884	  6.7200	  1.1933	   3.872	  53.035
  885	  6.7200	  1.1933	   3.872	  53.095
  886	  6.7200	  1.1933	   3.872	  53.155
  887	  6.7200	  1.1933	   3.872	  53.215
  888	  6.7200	  1.1933	   3.872	  53.275
  889	  6.7200	  1.1933	   3.872	  53.335
  890	  6.7200	  1.1933	   3.872	  53.395
  891	  6.7200	  1.1933	   3.872	  53.455
  892	  6.7200	  1.1933	   3.872	  53.515
  893	  6.7200	  1.1933	   3.872	  53.575
  894	  6.7200	  1.1933	   3.872	  53.635
  895	  6.7200	  1.1933	   3.872	  53.695
  896	  6.7200	  1.1933	   3.872	  53.755
  897	  6.7200	  1.1933	   3.872	  53.815
  898	  6.7200	  1.1933	   3.872	  53.875
  899	  6.7200	  1.1933	   3.872	  53.935
  900	  6.7200	  1.1933	   3.872	  53.995
  901	  6.7200	  1.1933	   3.872	  54.055
  902	  6.7200	  1.1933	   3.872	  54.115
  903	  6.7200	  1.1933	   3.872	  54.175
  904	  6.7200	  1.1933	   3.872	  54.235
  905	  6.7200	  1.1933	   3.872	  54.295
  906	  6.7200	  1.1933	   3.872	  54.355
  907	  6.7200	  1.1933	   3.872	  54.415
  908	  6.7200	  1.1933	   3.872	  54.475
  909	  6.7200	  1.1933	   3.872	  54.535
  910	  6.7200	  1.1933	   3.872	  54.595
  911	  6.7200	  1.1933	   3.872	  54.655
  912	  6.7200	  1.1933	   3.872	  54.715
  913	  6.7200	  1.1933	   3.872	  54.775
  914	  6.7200	  1.1933	   3.872	  54.835
  915	  6.7200	  1.1933	   3.872	  54.895
  916	  6.7200	  1.1933	   3.872	  54.955
  917	  6.7200	  1.1933	   3.872	  55.015
  918	  6.7200	  1.1933	   3.872	  55.075
  919	  6.7200	  1.1933	   3.872	  55.135
  920	  6.7200	  1.1933	   3.872	  55.195
  921	  6.7200	  1.1933	   3.872	  55.255
  922	  6.7200	  1.1933	   3.872	  55.315
  923	  6.7000	  1.1933	   3.872	  55.375
  924	  6.7000	  1.1933	   3.872	  55.435
  925	  6.7200	  1.1933	   3.872	  55.495
  926	  6.7000	  1.1933	   3.872	  55.555
  927	  6.7000	  1.1933	   3.872	  55.615
  928	  6.7200	  1.1933	   3.872	  55.675
  929	  6.7000	  1.1933	   3.872	  55.735
  930	  6.7000	  1.1933	   3.872	  55.795
  931	  6.7000	  1.1933	   3.872	  55.855
  932	  6.7000	  1.1933	   3.872	  55.915
  933	  6.7000	  1.1933	   3.872	  55.975
  934	  6.7200	  1.1933	   3.872	  56.035
  935	  6.7000	  1.1933	   3.872	  56.095
  936	  6.7000	  1.1933	   3.872	  56.155
  937	  6.7000	  1.1933	   3.872	  56.215
  938	  6.7000	  1.1933	   3.872	  56.275
  939	  6.7000	  1.1933	   3.872	  56.335
  940	  6.7000	  1.1933	   3.872	  56.395
  941	  6.7000	  1.1933	   3.872	  56.455
  942	  6.7000	  1.1933	   3.872	  56.515
  943	  6.7000	  1.1933	   3.872	  56.575
  944	  6.7000	  1.1933	   3.872	  56.635
  945	  6.7000	  1.1933	   3.872	  56.695
  946	  6.7000	  1.1933	   3.872	  56.755
  947	  6.7000	  1.1933	   3.872	  56.815
  948	  6.7000	  1.1933	   3.872	  56.875
  949	  6.7000	  1.1933	   3.872	  56.935
  950	  6.7000	  1.1933	   3.872	  56.995
  951	  6.7000	  1.1933	   3.872	  57.055
  952	  6.7000	  1.1933	   3.872	  57.115
  953	  6.7000	  1.1933	   3.872	  57.175
  954	  6.7000	  1.1933	   3.872	  57.235
  955	  6.7000	  1.1933	   3.872	  57.295
  956	  6.7000	  1.1946	   3.874	  57.355
  957	  6.7000	  1.1946	   3.874	  57.415
  958	  6.7000	  1.1946	   3.874	  57.475
  959	  6.7000	  1.1946	   3.874	  57.535
  960	  6.7000	  1.1946	   3.874	  57.595
  961	  6.7000	  1.1946	   3.874	  57.655
  962	  6.7000	  1.1946	   3.874	  57.715
  963	  6.7000	  1.1946	   3.874	  57.775
  964	  6.7000	  1.1946	   3.874	  57.835
  965	  6.7000	  1.1946	   3.874	  57.895
  966	  6.7000	  1.1946	   3.874	  57.955
  967	  6.7000	  1.1946	   3.874	  58.015
  968	  6.7000	  1.1946	   3.874	  58.075
  969	  6.7000	  1.1946	   3.874	  58.135
  970	  6.7000	  1.1946	   3.874	  58.195
  971	  6.7000	  1.1946	   3.874	  58.255
  972	  6.7000	  1.1946	   3.874	  58.315
  973	  6.7000	  1.1946	   3.874	  58.375
  974	  6.7000	  1.1946	   3.874	  58.435
  975	  6.7000	  1.1946	   3.874	  58.495
  976	  6.7000	  1.1946	   3.874	  58.555
  977	  6.7000	  1.1946	   3.874	  58.615
  978	  6.7000	  1.1946	   3.874	  58.675
  979	  6.7000	  1.1946	   3.874	  58.735
  980	  6.7000	  1.1946	   3.874	  58.795
  981	  6.7000	  1.1946	   3.874	  58.855
  982	  6.7000	  1.1946	   3.874	  58.915
  983	  6.7000	  1.1946	   3.874	  58.975
  984	  6.7000	  1.1946	   3.874	  59.035
  985	  6.7000	  1.1946	   3.874	  59.095
  986	  6.7000	  1.1946	   3.874	  59.155
  987	  6.7000	  1.1946	   3.874	  59.215
  988	  6.7000	  1.1946	   3.874	  59.275
  989	  6.7000	  1.1946	   3.874	  59.335
  990	  6.7000	  1.1946	   3.874	  59.395
  991	  6.7000	  1.1946	   3.874	  59.455
  992	  6.7000	  1.1946	   3.874	  59.515
  993	  6.7000	  1.1946	   3.874	  59.575
  994	  6.7000	  1.1946	   3.874	  59.635
  995	  6.7000	  1.1946	   3.874	  59.695
  996	  6.7000	  1.1946	   3.874	  59.755
  997	  6.7000	  1.1946	   3.874	  59.815
  998	  6.7000	  1.1946	   3.874	  59.875
  999	  6.7000	  1.1946	   3.874	  59.935
 1000	  6.7000	  1.1946	   3.874	  59.995
 1001	  6.7000	  1.1946	   3.874	  60.055
 1002	  6.7000	  1.1946	   3.874	  60.115
 1003	  6.7000	  1.1946	   3.874	  60.175
 1004	  6.7000	  1.1946	   3.874	  60.235
 1005	  6.7000	  1.1946	   3.874	  60.295
 1006	  6.7000	  1.1946	   3.874	  60.355
 1007	  6.7000	  1.1946	   3.874	  60.415
 1008	  6.7000	  1.1946	   3.874	  60.475
 1009	  6.7000	  1.1946	   3.874	  60.535
 1010	  6.7000	  1.1946	   3.874	  60.595
 1011	  6.7000	  1.1946	   3.874	  60.655
 1012	  6.7000	  1.1946	   3.874	  60.715
 1013	  6.7000	  1.1946	   3.874	  60.775
 1014	  6.7000	  1.1946	   3.874	  60.835
 1015	  6.7000	  1.1946	   3.874	  60.895
 1016	  6.7000	  1.1946	   3.874	  60.955
 1017	  6.7000	  1.1946	   3.874	  61.015
 1018	  6.7000	  1.1946	   3.874	  61.075
 1019	  6.7000	  1.1946	   3.874	  61.135
 1020	  6.7000	  1.1946	   3.874	  61.195
 1021	  6.7000	  1.1946	   3.874	  61.255
 1022	  6.7000	  1.1946	   3.874	  61.315
 1023	  6.7000	  1.1946	   3.874	  61.375
 1024	  6.7000	  1.1946	   3.874	  61.435
 1025	  6.6800	  1.1946	   3.874	  61.495
 1026	  6.7000	  1.1946	   3.874	  61.555
 1027	  6.7000	  1.1946	   3.874	  61.615
 1028	  6.7000	  1.1946	   3.874	  61.675
 1029	  6.7000	  1.1946	   3.874	  61.735
 1030	  6.7000	  1.1946	   3.874	  61.795
 1031	  6.7000	  1.1946	   3.874	  61.855
 1032	  6.7000	  1.1946	   3.874	  61.915
 1033	  6.7000	  1.1946	   3.874	  61.975
 1034	  6.7000	  1.1946	   3.874	  62.035
 1035	  6.6800	  1.1946	   3.874	  62.095
 1036	  6.7000	  1.1946	   3.874	  62.155
 1037	  6.7000	  1.1946	   3.874	  62.215
 1038	  6.7000	  1.1946	   3.874	  62.275
 1039	  6.7000	  1.1946	   3.874	  62.335
 1040	  6.7000	  1.1946	   3.874	  62.395
 1041	  6.7000	  1.1946	   3.874	  62.455
 1042	  6.7000	  1.1946	   3.874	  62.515
 1043	  6.7000	  1.1946	   3.874	  62.575
 1044	  6.7000	  1.1946	   3.874	  62.635
 1045	  6.7000	  1.1946	   3.874	  62.695
 1046	  6.7000	  1.1946	   3.874	  62.755
 1047	  6.7000	  1.1946	   3.874	  62.815
 1048	  6.7000	  1.1946	   3.874	  62.875
 1049	  6.7000	  1.1946	   3.874	  62.935
 1050	  6.6800	  1.1946	   3.874	  62.995
 1051	  6.7000	  1.1946	   3.874	  63.055
 1052	  6.6800	  1.1946	   3.874	  63.115
 1053	  6.6800	  1.1946	   3.874	  63.175
 1054	  6.6800	  1.1946	   3.874	  63.235
 1055	  6.6800	  1.1946	   3.874	  63.295
 1056	  6.7000	  1.1946	   3.874	  63.355
 1057	  6.7000	  1.1946	   3.874	  63.415
 1058	  6.7000	  1.1946	   3.874	  63.475
 1059	  6.6800	  1.1946	   3.874	  63.535
 1060	  6.6800	  1.1946	   3.874	  63.595
 1061	  6.6800	  1.1946	   3.874	  63.655
 1062	  6.6800	  1.1946	   3.874	  63.715
 1063	  6.6800	  1.1946	   3.874	  63.775
 1064	  6.7000	  1.1946	   3.874	  63.835
 1065	  6.6800	  1.1946	   3.874	  63.895
 1066	  6.6800	  1.1946	   3.874	  63.955
 1067	  6.6800	  1.1946	   3.874	  64.015
 1068	  6.6800	  1.1946	   3.874	  64.075
 1069	  6.6800	  1.1946	   3.874	  64.135
 1070	  6.6800	  1.1946	   3.874	  64.195
 1071	  6.6800	  1.1946	   3.874	  64.255
 1072	  6.6800	  1.1946	   3.874	  64.315
 1073	  6.6800	  1.1946	   3.874	  64.375
 1074	  6.6800	  1.1946	   3.874	  64.435
 1075	  6.6800	  1.1946	   3.874	  64.495
 1076	  6.6800	  1.1946	   3.874	  64.555
 1077	  6.6800	  1.1946	   3.874	  64.615
 1078	  6.6800	  1.1946	   3.874	  64.675
 1079	  6.6800	  1.1946	   3.874	  64.735
 1080	  6.6800	  1.1946	   3.874	  64.795
 1081	  6.6800	  1.1946	   3.874	  64.855
 1082	  6.6800	  1.1946	   3.874	  64.915
 1083	  6.6800	  1.1946	   3.874	  64.975
 1084	  6.6800	  1.1946	   3.874	  65.035
 1085	  6.6800	  1.1946	   3.874	  65.095
 1086	  6.6800	  1.1946	   3.874	  65.155
 1087	  6.6800	  1.1946	   3.874	  65.215
 1088	  6.6800	  1.1946	   3.874	  65.275
 1089	  6.6800	  1.1946	   3.874	  65.335
 1090	  6.6800	  1.1946	   3.874	  65.395
 1091	  6.7000	  1.1946	   3.874	  65.455
 1092	  6.6800	  1.1946	   3.874	  65.515
 1093	  6.6800	  1.1946	   3.874	  65.575
 1094	  6.6800	  1.1946	   3.874	  65.635
 1095	  6.6800	  1.1946	   3.874	  65.695
 1096	  6.6800	  1.1946	   3.874	  65.755
 1097	  6.6800	  1.1946	   3.874	  65.815
 1098	  6.6800	  1.1946	   3.874	  65.875
 1099	  6.6800	  1.1946	   3.874	  65.935
 1100	  6.6800	  1.1946	   3.874	  65.995
 1101	  6.6800	  1.1946	   3.874	  66.055
 1102	  6.6800	  1.1946	   3.874	  66.115
 1103	  6.6800	  1.1946	   3.874	  66.175
 1104	  6.6800	  1.1946	   3.874	  66.235
 1105	  6.6800	  1.1946	   3.874	  66.295
 1106	  6.6800	  1.1946	   3.874	  66.355
 1107	  6.6800	  1.1946	   3.874	  66.415
 1108	  6.6800	  1.1946	   3.874	  66.475
 1109	  6.6800	  1.1946	   3.874	  66.535
 1110	  6.6800	  1.1946	   3.874	  66.595
 1111	  6.6800	  1.1946	   3.874	  66.655
 1112	  6.6800	  1.1946	   3.874	  66.715
 1113	  6.6800	  1.1946	   3.874	  66.775
 1114	  6.6800	  1.1946	   3.874	  66.835
 1115	  6.6800	  1.1946	   3.874	  66.895
 1116	  6.6800	  1.1946	   3.874	  66.955
 1117	  6.6800	  1.1946	   3.874	  67.015
 1118	  6.6800	  1.1946	   3.874	  67.075
 1119	  6.6800	  1.1946	   3.874	  67.135
 1120	  6.6800	  1.1946	   3.874	  67.195
 1121	  6.6800	  1.1946	   3.874	  67.255
 1122	  6.6800	  1.1946	   3.874	  67.315
 1123	  6.6800	  1.1946	   3.874	  67.375
 1124	  6.6800	  1.1946	   3.874	  67.435
 1125	  6.6800	  1.1946	   3.874	  67.495
 1126	  6.6800	  1.1946	   3.874	  67.555
 1127	  6.6800	  1.1946	   3.874	  67.615
 1128	  6.6800	  1.1946	   3.874	  67.675
 1129	  6.6800	  1.1946	   3.874	  67.735
 1130	  6.6800	  1.1946	   3.874	  67.795
 1131	  6.6800	  1.1946	   3.874	  67.855
 1132	  6.6800	  1.1946	   3.874	  67.915
 1133	  6.6800	  1.1946	   3.874	  67.975
 1134	  6.6800	  1.1946	   3.874	  68.035
 1135	  6.6800	  1.1946	   3.874	  68.095
 1136	  6.6800	  1.1946	   3.874	  68.155
 1137	  6.6800	  1.1946	   3.874	  68.215
 1138	  6.6800	  1.1946	   3.874	  68.275
 1139	  6.6800	  1.1946	   3.874	  68.335
 1140	  6.6800	  1.1946	   3.874	  68.395
 1141	  6.6800	  1.1946	   3.874	  68.455
 1142	  6.6800	  1.1946	   3.874	  68.515
 1143	  6.6800	  1.1946	   3.874	  68.575
 1144	  6.6800	  1.1946	   3.874	  68.635
 1145	  6.6800	  1.1946	   3.874	  68.695
 1146	  6.6800	  1.1946	   3.874	  68.755
 1147	  6.6800	  1.1946	   3.874	  68.815
 1148	  6.6800	  1.1946	   3.874	  68.875
 1149	  6.6800	  1.1946	   3.874	  68.935
 1150	  6.6800	  1.1946	   3.874	  68.995
 1151	  6.6800	  1.1946	   3.874	  69.055
 1152	  6.6800	  1.1946	   3.874	  69.115
 1153	  6.6800	  1.1946	   3.874	  69.175
 1154	  6.6800	  1.1946	   3.874	  69.235
 1155	  6.6800	  1.1946	   3.874	  69.295
 1156	  6.6800	  1.1946	   3.874	  69.355
 1157	  6.6800	  1.1946	   3.874	  69.415
 1158	  6.6800	  1.1946	   3.874	  69.475
 1159	  6.6800	  1.1946	   3.874	  69.535
 1160	  6.6800	  1.1946	   3.874	  69.595
 1161	  6.6800	  1.1946	   3.874	  69.655
 1162	  6.6800	  1.1946	   3.874	  69.715
 1163	  6.6800	  1.1946	   3.874	  69.775
 1164	  6.6800	  1.1946	   3.874	  69.835
 1165	  6.6800	  1.1946	   3.874	  69.895
 1166	  6.6800	  1.1946	   3.874	  69.955
 1167	  6.6800	  1.1946	   3.874	  70.015
 1168	  6.6800	  1.1946	   3.874	  70.075
 1169	  6.6800	  1.1946	   3.874	  70.135
 1170	  6.6800	  1.1946	   3.874	  70.195
 1171	  6.6800	  1.1946	   3.874	  70.255
 1172	  6.6800	  1.1958	   3.875	  70.315
 1173	  6.7600	  1.2008	   3.880	  70.375
 1174	  6.8800	  1.2058	   3.885	  70.435
 1175	  6.9800	  1.2108	   3.890	  70.495
 1176	  7.0800	  1.2158	   3.895	  70.555
 1177	  7.1400	  1.2208	   3.900	  70.615
 1178	  7.1800	  1.2258	   3.905	  70.675
 1179	  7.2200	  1.2308	   3.910	  70.735
 1180	  7.2600	  1.2358	   3.915	  70.795
 1181	  7.2800	  1.2408	   3.920	  70.855
 1182	  7.3200	  1.2458	   3.925	  70.915
 1183	  7.3200	  1.2508	   3.930	  70.975
 1184	  7.3400	  1.2558	   3.935	  71.035
 1185	  7.3400	  1.2608	   3.940	  71.095
 1186	  7.3400	  1.2658	   3.945	  71.155
 1187	  7.3600	  1.2708	   3.950	  71.215
 1188	  7.3600	  1.2758	   3.955	  71.275
 1189	  7.3800	  1.2808	   3.960	  71.335
 1190	  7.4000	  1.2858	   3.965	  71.395
 1191	  7.4000	  1.2908	   3.970	  71.455
 1192	  7.4200	  1.2958	   3.975	  71.515
 1193	  7.4200	  1.3008	   3.980	  71.575
 1194	  7.4400	  1.3058	   3.985	  71.635
 1195	  7.4600	  1.3108	   3.990	  71.695
 1196	  7.4800	  1.3158	   3.995	  71.755
 1197	  7.4800	  1.3208	   4.000	  71.815
 1198	  7.5000	  1.3258	   4.005	  71.875
 1199	  7.5200	  1.3308	   4.010	  71.935
 1200	  7.5200	  1.3358	   4.015	  71.995
 1201	  7.5400	  1.3408	   4.020	  72.055
 1202	  7.5400	  1.3458	   4.025	  72.115
 1203	  7.5400	  1.3508	   4.030	  72.175
 1204	  7.5000	  1.3558	   4.035	  72.235
 1205	  7.4600	  1.3608	   4.040	  72.295
 1206	  7.4400	  1.3658	   4.045	  72.355
 1207	  7.4200	  1.3708	   4.050	  72.415
 1208	  7.4200	  1.3758	   4.055	  72.475
 1209	  7.4200	  1.3808	   4.060	  72.535
 1210	  7.4200	  1.3858	   4.065	  72.595
 1211	  7.4200	  1.3908	   4.070	  72.655
 1212	  7.4200	  1.3958	   4.075	  72.715
 1213	  7.4200	  1.4008	   4.080	  72.775
 1214	  7.4200	  1.4058	   4.085	  72.835
 1215	  7.4200	  1.4108	   4.090	  72.895
 1216	  7.4200	  1.4158	   4.095	  72.955
 1217	  7.4200	  1.4208	   4.100	  73.015
 1218	  7.4200	  1.4258	   4.105	  73.075
 1219	  7.4200	  1.4308	   4.110	  73.135
 1220	  7.4200	  1.4358	   4.115	  73.195
 1221	  7.4200	  1.4408	   4.120	  73.255
 1222	  7.4200	  1.4458	   4.125	  73.315
 1223	  7.4200	  1.4508	   4.130	  73.375
 1224	  7.4200	  1.4558	   4.135	  73.435
 1225	  7.4200	  1.4608	   4.140	  73.495
 1226	  7.4200	  1.4658	   4.145	  73.555
 1227	  7.4200	  1.4708	   4.150	  73.615
 1228	  7.4200	  1.4758	   4.155	  73.675
 1229	  7.4200	  1.4808	   4.160	  73.735
 1230	  7.4200	  1.4858	   4.165	  73.795
 1231	  7.4200	  1.4908	   4.170	  73.855
 1232	  7.4200	  1.4958	   4.175	  73.915
 1233	  7.4200	  1.5008	   4.180	  73.975
 1234	  7.4200	  1.5058	   4.185	  74.035
 1235	  7.4200	  1.5108	   4.190	  74.095
 1236	  7.4000	  1.5158	   4.195	  74.155
 1237	  7.4000	  1.5208	   4.200	  74.215
 1238	  7.4200	  1.5258	   4.205	  74.275
 1239	  7.4200	  1.5308	   4.210	  74.335
 1240	  7.4200	  1.5358	   4.215	  74.395
 1241	  7.4200	  1.5408	   4.220	  74.455
 1242	  7.4200	  1.5458	   4.225	  74.515
 1243	  7.4200	  1.5508	   4.230	  74.575
 1244	  7.4200	  1.5558	   4.235	  74.635
 1245	  7.4200	  1.5608	   4.240	  74.695
 1246	  7.4200	  1.5658	   4.245	  74.755
 1247	  7.4200	  1.5708	   4.250	  74.815
 1248	  7.4200	  1.5758	   4.255	  74.875
 1249	  7.4400	  1.5808	   4.260	  74.935
 1250	  7.4400	  1.5858	   4.265	  74.995
 1251	  7.4400	  1.5908	   4.270	  75.055
 1252	  7.4400	  1.5958	   4.275	  75.115
 1253	  7.4400	  1.6008	   4.280	  75.175
 1254	  7.4400	  1.6058	   4.285	  75.235
 1255	  7.4400	  1.6108	   4.290	  75.295
 1256	  7.4400	  1.6158	   4.295	  75.355
 1257	  7.4400	  1.6208	   4.300	  75.415
 1258	  7.4400	  1.6258	   4.305	  75.475
 1259	  7.4400	  1.6308	   4.310	  75.535
 1260	  7.4400	  1.6358	   4.315	  75.595
 1261	  7.4400	  1.6408	   4.320	  75.655
 1262	  7.4400	  1.6458	   4.325	  75.715
 1263	  7.4400	  1.6508	   4.330	  75.775
 1264	  7.4400	  1.6558	   4.335	  75.835
 1265	  7.4400	  1.6608	   4.340	  75.895
 1266	  7.4400	  1.6658	   4.345	  75.955
 1267	  7.4400	  1.6708	   4.350	  76.015
 1268	  7.4200	  1.6758	   4.355	  76.075
 1269	  7.4200	  1.6808	   4.360	  76.135
 1270	  7.4000	  1.6858	   4.365	  76.195
 1271	  7.4000	  1.6908	   4.370	  76.255
 1272	  7.4000	  1.6958	   4.375	  76.315
 1273	  7.4200	  1.7008	   4.380	  76.375
 1274	  7.4200	  1.7058	   4.385	  76.435
 1275	  7.4400	  1.7108	   4.390	  76.495
 1276	  7.4800	  1.7158	   4.395	  76.555
 1277	  7.5000	  1.7208	   4.400	  76.615
 1278	  7.5200	  1.7258	   4.405	  76.675
 1279	  7.5400	  1.7308	   4.410	  76.735
 1280	  7.5600	  1.7358	   4.415	  76.795
 1281	  7.5800	  1.7408	   4.420	  76.855
 1282	  7.6000	  1.7458	   4.425	  76.915
 1283	  7.6200	  1.7508	   4.430	  76.975
 1284	  7.6400	  1.7558	   4.435	  77.035
 1285	  7.6400	  1.7608	   4.440	  77.095
 1286	  7.6600	  1.7658	   4.445	  77.155
 1287	  7.6800	  1.7708	   4.450	  77.215
 1288	  7.6800	  1.7758	   4.455	  77.275
 1289	  7.6800	  1.7808	   4.460	  77.335
 1290	  7.7000	  1.7858	   4.465	  77.395
 1291	  7.7000	  1.7908	   4.470	  77.455
 1292	  7.7200	  1.7958	   4.475	  77.515
 1293	  7.7200	  1.8008	   4.480	  77.575
 1294	  7.7200	  1.8058	   4.485	  77.635
 1295	  7.7200	  1.8108	   4.490	  77.695
 1296	  7.7400	  1.8158	   4.495	  77.755
 1297	  7.7400	  1.8208	   4.500	  77.815
 1298	  7.7400	  1.8258	   4.505	  77.875
 1299	  7.7400	  1.8308	   4.510	  77.935
 1300	  7.7400	  1.8358	   4.515	  77.995
 1301	  7.7600	  1.8408	   4.520	  78.055
 1302	  7.7600	  1.8458	   4.525	  78.115
 1303	  7.7600	  1.8508	   4.530	  78.175
 1304	  7.7600	  1.8558	   4.535	  78.235
 1305	  7.7600	  1.8608	   4.540	  78.295
 1306	  7.7600	  1.8658	   4.545	  78.355
 1307	  7.7600	  1.8708	   4.550	  78.415
 1308	  7.7800	  1.8758	   4.555	  78.475
 1309	  7.7800	  1.8808	   4.560	  78.535
 1310	  7.7800	  1.8858	   4.565	  78.595
 1311	  7.7800	  1.8921	   4.571	  78.655
 1312	  7.7800	  1.8958	   4.575	  78.715
 1313	  7.7800	  1.9021	   4.581	  78.775
 1314	  7.7800	  1.9058	   4.585	  78.835
 1315	  7.7800	  1.9121	   4.591	  78.895
 1316	  7.7800	  1.9158	   4.595	  78.955
 1317	  7.7800	  1.9221	   4.601	  79.015
 1318	  7.7800	  1.9258	   4.605	  79.075
 1319	  7.7800	  1.9321	   4.611	  79.135
 1320	  7.7800	  1.9358	   4.615	  79.195
 1321	  7.7800	  1.9421	   4.621	  79.255
 1322	  7.7800	  1.9458	   4.625	  79.315
 1323	  7.7800	  1.9521	   4.631	  79.375
 1324	  7.7800	  1.9558	   4.635	  79.435
 1325	  7.7800	  1.9621	   4.641	  79.495
 1326	  7.7800	  1.9671	   4.646	  79.555
 1327	  7.7800	  1.9721	   4.651	  79.615
 1328	  7.7800	  1.9771	   4.656	  79.675
 1329	  7.7800	  1.9821	   4.661	  79.735
 1330	  7.7800	  1.9871	   4.666	  79.795
 1331	  7.7800	  1.9921	   4.671	  79.855
 1332	  7.7800	  1.9971	   4.676	  79.915
 1333	  7.7800	  2.0021	   4.681	  79.975
 1334	  7.7800	  2.0071	   4.686	  80.035
 1335	  7.8000	  2.0121	   4.691	  80.095
 1336	  7.8000	  2.0171	   4.696	  80.155
 1337	  7.8000	  2.0221	   4.701	  80.215
 1338	  7.7800	  2.0271	   4.706	  80.275
 1339	  7.7800	  2.0321	   4.711	  80.335
 1340	  7.7800	  2.0371	   4.716	  80.395
 1341	  7.8000	  2.0421	   4.721	  80.455
 1342	  7.8000	  2.0471	   4.726	  80.515
 1343	  7.8200	  2.0508	   4.730	  80.575
 1344	  7.8200	  2.0558	   4.735	  80.635
 1345	  7.8600	  2.0608	   4.740	  80.695
 1346	  7.8800	  2.0658	   4.745	  80.755
 1347	  7.9000	  2.0708	   4.750	  80.815
 1348	  7.9000	  2.0758	   4.755	  80.875
 1349	  7.9200	  2.0808	   4.760	  80.935
 1350	  7.9400	  2.0858	   4.765	  80.995
 1351	  7.9400	  2.0908	   4.770	  81.055
 1352	  7.9600	  2.0958	   4.775	  81.115
 1353	  7.9600	  2.1008	   4.780	  81.175
 1354	  7.9800	  2.1058	   4.785	  81.235
 1355	  7.9800	  2.1108	   4.790	  81.295
 1356	  7.9800	  2.1158	   4.795	  81.355
 1357	  7.9800	  2.1208	   4.800	  81.415
 1358	  7.9800	  2.1258	   4.805	  81.475
 1359	  8.0000	  2.1308	   4.810	  81.535
 1360	  8.0000	  2.1358	   4.815	  81.595
 1361	  8.0200	  2.1408	   4.820	  81.655
 1362	  8.0200	  2.1458	   4.825	  81.715
 1363	  8.0400	  2.1508	   4.830	  81.775
 1364	  8.0400	  2.1558	   4.835	  81.835
 1365	  8.0600	  2.1608	   4.840	  81.895
 1366	  8.0600	  2.1658	   4.845	  81.955
 1367	  8.0600	  2.1708	   4.850	  82.015
 1368	  8.0800	  2.1758	   4.855	  82.075
 1369	  8.0800	  2.1808	   4.860	  82.135
 1370	  8.0800	  2.1858	   4.865	  82.195
 1371	  8.0800	  2.1908	   4.870	  82.255
 1372	  8.0800	  2.1958	   4.875	  82.315
 1373	  8.1000	  2.2008	   4.880	  82.375
 1374	  8.1000	  2.2058	   4.885	  82.435
 1375	  8.1000	  2.2108	   4.890	  82.495
 1376	  8.0800	  2.2158	   4.895	  82.555
 1377	  8.0800	  2.2208	   4.900	  82.615
 1378	  8.0800	  2.2258	   4.905	  82.675
 1379	  8.0800	  2.2308	   4.910	  82.735
 1380	  8.0800	  2.2358	   4.915	  82.795
 1381	  8.1000	  2.2408	   4.920	  82.855
 1382	  8.1000	  2.2458	   4.925	  82.915
 1383	  8.1000	  2.2508	   4.930	  82.975
 1384	  8.1000	  2.2558	   4.935	  83.035
 1385	  8.1000	  2.2608	   4.940	  83.095
 1386	  8.1000	  2.2658	   4.945	  83.155
 1387	  8.1000	  2.2721	   4.951	  83.215
 1388	  8.1000	  2.2758	   4.955	  83.275
 1389	  8.1000	  2.2821	   4.961	  83.335
 1390	  8.1000	  2.2858	   4.965	  83.395
 1391	  8.1000	  2.2921	   4.971	  83.455
 1392	  8.1200	  2.2958	   4.975	  83.515
 1393	  8.1000	  2.3021	   4.981	  83.575
 1394	  8.1200	  2.3058	   4.985	  83.635
 1395	  8.1000	  2.3121	   4.991	  83.695
 1396	  8.1000	  2.3171	   4.996	  83.755
 1397	  8.1000	  2.3221	   5.001	  83.815
 1398	  8.1000	  2.3271	   5.006	  83.875
 1399	  8.1000	  2.3321	   5.011	  83.935
 1400	  8.1000	  2.3358	   5.015	  83.995
 1401	  8.1000	  2.3421	   5.021	  84.055
 1402	  8.1000	  2.3458	   5.025	  84.115
 1403	  8.1000	  2.3521	   5.031	  84.175
 1404	  8.1000	  2.3571	   5.036	  84.235
 1405	  8.1200	  2.3621	   5.041	  84.295
 1406	  8.1200	  2.3671	   5.046	  84.355
 1407	  8.1200	  2.3721	   5.051	  84.415
 1408	  8.1200	  2.3771	   5.056	  84.475
 1409	  8.1200	  2.3821	   5.061	  84.535
 1410	  8.1200	  2.3871	   5.066	  84.595
 1411	  8.1400	  2.3921	   5.071	  84.655
 1412	  8.1400	  2.3971	   5.076	  84.715
 1413	  8.1400	  2.4021	   5.081	  84.775
 1414	  8.1400	  2.4071	   5.086	  84.835
 1415	  8.1400	  2.4121	   5.091	  84.895
 1416	  8.1400	  2.4171	   5.096	  84.955
 1417	  8.1400	  2.4221	   5.101	  85.015
 1418	  8.1200	  2.4271	   5.106	  85.075
 1419	  8.1200	  2.4321	   5.111	  85.135
 1420	  8.1400	  2.4371	   5.116	  85.195
