0
Diameter:	   3.00
   6.00
Area:	  18.0000
Gauge:	  25.00
2009-1-20
Polimero
amostra 20mm/min
DataNumber:	3772
Order	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 2204	  0.2400	110.4912	 110.491	 132.235
 2205	  0.2400	110.5412	 110.541	 132.295
 2206	  0.2400	110.5912	 110.591	 132.355
 2207	  0.2400	110.6413	 110.641	 132.415
 2208	  0.2400	110.6912	 110.691	 132.475
 2209	  0.2400	110.7412	 110.741	 132.535
 2210	  0.2400	110.7912	 110.791	 132.595
 2211	  0.2400	110.8412	 110.841	 132.655
 2212	  0.2400	110.8925	 110.892	 132.715
 2213	  0.2400	110.9425	 110.942	 132.775
 2214	  0.2400	110.9925	 110.993	 132.835
 2215	  0.2400	111.0437	 111.044	 132.895
 2216	  0.2400	111.0925	 111.092	 132.955
 2217	  0.2400	111.1425	 111.142	 133.015
 2218	  0.2400	111.1925	 111.192	 133.075
 2219	  0.2400	111.2425	 111.243	 133.135
 2220	  0.2400	111.2925	 111.292	 133.195
 2221	  0.2400	111.3425	 111.342	 133.255
 2222	  0.2400	111.3937	 111.394	 133.315
 2223	  0.2400	111.4437	 111.444	 133.375
 2224	  0.2400	111.4937	 111.494	 133.435
 2225	  0.2400	111.5437	 111.544	 133.495
 2226	  0.2400	111.5938	 111.594	 133.555
 2227	  0.2400	111.6437	 111.644	 133.615
 2228	  0.2400	111.6937	 111.694	 133.675
 2229	  0.2400	111.7437	 111.744	 133.735
 2230	  0.2400	111.7937	 111.794	 133.795
 2231	  0.2400	111.8438	 111.844	 133.855
 2232	  0.2400	111.8937	 111.894	 133.915
 2233	  0.2400	111.9450	 111.945	 133.975
 2234	  0.2400	111.9950	 111.995	 134.035
 2235	  0.2400	112.0450	 112.045	 134.095
 2236	  0.2400	112.0950	 112.095	 134.155
 2237	  0.2400	112.1450	 112.145	 134.215
 2238	  0.2400	112.1963	 112.196	 134.275
 2239	  0.2400	112.2462	 112.246	 134.335
 2240	  0.2400	112.2962	 112.296	 134.395
 2241	  0.2400	112.3462	 112.346	 134.455
 2242	  0.2400	112.3975	 112.397	 134.515
 2243	  0.2400	112.4475	 112.447	 134.575
 2244	  0.2400	112.4962	 112.496	 134.635
 2245	  0.2400	112.5475	 112.548	 134.695
 2246	  0.2400	112.5975	 112.597	 134.755
 2247	  0.2400	112.6488	 112.649	 134.815
 2248	  0.2400	112.6975	 112.697	 134.875
 2249	  0.2400	112.7487	 112.749	 134.935
 2250	  0.2400	112.7987	 112.799	 134.995
 2251	  0.2400	112.8487	 112.849	 135.055
 2252	  0.2400	112.8988	 112.899	 135.115
 2253	  0.2400	112.9500	 112.950	 135.175
 2254	  0.2400	113.0000	 113.000	 135.235
 2255	  0.2400	113.0500	 113.050	 135.295
 2256	  0.2400	113.1012	 113.101	 135.355
 2257	  0.2400	113.1512	 113.151	 135.415
 2258	  0.2400	113.2012	 113.201	 135.475
 2259	  0.2400	113.2500	 113.250	 135.535
 2260	  0.2400	113.3012	 113.301	 135.595
 2261	  0.2400	113.3512	 113.351	 135.655
 2262	  0.2400	113.4012	 113.401	 135.715
 2263	  0.2400	113.4512	 113.451	 135.775
 2264	  0.2400	113.5013	 113.501	 135.835
 2265	  0.2400	113.5525	 113.552	 135.895
 2266	  0.2400	113.6025	 113.603	 135.955
 2267	  0.2400	113.6525	 113.652	 136.015
 2268	  0.2400	113.7025	 113.702	 136.075
 2269	  0.2400	113.7525	 113.752	 136.135
 2270	  0.2400	113.8037	 113.804	 136.195
 2271	  0.2400	113.8525	 113.853	 136.255
 2272	  0.2400	113.9037	 113.904	 136.315
 2273	  0.2400	113.9525	 113.952	 136.375
 2274	  0.2400	114.0037	 114.004	 136.435
 2275	  0.2400	114.0537	 114.054	 136.495
 2276	  0.2400	114.1037	 114.104	 136.555
 2277	  0.2400	114.1537	 114.154	 136.615
 2278	  0.2400	114.2038	 114.204	 136.675
 2279	  0.2400	114.2537	 114.254	 136.735
 2280	  0.2400	114.3037	 114.304	 136.795
 2281	  0.2400	114.3537	 114.354	 136.855
 2282	  0.2400	114.4037	 114.404	 136.915
 2283	  0.2400	114.4550	 114.455	 136.975
 2284	  0.2400	114.5050	 114.505	 137.035
 2285	  0.2400	114.5537	 114.554	 137.095
 2286	  0.2400	114.6050	 114.605	 137.155
 2287	  0.2400	114.6550	 114.655	 137.215
 2288	  0.2400	114.7050	 114.705	 137.275
 2289	  0.2400	114.7550	 114.755	 137.335
 2290	  0.2400	114.8062	 114.806	 137.395
 2291	  0.2400	114.8562	 114.856	 137.455
 2292	  0.2400	114.9050	 114.905	 137.515
 2293	  0.2400	114.9550	 114.955	 137.575
 2294	  0.2400	115.0050	 115.005	 137.635
 2295	  0.2400	115.0562	 115.056	 137.695
 2296	  0.2400	115.1062	 115.106	 137.755
 2297	  0.2400	115.1575	 115.158	 137.815
 2298	  0.2400	115.2062	 115.206	 137.875
 2299	  0.2400	115.2575	 115.257	 137.935
 2300	  0.2400	115.3075	 115.307	 137.995
 2301	  0.2400	115.3575	 115.357	 138.055
 2302	  0.2400	115.4075	 115.408	 138.115
 2303	  0.2400	115.4575	 115.457	 138.175
 2304	  0.2400	115.5088	 115.509	 138.235
 2305	  0.2400	115.5587	 115.559	 138.295
 2306	  0.2400	115.6087	 115.609	 138.355
 2307	  0.2400	115.6587	 115.659	 138.415
 2308	  0.2400	115.7100	 115.710	 138.475
 2309	  0.2400	115.7600	 115.760	 138.535
 2310	  0.2400	115.8087	 115.809	 138.595
 2311	  0.2400	115.8600	 115.860	 138.655
 2312	  0.2400	115.9087	 115.909	 138.715
 2313	  0.2400	115.9600	 115.960	 138.775
 2314	  0.2400	116.0088	 116.009	 138.835
 2315	  0.2400	116.0600	 116.060	 138.895
 2316	  0.2400	116.1100	 116.110	 138.955
 2317	  0.2400	116.1600	 116.160	 139.015
 2318	  0.2400	116.2100	 116.210	 139.075
 2319	  0.2400	116.2600	 116.260	 139.135
 2320	  0.2400	116.3112	 116.311	 139.195
 2321	  0.2400	116.3612	 116.361	 139.255
 2322	  0.2400	116.4112	 116.411	 139.315
 2323	  0.2400	116.4613	 116.461	 139.375
 2324	  0.2400	116.5125	 116.512	 139.435
 2325	  0.2400	116.5625	 116.562	 139.495
 2326	  0.2400	116.6125	 116.612	 139.555
 2327	  0.2400	116.6625	 116.662	 139.615
 2328	  0.2400	116.7100	 116.710	 139.675
 2329	  0.2400	116.7612	 116.761	 139.735
 2330	  0.2400	116.8112	 116.811	 139.795
 2331	  0.2400	116.8612	 116.861	 139.855
 2332	  0.2400	116.9112	 116.911	 139.915
 2333	  0.2400	116.9625	 116.962	 139.975
 2334	  0.2400	117.0125	 117.012	 140.035
 2335	  0.2400	117.0625	 117.062	 140.095
 2336	  0.2400	117.1125	 117.112	 140.155
 2337	  0.2400	117.1625	 117.162	 140.215
 2338	  0.2400	117.2137	 117.214	 140.275
 2339	  0.2400	117.2637	 117.264	 140.335
 2340	  0.2400	117.3137	 117.314	 140.395
 2341	  0.2400	117.3637	 117.364	 140.455
 2342	  0.2400	117.4150	 117.415	 140.515
 2343	  0.2400	117.4637	 117.464	 140.575
 2344	  0.2400	117.5137	 117.514	 140.635
 2345	  0.2400	117.5637	 117.564	 140.695
 2346	  0.2400	117.6137	 117.614	 140.755
 2347	  0.2400	117.6637	 117.664	 140.815
 2348	  0.2400	117.7137	 117.714	 140.875
 2349	  0.2400	117.7637	 117.764	 140.935
 2350	  0.2400	117.8137	 117.814	 140.995
 2351	  0.2400	117.8637	 117.864	 141.055
 2352	  0.2400	117.9150	 117.915	 141.115
 2353	  0.2400	117.9650	 117.965	 141.175
 2354	  0.2400	118.0150	 118.015	 141.235
 2355	  0.2400	118.0650	 118.065	 141.295
 2356	  0.2400	118.1162	 118.116	 141.355
 2357	  0.2400	118.1650	 118.165	 141.415
 2358	  0.2400	118.2162	 118.216	 141.475
 2359	  0.2400	118.2650	 118.265	 141.535
 2360	  0.2400	118.3150	 118.315	 141.595
 2361	  0.2400	118.3662	 118.366	 141.655
 2362	  0.2400	118.4162	 118.416	 141.715
 2363	  0.2400	118.4662	 118.466	 141.775
 2364	  0.2400	118.5163	 118.516	 141.835
 2365	  0.2400	118.5662	 118.566	 141.895
 2366	  0.2400	118.6150	 118.615	 141.955
 2367	  0.2400	118.6662	 118.666	 142.015
 2368	  0.2400	118.7162	 118.716	 142.075
 2369	  0.2400	118.7650	 118.765	 142.135
 2370	  0.2400	118.8162	 118.816	 142.195
 2371	  0.2400	118.8662	 118.866	 142.255
 2372	  0.2400	118.9162	 118.916	 142.315
 2373	  0.2400	118.9662	 118.966	 142.375
 2374	  0.2400	119.0163	 119.016	 142.435
 2375	  0.2400	119.0662	 119.066	 142.495
 2376	  0.2400	119.1162	 119.116	 142.555
 2377	  0.2400	119.1662	 119.166	 142.615
 2378	  0.2400	119.2162	 119.216	 142.675
 2379	  0.2400	119.2663	 119.266	 142.735
 2380	  0.2400	119.3162	 119.316	 142.795
 2381	  0.2400	119.3675	 119.368	 142.855
 2382	  0.2400	119.4175	 119.417	 142.915
 2383	  0.2400	119.4675	 119.467	 142.975
 2384	  0.2400	119.5175	 119.517	 143.035
 2385	  0.2400	119.5675	 119.567	 143.095
 2386	  0.2400	119.6187	 119.619	 143.155
 2387	  0.2400	119.6687	 119.669	 143.215
 2388	  0.2400	119.7188	 119.719	 143.275
 2389	  0.2400	119.7687	 119.769	 143.335
 2390	  0.2400	119.8200	 119.820	 143.395
 2391	  0.2400	119.8687	 119.869	 143.455
 2392	  0.2400	119.9200	 119.920	 143.515
 2393	  0.2400	119.9700	 119.970	 143.575
 2394	  0.2400	120.0200	 120.020	 143.635
 2395	  0.2400	120.0700	 120.070	 143.695
 2396	  0.2400	120.1200	 120.120	 143.755
 2397	  0.2400	120.1700	 120.170	 143.815
 2398	  0.2400	120.2200	 120.220	 143.875
 2399	  0.2400	120.2712	 120.271	 143.935
 2400	  0.2400	120.3200	 120.320	 143.995
 2401	  0.2400	120.3700	 120.370	 144.055
 2402	  0.2400	120.4212	 120.421	 144.115
 2403	  0.2400	120.4712	 120.471	 144.175
 2404	  0.2400	120.5225	 120.522	 144.235
 2405	  0.2400	120.5725	 120.572	 144.295
 2406	  0.2400	120.6225	 120.622	 144.355
 2407	  0.2400	120.6725	 120.673	 144.415
 2408	  0.2400	120.7237	 120.724	 144.475
 2409	  0.2400	120.7725	 120.772	 144.535
 2410	  0.2400	120.8225	 120.822	 144.595
 2411	  0.2400	120.8737	 120.874	 144.655
 2412	  0.2400	120.9237	 120.924	 144.715
 2413	  0.2400	120.9737	 120.974	 144.775
 2414	  0.2400	121.0238	 121.024	 144.835
 2415	  0.2400	121.0750	 121.075	 144.895
 2416	  0.2400	121.1237	 121.124	 144.955
 2417	  0.2400	121.1750	 121.175	 145.015
 2418	  0.2400	121.2250	 121.225	 145.075
 2419	  0.2400	121.2750	 121.275	 145.135
 2420	  0.2400	121.3250	 121.325	 145.195
 2421	  0.2400	121.3750	 121.375	 145.255
 2422	  0.2400	121.4262	 121.426	 145.315
 2423	  0.2400	121.4762	 121.476	 145.375
 2424	  0.2400	121.5275	 121.527	 145.435
 2425	  0.2400	121.5762	 121.576	 145.495
 2426	  0.2400	121.6262	 121.626	 145.555
 2427	  0.2400	121.6775	 121.677	 145.615
 2428	  0.2400	121.7262	 121.726	 145.675
 2429	  0.2400	121.7775	 121.777	 145.735
 2430	  0.2400	121.8275	 121.827	 145.795
 2431	  0.2400	121.8775	 121.877	 145.855
 2432	  0.2400	121.9275	 121.927	 145.915
 2433	  0.2400	121.9775	 121.978	 145.975
 2434	  0.2400	122.0275	 122.027	 146.035
 2435	  0.2400	122.0775	 122.077	 146.095
 2436	  0.2400	122.1287	 122.129	 146.155
 2437	  0.2400	122.1787	 122.179	 146.215
 2438	  0.2400	122.2287	 122.229	 146.275
 2439	  0.2400	122.2787	 122.279	 146.335
 2440	  0.2400	122.3300	 122.330	 146.395
 2441	  0.2400	122.3787	 122.379	 146.455
 2442	  0.2400	122.4300	 122.430	 146.515
 2443	  0.2400	122.4800	 122.480	 146.575
 2444	  0.2400	122.5300	 122.530	 146.635
 2445	  0.2400	122.5800	 122.580	 146.695
 2446	  0.2400	122.6300	 122.630	 146.755
 2447	  0.2400	122.6800	 122.680	 146.815
 2448	  0.2400	122.7300	 122.730	 146.875
 2449	  0.2400	122.7800	 122.780	 146.935
 2450	  0.2400	122.8300	 122.830	 146.995
 2451	  0.2400	122.8800	 122.880	 147.055
 2452	  0.2400	122.9300	 122.930	 147.115
 2453	  0.2400	122.9800	 122.980	 147.175
 2454	  0.2400	123.0300	 123.030	 147.235
 2455	  0.2400	123.0800	 123.080	 147.295
 2456	  0.2400	123.1300	 123.130	 147.355
 2457	  0.2400	123.1800	 123.180	 147.415
 2458	  0.2400	123.2312	 123.231	 147.475
 2459	  0.2400	123.2812	 123.281	 147.535
 2460	  0.2400	123.3312	 123.331	 147.595
 2461	  0.2400	123.3812	 123.381	 147.655
 2462	  0.2400	123.4312	 123.431	 147.715
 2463	  0.2400	123.4825	 123.482	 147.775
 2464	  0.2400	123.5325	 123.532	 147.835
 2465	  0.2400	123.5825	 123.582	 147.895
 2466	  0.2400	123.6325	 123.632	 147.955
 2467	  0.2400	123.6837	 123.684	 148.015
 2468	  0.2400	123.7337	 123.734	 148.075
 2469	  0.2400	123.7837	 123.784	 148.135
 2470	  0.2400	123.8337	 123.834	 148.195
 2471	  0.2400	123.8838	 123.884	 148.255
 2472	  0.2400	123.9350	 123.935	 148.315
 2473	  0.2400	123.9850	 123.985	 148.375
 2474	  0.2400	124.0350	 124.035	 148.435
 2475	  0.2400	124.0850	 124.085	 148.495
 2476	  0.2400	124.1350	 124.135	 148.555
 2477	  0.2400	124.1862	 124.186	 148.615
 2478	  0.2400	124.2362	 124.236	 148.675
 2479	  0.2400	124.2862	 124.286	 148.735
 2480	  0.2400	124.3363	 124.336	 148.795
 2481	  0.2400	124.3875	 124.387	 148.855
 2482	  0.2400	124.4375	 124.438	 148.915
 2483	  0.2400	124.4875	 124.487	 148.975
 2484	  0.2400	124.5387	 124.539	 149.035
 2485	  0.2400	124.5875	 124.587	 149.095
 2486	  0.2400	124.6387	 124.639	 149.155
 2487	  0.2400	124.6887	 124.689	 149.215
 2488	  0.2400	124.7400	 124.740	 149.275
 2489	  0.2400	124.7900	 124.790	 149.335
 2490	  0.2400	124.8400	 124.840	 149.395
 2491	  0.2400	124.8900	 124.890	 149.455
 2492	  0.2400	124.9400	 124.940	 149.515
 2493	  0.2400	124.9900	 124.990	 149.575
 2494	  0.2400	125.0400	 125.040	 149.635
 2495	  0.2400	125.0912	 125.091	 149.695
 2496	  0.2400	125.1413	 125.141	 149.755
 2497	  0.2400	125.1912	 125.191	 149.815
 2498	  0.2400	125.2412	 125.241	 149.875
 2499	  0.2400	125.2925	 125.292	 149.935
 2500	  0.2400	125.3425	 125.342	 149.995
 2501	  0.2400	125.3913	 125.391	 150.055
 2502	  0.2400	125.4425	 125.442	 150.115
 2503	  0.2400	125.4925	 125.493	 150.175
 2504	  0.2400	125.5437	 125.544	 150.235
 2505	  0.2400	125.5925	 125.592	 150.295
 2506	  0.2400	125.6437	 125.644	 150.355
 2507	  0.2400	125.6937	 125.694	 150.415
 2508	  0.2400	125.7437	 125.744	 150.475
 2509	  0.2400	125.7937	 125.794	 150.535
 2510	  0.2400	125.8438	 125.844	 150.595
 2511	  0.2400	125.8950	 125.895	 150.655
 2512	  0.2400	125.9425	 125.942	 150.715
 2513	  0.2400	125.9925	 125.993	 150.775
 2514	  0.2400	126.0425	 126.042	 150.835
 2515	  0.2400	126.0938	 126.094	 150.895
 2516	  0.2400	126.1437	 126.144	 150.955
 2517	  0.2400	126.1937	 126.194	 151.015
 2518	  0.2400	126.2437	 126.244	 151.075
 2519	  0.2400	126.2937	 126.294	 151.135
 2520	  0.2400	126.3438	 126.344	 151.195
 2521	  0.2400	126.3937	 126.394	 151.255
 2522	  0.2400	126.4450	 126.445	 151.315
 2523	  0.2400	126.4937	 126.494	 151.375
 2524	  0.2400	126.5450	 126.545	 151.435
 2525	  0.2400	126.5950	 126.595	 151.495
 2526	  0.2400	126.6450	 126.645	 151.555
 2527	  0.2400	126.6950	 126.695	 151.615
 2528	  0.2400	126.7450	 126.745	 151.675
 2529	  0.2400	126.7950	 126.795	 151.735
 2530	  0.2400	126.8450	 126.845	 151.795
 2531	  0.2400	126.8937	 126.894	 151.855
 2532	  0.2400	126.9437	 126.944	 151.915
 2533	  0.2400	126.9937	 126.994	 151.975
 2534	  0.2400	127.0437	 127.044	 152.035
 2535	  0.2400	127.0938	 127.094	 152.095
 2536	  0.2400	127.1437	 127.144	 152.155
 2537	  0.2400	127.1937	 127.194	 152.215
 2538	  0.2400	127.2437	 127.244	 152.275
 2539	  0.2400	127.2937	 127.294	 152.335
 2540	  0.2400	127.3438	 127.344	 152.395
 2541	  0.2400	127.3937	 127.394	 152.455
 2542	  0.2400	127.4450	 127.445	 152.515
 2543	  0.2400	127.4950	 127.495	 152.575
 2544	  0.2400	127.5450	 127.545	 152.635
 2545	  0.2400	127.5950	 127.595	 152.695
 2546	  0.2400	127.6450	 127.645	 152.755
 2547	  0.2400	127.6950	 127.695	 152.815
 2548	  0.2400	127.7450	 127.745	 152.875
 2549	  0.2400	127.7950	 127.795	 152.935
 2550	  0.2400	127.8450	 127.845	 152.995
 2551	  0.2400	127.8950	 127.895	 153.055
 2552	  0.2400	127.9463	 127.946	 153.115
 2553	  0.2400	127.9962	 127.996	 153.175
 2554	  0.2400	128.0462	 128.046	 153.235
 2555	  0.2400	128.0963	 128.096	 153.295
 2556	  0.2400	128.1475	 128.147	 153.355
 2557	  0.2400	128.1962	 128.196	 153.415
 2558	  0.2400	128.2475	 128.247	 153.475
 2559	  0.2400	128.2975	 128.298	 153.535
 2560	  0.2400	128.3475	 128.348	 153.595
 2561	  0.2400	128.3975	 128.397	 153.655
 2562	  0.2400	128.4475	 128.447	 153.715
 2563	  0.2400	128.4987	 128.499	 153.775
 2564	  0.2400	128.5488	 128.549	 153.835
 2565	  0.2400	128.5987	 128.599	 153.895
 2566	  0.2400	128.6487	 128.649	 153.955
 2567	  0.2400	128.7000	 128.700	 154.015
 2568	  0.2400	128.7500	 128.750	 154.075
 2569	  0.2400	128.8000	 128.800	 154.135
 2570	  0.2400	128.8487	 128.849	 154.195
 2571	  0.2400	128.8987	 128.899	 154.255
 2572	  0.2400	128.9500	 128.950	 154.315
 2573	  0.2400	129.0000	 129.000	 154.375
 2574	  0.2400	129.0500	 129.050	 154.435
 2575	  0.2400	129.1000	 129.100	 154.495
 2576	  0.2400	129.1500	 129.150	 154.555
 2577	  0.2400	129.2000	 129.200	 154.615
 2578	  0.2400	129.2500	 129.250	 154.675
 2579	  0.2400	129.3013	 129.301	 154.735
 2580	  0.2400	129.3512	 129.351	 154.795
 2581	  0.2400	129.4012	 129.401	 154.855
 2582	  0.2400	129.4512	 129.451	 154.915
 2583	  0.2400	129.5013	 129.501	 154.975
 2584	  0.2400	129.5513	 129.551	 155.035
 2585	  0.2400	129.6012	 129.601	 155.095
 2586	  0.2400	129.6512	 129.651	 155.155
 2587	  0.2400	129.7012	 129.701	 155.215
 2588	  0.2400	129.7525	 129.753	 155.275
 2589	  0.2400	129.8013	 129.801	 155.335
 2590	  0.2400	129.8525	 129.852	 155.395
 2591	  0.2400	129.9025	 129.902	 155.455
 2592	  0.2400	129.9525	 129.952	 155.515
 2593	  0.2400	130.0025	 130.003	 155.575
 2594	  0.2400	130.0525	 130.052	 155.635
 2595	  0.2400	130.1025	 130.102	 155.695
 2596	  0.2400	130.1525	 130.152	 155.755
 2597	  0.2400	130.2038	 130.204	 155.815
 2598	  0.2400	130.2525	 130.253	 155.875
 2599	  0.2400	130.3037	 130.304	 155.935
 2600	  0.2400	130.3537	 130.354	 155.995
 2601	  0.2400	130.4025	 130.402	 156.055
 2602	  0.2400	130.4538	 130.454	 156.115
 2603	  0.2400	130.5038	 130.504	 156.175
 2604	  0.2400	130.5537	 130.554	 156.235
 2605	  0.2400	130.6037	 130.604	 156.295
 2606	  0.2400	130.6537	 130.654	 156.355
 2607	  0.2400	130.7038	 130.704	 156.415
 2608	  0.2400	130.7550	 130.755	 156.475
 2609	  0.2400	130.8050	 130.805	 156.535
 2610	  0.2400	130.8537	 130.854	 156.595
 2611	  0.2400	130.9037	 130.904	 156.655
 2612	  0.2400	130.9538	 130.954	 156.715
 2613	  0.2400	131.0038	 131.004	 156.775
 2614	  0.2400	131.0537	 131.054	 156.835
 2615	  0.2400	131.1050	 131.105	 156.895
 2616	  0.2400	131.1537	 131.154	 156.955
 2617	  0.2400	131.2050	 131.205	 157.015
 2618	  0.2400	131.2550	 131.255	 157.075
 2619	  0.2400	131.3037	 131.304	 157.135
 2620	  0.2400	131.3550	 131.355	 157.195
 2621	  0.2400	131.4037	 131.404	 157.255
 2622	  0.2400	131.4550	 131.455	 157.315
 2623	  0.2400	131.5050	 131.505	 157.375
 2624	  0.2400	131.5550	 131.555	 157.435
 2625	  0.2400	131.6050	 131.605	 157.495
 2626	  0.2400	131.6550	 131.655	 157.555
 2627	  0.2400	131.7050	 131.705	 157.615
 2628	  0.2400	131.7550	 131.755	 157.675
 2629	  0.2400	131.8062	 131.806	 157.735
 2630	  0.2400	131.8550	 131.855	 157.795
 2631	  0.2400	131.9062	 131.906	 157.855
 2632	  0.2400	131.9563	 131.956	 157.915
 2633	  0.2400	132.0075	 132.007	 157.975
 2634	  0.2400	132.0562	 132.056	 158.035
 2635	  0.2400	132.1075	 132.107	 158.095
 2636	  0.2400	132.1575	 132.158	 158.155
 2637	  0.2400	132.2075	 132.208	 158.215
 2638	  0.2400	132.2575	 132.257	 158.275
 2639	  0.2400	132.3075	 132.307	 158.335
 2640	  0.2400	132.3587	 132.359	 158.395
 2641	  0.2400	132.4088	 132.409	 158.455
 2642	  0.2400	132.4587	 132.459	 158.515
 2643	  0.2400	132.5087	 132.509	 158.575
 2644	  0.2400	132.5587	 132.559	 158.635
 2645	  0.2400	132.6100	 132.610	 158.695
 2646	  0.2400	132.6600	 132.660	 158.755
 2647	  0.2400	132.7100	 132.710	 158.815
 2648	  0.2400	132.7600	 132.760	 158.875
 2649	  0.2400	132.8112	 132.811	 158.935
 2650	  0.2400	132.8613	 132.861	 158.995
 2651	  0.2400	132.9112	 132.911	 159.055
 2652	  0.2400	132.9612	 132.961	 159.115
 2653	  0.2400	133.0112	 133.011	 159.175
 2654	  0.2400	133.0625	 133.062	 159.235
 2655	  0.2400	133.1113	 133.111	 159.295
 2656	  0.2400	133.1625	 133.162	 159.355
 2657	  0.2400	133.2125	 133.212	 159.415
 2658	  0.2400	133.2637	 133.264	 159.475
 2659	  0.2400	133.3138	 133.314	 159.535
 2660	  0.2400	133.3638	 133.364	 159.595
 2661	  0.2400	133.4137	 133.414	 159.655
 2662	  0.2400	133.4637	 133.464	 159.715
 2663	  0.2400	133.5137	 133.514	 159.775
 2664	  0.2400	133.5638	 133.564	 159.835
 2665	  0.2400	133.6150	 133.615	 159.895
 2666	  0.2400	133.6650	 133.665	 159.955
 2667	  0.2400	133.7150	 133.715	 160.015
 2668	  0.2400	133.7650	 133.765	 160.075
 2669	  0.2400	133.8150	 133.815	 160.135
 2670	  0.2400	133.8662	 133.866	 160.195
 2671	  0.2400	133.9162	 133.916	 160.255
 2672	  0.2600	133.9662	 133.966	 160.315
 2673	  0.2400	134.0163	 134.016	 160.375
 2674	  0.2400	134.0675	 134.067	 160.435
 2675	  0.2400	134.1162	 134.116	 160.495
 2676	  0.2400	134.1662	 134.166	 160.555
 2677	  0.2400	134.2162	 134.216	 160.615
 2678	  0.2400	134.2663	 134.266	 160.675
 2679	  0.2400	134.3175	 134.317	 160.735
 2680	  0.2400	134.3675	 134.367	 160.795
 2681	  0.2400	134.4175	 134.417	 160.855
 2682	  0.2400	134.4675	 134.467	 160.915
 2683	  0.2400	134.5175	 134.518	 160.975
 2684	  0.2400	134.5675	 134.567	 161.035
 2685	  0.2400	134.6175	 134.617	 161.095
 2686	  0.2400	134.6687	 134.669	 161.155
 2687	  0.2400	134.7175	 134.717	 161.215
 2688	  0.2400	134.7688	 134.769	 161.275
 2689	  0.2400	134.8187	 134.819	 161.335
 2690	  0.2400	134.8687	 134.869	 161.395
 2691	  0.2400	134.9187	 134.919	 161.455
 2692	  0.2400	134.9700	 134.970	 161.515
 2693	  0.2400	135.0200	 135.020	 161.575
 2694	  0.2400	135.0700	 135.070	 161.635
 2695	  0.2400	135.1200	 135.120	 161.695
 2696	  0.2400	135.1700	 135.170	 161.755
 2697	  0.2400	135.2200	 135.220	 161.815
 2698	  0.2400	135.2700	 135.270	 161.875
 2699	  0.2400	135.3200	 135.320	 161.935
 2700	  0.2400	135.3700	 135.370	 161.995
 2701	  0.2400	135.4200	 135.420	 162.055
 2702	  0.2400	135.4675	 135.467	 162.115
 2703	  0.2400	135.5175	 135.518	 162.175
 2704	  0.2400	135.5675	 135.567	 162.235
 2705	  0.2400	135.6175	 135.617	 162.295
 2706	  0.2400	135.6675	 135.667	 162.355
 2707	  0.2400	135.7175	 135.717	 162.415
 2708	  0.2400	135.7688	 135.769	 162.475
 2709	  0.2400	135.8175	 135.817	 162.535
 2710	  0.2400	135.8675	 135.867	 162.595
 2711	  0.2400	135.9187	 135.919	 162.655
 2712	  0.2400	135.9688	 135.969	 162.715
 2713	  0.2600	136.0200	 136.020	 162.775
 2714	  0.2400	136.0700	 136.070	 162.835
 2715	  0.2400	136.1200	 136.120	 162.895
 2716	  0.2400	136.1700	 136.170	 162.955
 2717	  0.2400	136.2213	 136.221	 163.015
 2718	  0.2400	136.2700	 136.270	 163.075
 2719	  0.2400	136.3200	 136.320	 163.135
 2720	  0.2400	136.3712	 136.371	 163.195
 2721	  0.2400	136.4212	 136.421	 163.255
 2722	  0.2400	136.4713	 136.471	 163.315
 2723	  0.2400	136.5212	 136.521	 163.375
 2724	  0.2400	136.5725	 136.572	 163.435
 2725	  0.2600	136.6212	 136.621	 163.495
 2726	  0.2400	136.6712	 136.671	 163.555
 2727	  0.2400	136.7225	 136.723	 163.615
 2728	  0.2400	136.7725	 136.772	 163.675
 2729	  0.2400	136.8225	 136.822	 163.735
 2730	  0.2400	136.8725	 136.872	 163.795
 2731	  0.2600	136.9238	 136.924	 163.855
 2732	  0.2400	136.9737	 136.974	 163.915
 2733	  0.2400	137.0237	 137.024	 163.975
 2734	  0.2400	137.0737	 137.074	 164.035
 2735	  0.2400	137.1237	 137.124	 164.095
 2736	  0.2400	137.1750	 137.175	 164.155
 2737	  0.2400	137.2237	 137.224	 164.215
 2738	  0.2400	137.2737	 137.274	 164.275
 2739	  0.2400	137.3237	 137.324	 164.335
 2740	  0.2400	137.3750	 137.375	 164.395
 2741	  0.2400	137.4238	 137.424	 164.455
 2742	  0.2400	137.4750	 137.475	 164.515
 2743	  0.2400	137.5250	 137.525	 164.575
 2744	  0.2400	137.5750	 137.575	 164.635
 2745	  0.2400	137.6263	 137.626	 164.695
 2746	  0.2400	137.6750	 137.675	 164.755
 2747	  0.2400	137.7262	 137.726	 164.815
 2748	  0.2400	137.7762	 137.776	 164.875
 2749	  0.2400	137.8262	 137.826	 164.935
 2750	  0.2400	137.8763	 137.876	 164.995
 2751	  0.2400	137.9263	 137.926	 165.055
 2752	  0.2600	137.9762	 137.976	 165.115
 2753	  0.2400	138.0262	 138.026	 165.175
 2754	  0.2400	138.0775	 138.077	 165.235
 2755	  0.2400	138.1275	 138.128	 165.295
 2756	  0.2400	138.1775	 138.177	 165.355
 2757	  0.2400	138.2275	 138.227	 165.415
 2758	  0.2400	138.2787	 138.279	 165.475
